,player_id,season,player_display_name,recent_team,GP,position,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd
58,00-0021547,2013,Antonio Gates,LAC,16,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,77,113,872.0,4,2.0,2.0,804.0,366.0,49.0,30.821238054420625,0,19.348444576035554,3.3500323462561092,3.0949721441101823,7.191529020261291,0.0,107.2,184.2,16,0.20772058823529413,0.1906116642958748,0.1771539206195547,0.46407021378964103,0.1947297900848593,0.125,0.21304347826086956,0.20229007633587787,0.15986489504242965,0.18078383206788745,1.6029411764705883,0.11963214090873664,33.0,ACT,,0.0,0.0,11.324675324675324,4.8125,7.716814159292035,68.14159292035397,77,11.324675324675324,4
59,00-0021547,2014,Antonio Gates,LAC,16,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,69,98,821.0,12,1.0,0.0,913.0,251.0,44.0,46.28572143361985,0,23.162373647232226,2.737824628447806,2.9435031548715727,6.16718915108181,0.0,154.1,223.1,16,0.17073170731707318,0.1862885125484595,0.1302542812662169,0.4051283710143774,0.19110800744878959,0.3870967741935484,0.205607476635514,0.22857142857142856,0.28910239082116895,0.23030576079774137,1.4303135888501741,0.15709718760122243,34.0,ACT,,0.0,0.0,11.898550724637682,4.3125,8.377551020408163,70.40816326530613,69,11.898550724637682,12
60,00-0021547,2015,Antonio Gates,LAC,11,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,56,85,630.0,5,0.0,0.0,696.0,239.0,33.0,22.314243226265525,0,10.957601081002897,2.012525979926312,2.133249203533857,4.512063412363168,0.0,93.0,149.0,11,0.183585313174946,0.19387186629526462,0.14192399049881235,0.4304754627986307,0.19638403990024939,0.2777777777777778,0.21153846153846154,0.21839080459770116,0.2370809088390136,0.21266278747575507,1.3606911447084233,0.1488333066964999,35.0,ACT,,0.0,0.0,11.25,5.090909090909091,7.411764705882353,65.88235294117646,56,11.25,5
61,00-0021547,2016,Antonio Gates,LAC,13,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,53,93,548.0,7,1.0,1.0,769.0,188.0,34.0,12.821653744635421,0,9.766388218897323,2.5962629893664375,2.5279264233746543,5.663942980411915,0.0,94.8,147.8,13,0.1987179487179487,0.19105590062111802,0.11612106238418778,0.4509216435738175,0.1567057477838147,0.25,0.19540229885057472,0.20297029702970298,0.20335287389190734,0.17536459822705175,1.170940170940171,0.1263917631565445,36.0,ACT,,0.0,0.0,10.339622641509434,4.076923076923077,5.89247311827957,56.98924731182796,53,10.339622641509434,7
62,00-0021547,2017,Antonio Gates,LAC,16,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,30,52,316.0,3,0.0,0.0,432.0,66.0,16.0,3.9855019495361446,0,11.184118223177343,1.414265720626398,1.3819571525246555,3.0887685877068556,0.0,49.6,79.6,16,0.08919382504288165,0.09037656903765691,0.030697674418604652,0.206091992794448,0.06943528894748408,0.10714285714285714,0.07272727272727272,0.07661290322580645,0.08828907304517061,0.0769768025865587,0.5420240137221269,0.053833252177676774,37.0,ACT,,0.0,0.0,10.533333333333333,1.875,6.076923076923077,57.692307692307686,30,10.533333333333333,3
63,00-0021547,2018,Antonio Gates,LAC,15,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,28,45,333.0,2,1.0,1.0,356.0,126.0,19.0,4.63839070640941,2,14.265516137973766,1.3836443374830376,1.4001950498091353,3.055603041090951,0.0,47.3,75.3,15,0.09259259259259259,0.09697630073549442,0.061855670103092786,0.21646992947728444,0.08145792563600783,0.06666666666666667,0.09405940594059406,0.09051724137931035,0.07406229615133725,0.0784996738421396,0.6851851851851852,0.05148295524469787,38.0,ACT,,0.0,0.0,11.892857142857142,1.8666666666666667,7.4,62.22222222222222,28,11.892857142857142,2
64,00-0021570,2013,Kassim Osgood,SF,2,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,17.0,0,0.0,0.0,12.0,5.0,0.0,1.3791675954125822,0,1.4166666666666667,0.047619047619047616,0.05309734513274336,0.10859671302149178,1.0,7.7,8.7,2,0.023809523809523808,0.023952095808383235,0.031446540880503145,0.054875962360992306,0.04292929292929293,0.0,0.0,0.0,0.021464646464646464,0.03434343434343434,0.40476190476190477,0.05349237579931136,33.0,ACT,,0.0,0.0,17.0,0.5,17.0,100.0,1,17.0,0
65,00-0021570,2014,Kassim Osgood,SF,1,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-0.3637586822733283,0,0.0,0.021739130434782608,0.009671179883945842,0.039378521570936,0.0,0.0,0.0,1,0.021739130434782608,0.009671179883945842,0.0,0.040345639559330584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,RES,,0.0,0.0,,0.0,0.0,0.0,0,,0
70,00-0021999,2013,Nate Burleson,DET,9,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2,-8.0,0,0.0,0.0,0.0,-2.019482708303258,0,39,54,461.0,1,1.0,0.0,353.0,216.0,23.0,13.00435187816128,0,10.342924949446688,1.4785025577922932,1.353850943231587,3.1654494969505507,0.0,51.300000000000004,90.30000000000001,9,0.16071428571428573,0.14080574391703232,0.159174649963154,0.35371602370505445,0.18648867313915857,0.07142857142857142,0.19491525423728814,0.18181818181818182,0.128958622283865,0.16347665279704116,1.3720238095238095,0.11093638664340648,32.0,ACT,-4.0,-0.8888888888888888,0.2222222222222222,11.820512820512821,4.333333333333333,8.537037037037036,72.22222222222221,41,11.048780487804878,1
71,00-0022044,2013,Andre Johnson,HOU,16,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,109,181,1407.0,5,0.0,0.0,2004.0,405.0,69.0,11.094818673604024,0,12.024213434789486,4.595216376033207,5.9933627856436695,11.08817851400038,0.0,170.70000000000002,279.7,16,0.2859399684044234,0.3886733902249806,0.24515738498789347,0.7398486647866196,0.33636146306478604,0.2631578947368421,0.3484848484848485,0.34101382488479265,0.29975967890081406,0.32172074939919726,2.2227488151658767,0.21336160864125955,32.0,ACT,,0.0,0.0,12.908256880733944,6.8125,7.773480662983426,60.22099447513812,109,12.908256880733944,5
72,00-0022044,2014,Andre Johnson,HOU,15,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,85,147,936.0,3,3.0,3.0,1358.0,389.0,49.0,-3.945074938476065,0,12.238325414885377,4.92302741655414,5.68531249444853,11.36425987094518,0.0,105.6,190.6,15,0.31956521739130433,0.3659390999730531,0.25950633755837227,0.772099106065399,0.28337874659400547,0.13636363636363635,0.29878048780487804,0.27956989247311825,0.2098711914788209,0.25397572454793166,2.034782608695652,0.15819790508125695,33.0,ACT,,0.0,0.0,11.011764705882353,5.666666666666667,6.36734693877551,57.82312925170068,85,11.011764705882353,3
73,00-0022044,2015,Andre Johnson,IND,16,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,41,77,503.0,4,0.0,0.0,792.0,147.0,31.0,14.244345614735575,0,10.933543125936762,2.0537899763038254,2.416269142634463,4.772073364299862,0.0,74.30000000000001,115.30000000000001,16,0.12439418416801293,0.1498580889309366,0.08925318761384335,0.3064777473967687,0.1280549898167006,0.15384615384615385,0.15897435897435896,0.1583710407239819,0.14095057183142723,0.13321322262259128,0.8126009693053312,0.089054003954523,34.0,ACT,,0.0,0.0,12.268292682926829,2.5625,6.532467532467533,53.246753246753244,41,12.268292682926829,4
74,00-0022044,2016,Andre Johnson,TEN,6,WR,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,9,23,85.0,2,0.0,0.0,268.0,15.0,4.0,-2.164626367666127,0,2.308297905412223,0.6992309858163517,0.8857919386148592,1.6689008357549289,0.0,20.5,29.5,6,0.11386138613861387,0.14814814814814814,0.028517110266159697,0.2893105977264393,0.06439393939393939,0.2222222222222222,0.06349206349206349,0.08333333333333333,0.1433080808080808,0.09595959595959597,0.4207920792079208,0.05953582240161453,35.0,ACT,,0.0,0.0,9.444444444444445,1.5,3.6956521739130435,39.130434782608695,9,9.444444444444445,2
75,00-0022054,2013,Visanthe Shiancoe,TEN,1,TE,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,2.0,0,0.0,0.0,-3.0,5.0,0.0,-0.7254006385337561,0,0.0,0.08333333333333333,-0.011278195488721804,0.11710526315789474,0.0,0.2,2.2,1,0.08333333333333333,-0.011278195488721804,0.08064516129032258,0.11597744360902255,0.011627906976744186,0.0,0.0,0.0,0.005813953488372093,0.009302325581395349,0.08333333333333333,0.0311262026032824,33.0,CUT,,0.0,0.0,1.0,2.0,1.0,100.0,2,1.0,0
