,player_id,season,player_display_name,recent_team,GP,position,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd
165,00-0022999,2017,John Kuhn,NO,1,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,1.0,0.08281067293137312,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023883448770002386,34.0,RES,2.0,2.0,1.0,,0.0,,,1,2.0,0
183,00-0023437,2013,Ronnie Brown,LAC,12,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,45,157.0,1,0.0,0.0,8.0,-1.680792734801595,0,8,8,60.0,0,0.0,0.0,5.0,55.0,3.0,4.75602777604945,0,-5.3,0.217506105006105,0.0139210687775095,0.33600390565341415,0.0,27.700000000000003,35.7,12,0.01990049751243781,0.0016129032258064516,0.03647214854111406,0.031141068849301876,0.01760046934584922,0.0,0.017045454545454544,0.014925373134328358,0.00880023467292461,0.014080375476679377,0.14925373134328357,0.030296344071421295,31.0,ACT,3.488888888888889,13.083333333333334,3.75,7.5,0.6666666666666666,7.5,100.0,53,4.09433962264151,1
184,00-0023437,2014,Ronnie Brown,LAC,8,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,63.0,0,0.0,0.0,5.0,-3.3599225223011815,0,5,8,44.0,0,0.0,0.0,12.0,30.0,1.0,0.16369217447936535,0,1.35,0.208648595712973,0.03607156148243176,0.33822298660716177,0.0,10.700000000000001,15.700000000000001,8,0.028368794326241134,0.004548900682335102,0.04149377593360996,0.046192312035229784,0.02263374485596708,0.0,0.009615384615384616,0.008333333333333333,0.01131687242798354,0.018106995884773665,0.15602836879432624,0.023437733257695638,32.0,ACT,3.15,7.875,2.5,8.8,0.625,5.5,62.5,25,4.28,0
185,00-0023437,2014,Ronnie Brown,LAC,8,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,20,63.0,0,0.0,0.0,5.0,-3.3599225223011815,0,5,8,44.0,0,0.0,0.0,12.0,30.0,1.0,0.16369217447936535,0,1.35,0.208648595712973,0.03607156148243176,0.33822298660716177,0.0,10.700000000000001,15.700000000000001,8,0.028368794326241134,0.004548900682335102,0.04149377593360996,0.046192312035229784,0.02263374485596708,0.0,0.009615384615384616,0.008333333333333333,0.01131687242798354,0.018106995884773665,0.15602836879432624,0.023437733257695638,32.0,ACT,3.15,7.875,2.5,8.8,0.625,5.5,62.5,25,4.28,0
210,00-0023500,2013,Frank Gore,SF,16,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,276,1128.0,9,3.0,3.0,55.0,-32.703733754976696,0,16,26,141.0,0,0.0,0.0,126.0,101.0,5.0,-9.580958948318745,0,10.613009797220323,1.0346730865956548,0.544374348127946,1.9330716735830442,0.0,174.9,190.9,16,0.06235011990407674,0.03189873417721519,0.07542942494398805,0.11904416719788727,0.04392523364485981,0.0,0.033783783783783786,0.029585798816568046,0.021962616822429906,0.03514018691588785,0.3381294964028777,0.15783381562629187,30.0,ACT,4.086956521739131,70.5,17.25,8.8125,1.0,5.423076923076923,61.53846153846154,292,4.345890410958904,9
211,00-0023500,2014,Frank Gore,SF,16,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,255,1106.0,4,2.0,2.0,53.0,-24.917688043564056,0,11,19,111.0,1,0.0,0.0,84.0,102.0,2.0,1.445328401925508,0,12.904761904761905,0.6211295468510611,0.3048742985983545,1.1451063292954398,0.0,147.70000000000002,158.70000000000002,16,0.039014373716632446,0.01773274224192527,0.0732232591529074,0.07270775436848889,0.03257998238919871,0.05,0.012121212121212121,0.016216216216216217,0.041289991194599356,0.03606398591135897,0.22792607802874743,0.13174716498696643,31.0,ACT,4.337254901960784,69.125,15.9375,10.090909090909092,0.6875,5.842105263157895,57.89473684210527,266,4.575187969924812,5
212,00-0023500,2015,Frank Gore,IND,16,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,260,967.0,6,4.0,3.0,44.0,-49.75316217262298,0,34,58,267.0,1,0.0,0.0,-13.0,273.0,10.0,-0.511967734170327,0,54.80555555555555,1.5178418493078154,-0.07396033847147876,2.224990537031688,0.0,159.4,193.4,16,0.09369951534733441,-0.0024597918637653737,0.1657559198542805,0.13858143952998933,0.06797352342158859,0.038461538461538464,0.05128205128205128,0.049773755656108594,0.05321753094156353,0.06207112642957857,0.43134087237479807,0.14937592684132478,32.0,ACT,3.7192307692307693,60.4375,16.25,7.852941176470588,2.125,4.603448275862069,58.620689655172406,294,4.197278911564626,7
213,00-0023500,2016,Frank Gore,IND,16,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,263,1025.0,4,2.0,1.0,50.0,-24.409346072387304,0,38,47,277.0,4,0.0,0.0,1.0,286.0,14.0,10.145314327673987,0,-18.255555555555556,1.315025432505015,0.011525019184785906,1.9806056621868726,0.0,176.20000000000002,214.20000000000002,16,0.08061749571183534,0.00020627062706270627,0.15888888888888889,0.12109126006940317,0.0616789133823202,0.125,0.06363636363636363,0.07142857142857142,0.0933394566911601,0.07434313070585616,0.4751286449399657,0.1398592266607467,33.0,ACT,3.897338403041825,64.0625,16.4375,7.2894736842105265,2.375,5.8936170212765955,80.85106382978722,301,4.325581395348837,8
214,00-0023500,2017,Frank Gore,IND,16,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,261,961.0,3,3.0,0.0,49.0,-24.00169583165191,0,29,38,245.0,1,0.0,0.0,-26.0,275.0,9.0,4.851583616653631,0,5.680555555555555,1.3022527222756055,-0.12869828425598306,1.8632902844342203,0.0,144.6,173.6,16,0.07802874743326489,-0.0070690592713431215,0.16707168894289187,0.11138787373282284,0.07594544327340359,0.07692307692307693,0.060810810810810814,0.062111801242236024,0.07643426009824025,0.07614097000333826,0.5030800821355236,0.16243426839081535,34.0,ACT,3.681992337164751,60.0625,16.3125,8.448275862068966,1.8125,6.447368421052632,76.31578947368422,290,4.158620689655172,4
215,00-0023500,2018,Frank Gore,MIA,14,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,156,722.0,0,1.0,0.0,25.0,-3.905759742305973,0,12,16,124.0,1,0.0,0.0,21.0,115.0,8.0,6.865175573417218,0,4.266666666666666,0.5888371125442063,0.10544466138977086,0.9570669317891491,0.0,90.60000000000001,102.60000000000001,14,0.0399002493765586,0.00626865671641791,0.07273877292852625,0.06486529943797223,0.04115499502157318,0.041666666666666664,0.058823529411764705,0.05625,0.04141083084411992,0.04125732935059188,0.3092269326683292,0.09297520661157026,35.0,RES,4.628205128205129,51.57142857142857,11.142857142857142,10.333333333333334,0.8571428571428571,7.75,75.0,168,5.035714285714286,1
216,00-0023500,2019,Frank Gore,BUF,15,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,166,599.0,2,0.0,0.0,30.0,-32.828230663755676,0,13,16,100.0,0,0.0,0.0,14.0,88.0,5.0,1.1109304146375507,0,8.166666666666668,0.4981116504158366,0.08088675390480396,0.8037882033571178,0.0,81.9,94.9,15,0.03285420944558522,0.0032043945983062485,0.061495457721872815,0.05184482984702282,0.030599755201958383,0.0,0.032467532467532464,0.028901734104046242,0.015299877600979192,0.02447980416156671,0.2053388090349076,0.08003575886381271,36.0,ACT,3.608433734939759,39.93333333333333,11.066666666666666,7.6923076923076925,0.8666666666666667,6.25,81.25,179,3.905027932960894,2
217,00-0023500,2020,Frank Gore,NYJ,15,RB,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,187,653.0,2,1.0,1.0,32.0,-41.30601867538852,0,16,19,89.0,0,0.0,0.0,34.0,73.0,3.0,0.43420877807166613,0,16.928571428571427,0.6321398684265216,0.1301008130956522,1.039280371806739,0.0,84.2,100.2,15,0.04086021505376344,0.008489388264669164,0.05383480825958702,0.0680818331923805,0.03123903123903124,0.0,0.022727272727272728,0.02040816326530612,0.01561951561951562,0.024991224991224994,0.1913978494623656,0.10090024771917104,37.0,RES,3.4919786096256686,43.53333333333333,12.466666666666667,5.5625,1.0666666666666667,4.684210526315789,84.21052631578947,203,3.6551724137931036,2
