,team,oline,qb,rb,wrte,dst,season
178,rai,44.219367588932805,11.55652629165601,8.615063061888563,32.89165175317479,95.82771142890222,2015
200,ram,31.86758893280632,7.51386721120427,9.34161744550501,21.385622062658307,119.30841125342732,2015
24,rav,40.0197628458498,10.577490121085606,7.341061103152053,30.10516419078211,92.74540677648709,2015
189,sdg,43.972332015810274,11.857233929916955,7.162052534676359,33.74751195437902,91.7373486021551,2015
310,sea,56.07707509881423,13.601341379378324,14.979638659429664,38.71151007976907,125.56457176583811,2015
299,sfo,31.620553359683793,8.001998309244685,7.167747457602529,22.774918264773333,89.74858760851193,2015
321,tam,45.701581027667984,11.211005019907434,11.722647156634519,31.90824505665962,80.74422801735585,2015
343,was,48.17193675889328,12.557531594823363,9.50812566904362,35.740666846804956,93.25297678524207,2015
14,atl,68.5771714872674,17.709319555323834,14.179838264244628,50.403447965152445,85.39784136546183,2016
36,buf,50.605223097500776,11.43120240849485,16.760104607405356,32.53496070110072,92.92346998858724,2016
47,car,42.801613928260004,10.734779323038628,10.074323932994208,30.55283345787917,103.14282960087955,2016
58,chi,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925,2016
69,cin,44.22045195903105,11.255724049571507,9.773296006331476,32.03552229493429,105.87064361672462,2016
80,cle,34.052112738505194,8.450842463144857,8.3592950433414,24.05239777971998,76.19145668426124,2016
146,clt,52.96995314878587,13.782581922698428,10.554013306626015,39.227348549218604,89.56893906039079,2016
3,crd,48.00402004108718,12.348736335901872,10.10968429583588,35.146403417566866,108.6794409671857,2016
91,dal,57.935886256484544,13.803233279265335,16.43370474137631,39.2861254871398,103.14282960087955,2016
102,den,36.41684278979028,9.42248605465275,7.459880368314682,26.8178449247809,126.9911485434291,2016
113,det,49.18638506672972,13.141133097268206,8.480842475197958,37.401686507609504,85.85394991977203,2016
124,gnb,58.40883226674156,15.099589106624041,12.0152560023051,42.975753611160734,84.03994808061073,2016
135,htx,34.052112738505194,8.291877995556602,8.970696841757764,23.599960448891867,113.36000977849623,2016
157,jax,38.54509983594685,9.849790353377612,8.370310751683876,28.034018698074743,98.41695785219882,2016
168,kan,44.92987097441658,11.363281606381285,10.210915913987257,32.34164764893135,113.36000977849623,2016
212,mia,42.801613928260004,10.633767956248613,10.462829189878882,30.265339567784512,99.96744261675079,2016
223,min,39.49099185646089,10.569956421134492,6.735511684928097,30.083722121690478,112.16695677782673,2016
245,nor,61.24650832828365,16.20505207089777,11.168686644333567,46.12207127870904,76.19145668426124,2016
234,nwe,56.9899942359705,14.578360542847177,12.31737561067546,41.49225692964196,131.33223665218668,2016
256,nyg,35.234477764147734,9.24878017056393,6.709141891731408,26.323451254681952,131.33223665218668,2016
267,nyj,35.47095076927624,8.816030423199138,8.657331603134812,25.091778896797543,93.41122399949171,2016
333,oti,48.94991206160121,11.805217698039776,13.33521101992232,33.59946575595936,104.22465972880947,2016
278,phi,43.747505948774034,10.923423197109226,10.483840995801055,31.089742945618564,108.1108734065902,2016
289,pit,51.078169107757795,13.13913691954883,10.758660931044627,37.3960050787159,105.31881572920729,2016
179,rai,49.89580408211525,12.588971391354512,11.455844162559417,35.83014934462438,95.38485223669994,2016
201,ram,26.721449579521433,6.86043229329692,5.6794614442837235,19.52584575784508,103.68222891566265,2016
25,rav,40.20041087184641,10.581240473508036,7.543414301954022,30.11583827075364,115.79529017520312,2016
190,sdg,49.422858071858236,12.994459021560433,9.328741141766685,36.98422952290277,91.95451732867019,2016
311,sea,44.92987097441658,11.697710071604849,8.92465258620432,33.29348251149072,120.22786230133131,2016
300,sfo,36.65331579491879,8.651135783070004,10.710379788248689,24.622463382583852,80.49146330129706,2016
322,tam,42.328667918002985,10.916810631660201,8.806668302910504,31.070922567032877,99.96744261675079,2016
344,was,53.44289915904287,14.068856295895195,10.020493237408393,40.04212945754786,90.04196765388939,2016
15,atl,52.338229456133384,13.257169871822521,11.816760455734984,37.73194501980256,97.01734952118755,2017
37,buf,39.88884477967448,9.362783816237496,11.855906750080546,26.64792316929133,93.8050044320118,2017
48,car,50.051607780865425,11.847498674601814,14.494626742416145,33.719803920020546,103.18274499466469,2017
59,chi,33.53711790393013,8.044750524458607,9.303193313721518,22.896597646536033,106.71702690419684,2017
70,cin,37.09408495434696,9.47886560076645,8.055726557653095,26.978309786796817,97.56251075685212,2017
81,cle,30.996427153632393,7.676563343870147,7.6704689540890785,21.84868028639965,88.65543662510935,2017
147,clt,36.077808654227866,8.814602271359016,9.391053956769543,25.08771415694489,85.67520667167817,2017
4,crd,35.82373957919809,9.34432432014021,7.048778571421528,26.595384603475978,105.5243018346819,2017
92,dal,51.32195315601429,12.12233690204503,14.961971087043954,34.50203579812816,100.89640609012858,2017
103,den,34.29932512901945,8.4286306435499,8.741379987323738,23.989179523949712,100.3330129292125,2017
114,det,49.79753870583565,13.4495374634642,8.028056202909701,38.27945278062887,100.3330129292125,2017
125,gnb,45.4783644303295,11.215393348853489,11.437909051574291,31.92073491596762,82.29086956119922,2017
136,htx,41.41325922985312,10.156958595753355,10.630685707541602,28.90826677252878,83.72967050993626,2017
158,jax,46.24057165541881,11.112967226006669,12.74650434801539,31.62921441248052,137.29794832853554,2017
169,kan,56.14926558157999,14.218670800327923,12.691923312019371,40.4685245855487,96.47505527180724,2017
213,mia,34.553394204049226,8.97337710482534,6.951084180146235,25.539611759887507,89.6663609520401,2017
224,min,51.57602223104406,12.812441863741183,12.612604124402162,36.46618068910952,128.35055774278212,2017
246,nor,61.23064708217546,15.347233526787633,14.448955241735035,43.68058773008788,102.03290994875643,2017
235,nwe,66.31202858277095,17.00486623182163,14.171102638472714,48.398465429030786,111.01614617508748,2017
257,nyg,30.996427153632393,7.899376379584821,6.8134957398018745,22.48284046497218,92.75550822260499,2017
268,nyj,38.110361254466056,9.426649356780361,9.476089825434805,26.829694323144103,93.8050044320118,2017
334,oti,43.69988090512108,10.676563974356093,11.376149492468018,30.387143619321186,98.66162426347258,2017
279,phi,56.14926558157999,13.753911506446556,14.479459057716928,39.1457481337325,119.59131782634313,2017
290,pit,56.65740373163954,14.779580562469908,11.144343853083182,42.06496006241435,106.71702690419684,2017
180,rai,42.93767368003176,11.009202969294503,9.182120072597728,31.33388537414589,85.18583105100993,2017
202,ram,59.198094481937275,14.76165595973239,14.262113533200164,42.01394388539219,107.31910746661187,2017
26,rav,46.74870980547836,11.291247825725621,12.67057551378318,32.13662842706523,116.86228765071587,2017
191,sdg,47.76498610559746,12.557276497900144,9.020766027101022,35.73994080171579,118.9009057039323,2017
312,sea,43.4458118300913,11.07128888484454,9.55309386978441,31.510591441480614,106.11878105080615,2017
301,sfo,45.224295355299724,11.614238036022233,9.599008133966471,33.05590825637097,89.6663609520401,2017
323,tam,45.4783644303295,12.088018106044524,8.081659985454921,34.404359224895956,82.29086956119922,2017
345,was,43.95394998015085,11.442605878639815,8.734717366027887,32.56741673151332,98.11058623681654,2017
16,atl,54.42639680244918,14.430069388734236,9.811409283191967,41.07019749101282,81.9957100537507,2018
38,buf,31.521954814751822,7.4066512409322325,9.339225620270525,21.08046891649943,108.80064836227955,2018
49,car,48.75698046886073,11.977032524357522,12.442866853565485,34.088477184709866,90.8179159471708,2018
60,chi,46.94276724211242,11.578693856859223,11.79788277953789,32.954744054137784,131.89468749598296,2018
71,cin,46.03566062873826,11.474011295861173,11.111980078096783,32.65680138052795,77.40385126681264,2018
82,cle,41.04657425518043,10.36337589044475,9.396751066044402,29.495762149727362,106.09751849306863,2018
148,clt,53.97284349576211,14.055613177147217,10.707361513579079,40.00443750418823,108.80064836227955,2018
5,crd,24.718655214445675,6.119999204684025,6.1239277777808665,17.418459274869917,94.07585549689863,2018
93,dal,44.448224055333505,10.925399110505689,11.317103056762944,31.095366699131574,104.51212954061972,2018
104,den,39.00558437508858,9.706484176373156,9.474069802517247,27.626147271215903,109.35084767828354,2018
115,det,41.273350908523966,10.449816268998573,9.336420055618868,29.74178476561132,101.41761728555802,2018
126,gnb,46.26243728208181,12.011068197927013,9.31850859262504,34.18534794794611,92.66758534527281,2018
137,htx,46.03566062873826,11.388321000609782,11.441558136755978,32.41291361712015,115.04467874133452,2018
159,jax,28.120305014598745,6.913359623412345,7.154521312086407,19.67648508201975,115.04467874133452,2018
170,kan,70.75431584318395,18.49994116773972,13.751559135898734,52.653678708182284,83.7081680631443,2018
214,mia,36.057487881622585,8.743307305903437,9.640880435241574,24.88479771680209,87.20831082691785,2018
225,min,40.81979760183689,10.690935516536596,7.864774366294289,30.428047239373388,120.50393894007227,2018
247,nor,67.12588938968733,16.786884187042354,15.986128086692675,47.778054993889775,95.02513982602736,2018
236,nwe,51.47830030898319,12.970969525891652,11.885616040427312,36.917374804460856,113.29823160105457,2018
258,nyg,44.67500070867704,11.538232137259444,9.232184937876132,32.83958377527688,91.27741335053217,2018
269,nyj,35.60393457493551,8.870423025316727,8.607709854089052,25.246588610516838,95.98305521552658,2018
335,oti,41.273350908523966,9.774474343864549,11.933888998442038,27.819657747922175,115.04467874133452,2018
280,phi,46.94276724211242,12.306986362318167,8.996757758541953,35.02757656967478,100.91125222351761,2018
291,pit,50.57119369560903,13.677411325453724,8.080004259908836,38.928016849368284,106.09751849306863,2018
181,rai,35.60393457493551,9.109364954068164,7.688702435814294,25.92665410004016,76.58621937853444,2018
203,ram,60.32258978938118,15.115341901167987,14.251177358149777,43.020588487939655,94.54943411847896,2018
27,rav,46.71599058876888,11.049001586960596,13.563028756674223,31.44715836288785,123.04681890254818,2018
192,sdg,54.42639680244918,13.809052152436148,12.199937115107687,39.30268689539519,109.35084767828354,2018
313,sea,52.1586302690138,11.891590158735413,16.85347109691113,33.84529506717002,106.09751849306863,2018
302,sfo,42.18045752189811,10.580438757389821,9.922553805547667,30.11355646334026,88.09999391790913,2018
324,tam,48.75698046886073,13.140027643950132,7.969808701286212,37.39854021739653,82.4215823723922,2018
346,was,36.51104118830966,8.885538869662103,9.638099927271197,25.28961062903829,101.92659592379334,2018
17,atl,49.46481173622655,13.377207569708906,7.906975738437613,38.07359077532534,84.91703739801963,2019
39,buf,38.0319071368157,9.122843384827044,10.550429391767134,25.965015787584665,141.37127969752405,2019
50,car,40.598477557091606,10.16171147707178,9.634667387464631,28.921794203973523,84.91703739801963,2019
61,chi,35.23201213287835,8.985752928581478,7.717826372602181,25.574835258270358,115.8945454604857,2019
72,cin,34.76536296555546,8.954007888855841,7.279943678451776,25.48448399135893,92.30883248968878,2019
83,cle,42.698398810044615,10.561484644898066,10.616983783984063,30.05961014317142,93.75120933058834,2019
149,clt,47.1315658996121,11.149541633373232,13.675026643483625,31.733310802677657,95.21332277989934,2019
6,crd,47.1315658996121,11.522379939682601,12.24103315767836,32.794465982173556,79.66242845563423,2019
94,dal,56.697873829731385,14.409648063239125,12.615725275527183,41.01207525691135,103.91728765593567,2019
105,den,37.33193338583136,9.238036138751246,9.267411837031302,26.292872087215084,111.1445597279096,2019
116,det,41.29845130807595,10.608367320435203,8.756728798786511,30.193045450469423,86.26716856281018,2019
127,gnb,49.23148715256511,12.394607936586544,11.406215596206808,35.276961050284775,108.29806131201876,2019
138,htx,50.864759238195234,12.59682054143367,12.588401311089406,35.85248923331121,86.72068855473663,2019
160,jax,38.0319071368157,9.6621000370526,8.476365344745767,27.499823182380478,91.35779894616441,2019
171,kan,60.43106716831452,15.955248983256256,11.15093835868414,45.411093260037035,103.38359719306554,2019
215,mia,37.565257969492805,10.096165805290584,6.246902619966049,28.735241138134736,72.56789428369773,2019
226,min,53.431329658471135,12.932457018411716,14.377376288581846,36.807762283171805,109.99531755593254,2019
248,nor,58.331145915361496,15.055340075636767,12.092220961369309,42.84981406142772,99.72719198218354,2019
237,nwe,45.964942981304866,11.777205911657225,9.86098576349959,33.51973990240902,174.0218996062992,2019
259,nyg,40.831802140753055,10.382870852331461,9.064043906090356,29.55124781048185,85.36536615958718,2019
270,nyj,28.69892379035786,7.421940596146563,5.892783178634958,21.123984773647912,108.86034551284021,2019
336,oti,47.1315658996121,11.356746282081467,12.878085686913494,32.323047110539555,108.86034551284021,2019
281,phi,45.731618397643416,11.418273153933743,10.961506869734636,32.49816205350373,104.45395209455384,2019
292,pit,32.665441712602444,8.211345093431527,7.616433541924749,23.370751419766652,124.88915437056502,2019
182,rai,42.698398810044615,10.745048897380189,9.910967428283591,30.582062246389764,79.23437723770033,2019
204,ram,46.19826756496631,12.271973185106567,8.238024212165096,34.92792368068792,106.08227680190443,2019
28,rav,68.83075218012657,15.021163352511294,24.82319741418538,42.75254184945522,117.74394371414574,2019
193,sdg,48.06486423425788,12.792471913165281,8.476022030473766,36.409343137470415,97.69646203256359,2019
314,sea,48.29818881791932,11.778778401644363,12.654832729024859,33.52421545083396,96.19946411070079,2019
303,sfo,56.93119841339283,13.769705822397128,15.357031086851663,39.190701186822594,117.74394371414574,2019
325,tam,49.23148715256511,13.178091653389167,8.392816685427483,37.50687624426148,96.69605656635672,2019
347,was,34.9986875492169,8.581026057662495,8.994478683435315,24.422920317962483,79.66242845563423,2019
18,atl,46.46978692780219,12.258196096869058,8.616836248481647,34.88871196801193,92.26114399446533,2020
40,buf,57.573187344179715,15.061576189609378,11.158685622210362,42.86756300119592,99.64746417999437,2020
51,car,42.97427198190557,10.978642896082205,9.343576777970515,31.246906704233965,87.73859390450629,2020
62,chi,41.74056082453029,10.617652762659256,9.25154697920844,30.21947324756865,109.59939430021808,2020
73,cin,34.955149458966254,8.791776661951957,8.131653727867375,25.022748960940184,96.10628900084144,2020
84,cle,48.937209242552754,11.623492768678108,14.018909673070578,33.082248649314614,89.77163069988555,2020
150,clt,48.52597219009433,12.169622532947995,11.42492611677475,34.63661797839045,109.59939430021808,2020
7,crd,47.29226103271905,11.565523197235153,12.267931711435347,32.91725833059236,109.10095021147477,2020
95,dal,42.76865345567636,10.959169726986245,9.17173135071069,31.191483069114696,88.14230027186015,2020
106,den,35.16076798519546,8.639981587581536,8.962223168459424,24.590716826193603,97.41991518159126,2020
117,det,45.23607577042692,11.868525687267832,8.635115204251425,33.779650032993054,69.7630938670574,2020
128,gnb,63.330506078597686,15.761098644514725,15.37699712310674,44.85851152669575,101.46574929757351,2020
139,htx,48.1147351376359,12.83234722812409,8.38250051853197,36.522834418507024,79.94086660205198,2020
161,jax,35.16076798519546,9.0713229757583,7.303217829318029,25.818380777158232,81.07922549975056,2020
172,kan,56.33947618680443,14.751722404600118,10.869977560318715,41.98567145924649,105.20679983216623,2020
216,mia,43.17989050813478,10.97919718739823,9.588187119768556,31.24848430259496,122.48552180077463,2020
227,min,50.170920399928036,12.276220198496397,12.988872947235196,34.94001133418205,81.07922549975056,2020
249,nor,54.900146503199935,13.298796116762363,14.73095997013854,37.85041971693903,113.68857648909754,2020
238,nwe,39.47875703600895,9.035910104612395,12.62100804085537,25.71759029774297,102.38758911497492,2020
260,nyg,32.89896419667412,8.013650397928458,8.657024736284116,22.808081901796378,104.25786112158737,2020
271,nyj,27.964119567173004,6.7755004937888925,7.497326196804168,19.28411679001454,88.9540292594336,2020
337,oti,59.0125170277842,13.769134365322026,17.856811335948642,39.18907473207038,81.46098571890596,2020
282,phi,34.132675354049404,8.252100907808135,9.22036077944338,23.48674873760777,105.68483543718162,2020
293,pit,43.59112756059321,11.559865847067826,7.848330583989449,32.90115664165458,131.6620508254287,2020
183,rai,52.84396124090781,13.424693496197552,11.779316965252644,38.20874302763919,78.06591920404783,2020
205,ram,38.65628293109209,9.66162094037851,9.227458977393171,27.498459599538837,142.0194410049654,2020
29,rav,52.63834271467859,11.26159743564324,19.852174966678785,32.0522388552923,125.43222876909104,2020
194,sdg,43.796746086822424,11.293441210841621,9.119782954796062,32.142871138549225,92.26114399446533,2020
315,sea,52.84396124090781,13.21900686844029,12.570419379703642,37.62332724094544,103.31821021403309,2020
304,sfo,42.15179787698871,10.657023479285401,9.593605608981061,30.331528364119986,112.1333122129697,2020
326,tam,55.92823913434601,14.88487510813612,9.864367314537812,42.36464453854126,115.8055808277856,2020
348,was,35.777623563883104,9.056120954772897,8.101913835225513,25.775113486661322,127.25184879897289,2020
19,atl,37.114768584999446,9.645152992145395,7.440980024517043,27.45158928533689,79.55303560576462,2021
41,buf,56.555837843808675,14.075954956702313,13.728717117561521,40.06233333830659,131.40227537071806,2021
52,car,33.35910747818402,8.164519162670855,8.628932194317544,23.237477616832432,103.81002078671857,2021
63,chi,35.78924113553518,8.601978216159965,9.862557762026968,24.482553384455287,92.36065344058733,2021
74,cin,52.3583342538385,13.58228408986486,10.590446912818281,38.65727010192306,109.00372732371328,2021
85,cle,41.75411465812438,9.722112186081397,12.712198412513121,27.67062699115474,100.82381260389295,2021
151,clt,52.80017673699326,12.257476256403885,16.216072636684668,34.88666319130336,103.30592208230456,2021
8,crd,54.3466254280349,13.661074494653189,12.673356303437316,38.881519715551384,104.31676935404508,2021
96,dal,54.3466254280349,13.868442430587594,11.875787319074222,39.47172076398007,119.17149824834216,2021
107,den,43.30056334916602,10.614350296955292,11.136251799940421,30.210073922103522,117.98187821083575,2021
118,det,39.98674472550535,9.924715243474868,9.812111964933873,28.247266462197697,78.74551464026203,2021
129,gnb,56.113995360653924,14.325133981388348,12.240125273598748,40.7715351777976,96.97671483261954,2021
140,htx,31.14989506241025,7.980381591484634,6.686098723028323,22.713393760379343,84.08973817061745,2021
162,jax,30.487131337678115,7.599851503225718,7.354359515884054,21.630346586103965,83.25233943302158,2021
173,kan,59.86965646746934,15.460616203016633,12.379679287822327,44.003292270124255,96.0371646901632,2021
217,mia,35.5683198939578,9.11488670910002,7.624727299287749,25.942369864361595,107.94172004190055,2021
228,min,45.95161824809455,11.669497780083047,10.25925812816329,33.21318598946713,97.4497129540424,2021
250,nor,40.87042969181486,9.835638991647517,11.215134893072005,27.99374174545832,123.47111032505455,2021
239,nwe,56.113995360653924,13.780585120565995,14.334543969069339,39.22166534314937,128.00387639366102,2021
261,nyg,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516,2021
272,nyj,35.5683198939578,8.985269060211246,8.123256718090726,25.573458094447393,73.61397401493348,2021
338,oti,47.71898818071357,11.232973702704095,14.059040806455918,31.97077130769627,106.37108604405483,2021
283,phi,51.69557052910637,11.873834790002329,16.36608928876485,33.794760556160476,96.0371646901632,2021
294,pit,37.5566110681542,9.66036535817205,7.912681904200234,27.49488601941276,102.30551606144303,2021
184,rai,44.62609079863029,11.758604354600134,8.325907594509669,33.466797009246534,88.80461617983168,2021
206,ram,55.230310394344414,14.5055381528518,10.485841116090997,41.284993204270506,110.62008282211109,2021
30,rav,43.5214845907434,10.470782616928743,11.953540674550766,29.801458217412574,105.33837914592243,2021
195,sdg,58.54412901800507,15.263269995272116,11.54807022440565,43.44161460192833,82.42067497007918,2021
316,sea,45.73069700651717,11.072351682759237,12.290868397208149,31.51361632785321,107.41523864863876,2021
305,sfo,50.59096432121948,12.601575773698064,12.241558055855437,35.866023355909874,105.33837914592243,2021
327,tam,57.218601568540805,15.280404614004636,9.891534905308069,43.490382362936266,114.50786469909421,2021
349,was,39.76582348392798,9.643542121443673,10.628441559776372,27.44700449949353,86.20927919106552,2021
20,atl,47.00421569059475,10.290064241937088,16.827888667417216,29.287105919359405,83.58781013387244,2022
42,buf,59.22531177014938,14.623054771496909,14.827855772268082,41.619463580414276,114.40559622770994,2022
