Rank,Name,Team,Position,Final PPG
127,James Proche,cle,WR,3.251601094318762
128,Jordan Akins,cle,TE,3.249748295188676
129,Giovanni Ricci,cle,TE,3.249748295188676
130,Curtis Samuel,buf,WR,3.2422642600873703
131,Durham Smythe,mia,TE,3.231502313096971
132,Demarcus Robinson,ram,WR,3.225899646489762
133,Romeo Doubs,gnb,WR,3.2247058963877553
134,Braxton Berrios,mia,WR,3.2202582464814435
135,Daniel Bellinger,nyg,TE,3.2120512596603774
136,Zach Pascal,crd,WR,3.205942402968774
137,Jeff Smith,crd,WR,3.205942402968774
138,Tyler Davis,gnb,TE,3.204341225006621
139,Tyler Davis,ram,TE,3.2035455669219113
140,Trey McBride,crd,TE,3.202137576397285
141,Austin Hooper,nwe,TE,3.197277729410135
142,John Bates,was,TE,3.1971497927709116
143,Allen Robinson,nyg,WR,3.1797073799930735
144,Miles Boykin,nyg,WR,3.1797073799930735
145,Jack Stoll,nyg,TE,3.1797073799930735
146,Noah Fant,sea,TE,3.1743542045287216
147,Connor Heyward,pit,TE,3.166990600071428
148,Travis Kelce,kan,TE,3.1619832260747285
149,Grant Calcaterra,phi,TE,3.1589266510052134
150,Parris Campbell,phi,WR,3.1589266510052134
151,Luke Musgrave,gnb,TE,3.156529919850231
152,Michael Bandy,den,WR,3.1430938628810425
153,David Sills,den,WR,3.1339548964253345
154,Tyler Johnson,ram,WR,3.124431550237437
155,Equanimeous St. Brown,nor,WR,3.1118390937463594
156,Dyami Brown,was,WR,3.105119028691617
157,Kylen Granson,clt,TE,3.1036159730199993
158,Malik Heath,gnb,WR,3.0936513516231328
159,Brevin Jordan,htx,TE,3.092031606481134
160,Ian Thomas,car,TE,3.0894030641989323
161,Mike Strachan,car,WR,3.0828630179064787
162,James Mitchell,det,TE,3.077433105307808
163,Jake Ferguson,dal,TE,3.076052474312239
164,Phillip Dorsett,den,WR,3.0694516669025766
165,Stephen Sullivan,car,TE,3.0646752743422425
166,Cam Sims,car,WR,3.0646752743422425
167,Tim Jones,jax,WR,3.0544448058201876
168,Luke Farrell,jax,TE,3.0544448058201876
169,Denzel Mims,pit,WR,3.0309179635503085
170,Kyle Pitts,atl,TE,3.026266090260883
171,Dallas Goedert,phi,TE,3.010558409419008
172,Malik Taylor,nyj,WR,3.0093287170997676
173,Justin Watson,kan,WR,2.9750581616890397
174,Quentin Johnston,sdg,WR,2.962636510584092
175,Nick Vannett,oti,TE,2.9472588986083053
176,Kyle Philips,oti,WR,2.946034636930273
177,Sean McKeon,det,TE,2.936832030067367
178,Brock Wright,det,TE,2.9304105638056543
179,Greg Dulcich,den,TE,2.9279814530536115
180,Tanner Hudson,cin,TE,2.887719028553807
181,John Ross,phi,WR,2.8821664047235065
182,Isaiah Likely,rav,TE,2.86854782760359
183,Chigoziem Okonkwo,oti,TE,2.8657762310892125
184,Robert Woods,htx,WR,2.859271213434749
