,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,player_id,season,player_display_name,team,GP,position,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd,rb,wrte,receiving_AV,rushing_AV,YearsBack
759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,00-0031209,2014,Senorise Perry,chi,1,RB,REG,0,0.0,0,0.0,0.0,0.0,0.0,0,1,1,-1.0,0,0.0,0.0,-2.0,1.0,0.0,-0.6737506632925943,0,0.5,0.0208333333333333,-0.0058651026392961,0.0271444281524926,0.0,-0.1,1,0.0208333333333333,-0.0058651026392961,0.0051546391752577,0.026557917888563,-0.0035714285714285,0.0,0.0,0.0,-0.0017857142857142,-0.0028571428571428,-0.0208333333333333,0.0102857142857142,22.0,ACT,,0.0,0.0,-1.0,1.0,-1.0,100.0,1,-1.0,0,8.173688560688092,30.893062070625216,-0.0081469045544897,0.0,10
760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,760,00-0031209,2017,Senorise Perry,mia,2,RB,REG,8,30.0,0,0.0,0.0,2.0,-0.9303680042503402,0,1,1,3.0,0,0.0,0.0,3.0,0.0,0.0,-0.2806168395327404,0,1.0,0.0232558139534883,0.0111111111111111,0.0426614987080103,0.0,3.3000000000000003,2,0.0131578947368421,0.0046439628482972,0.0,0.0234520123839009,0.0059288537549407,0.0,0.0,0.0,0.0029644268774703,0.0047430830039525,0.0394736842105263,0.0243432971014492,25.0,ACT,3.75,15.0,4.0,3.0,0.5,3.0,100.0,9,3.6666666666666665,0,6.951084180146235,25.539611759887507,0.0216743522714745,0.1502395716169935,7
761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761,00-0031209,2019,Senorise Perry,buf,1,RB,REG,3,3.0,0,0.0,0.0,0.0,-2.1801353016053326,0,1,1,1.0,0,0.0,0.0,-1.0,2.0,0.0,-0.8389625994043537,0,-1.0,0.0256410256410256,-0.0032679738562091,0.036173956762192,0.0,0.4,1,0.025,-0.0032679738562091,0.0168067226890756,0.0348856209150326,0.0042194092827004,,0.0,0.0,,,0.025,0.0252343186733958,27.0,ACT,1.0,3.0,3.0,1.0,1.0,1.0,100.0,4,1.0,0,10.550429391767134,25.965015787584665,0.0080411941119803,0.0154095852849568,5
762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,00-0031209,2020,Senorise Perry,oti,1,RB,REG,2,9.0,0,0.0,0.0,1.0,0.3645080728456378,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086738627602158,28.0,INA,4.5,9.0,2.0,,0.0,,,2,4.5,0,17.856811335948642,39.18907473207038,0.0,0.0597439784474118,4
763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,763,00-0031243,2014,Storm Johnson,jax,5,RB,REG,29,86.0,2,0.0,0.0,5.0,-5.710834587429417,0,1,1,-4.0,0,0.0,0.0,-4.0,0.0,0.0,-1.2258597182808444,0,1.0,0.0222222222222222,-0.0123839009287925,0.0246646026831785,0.0,20.2,5,0.0056179775280898,-0.0029542097488921,0.0,0.006063598493021,-0.0038498556304138,0.0,0.0,0.0,-0.0019249278152069,-0.003079884504331,-0.0224719101123595,0.0597755596909716,22.0,ACT,2.9655172413793105,17.2,5.8,-4.0,0.2,-4.0,100.0,30,2.7333333333333334,2,7.284698387587149,20.336503061325544,-0.027106301981107,0.3836399640737874,10
764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,00-0031277,2014,Branden Oliver,sdg,14,RB,REG,160,582.0,3,0.0,0.0,30.0,-23.269648468838795,0,36,45,271.0,1,0.0,0.0,-42.0,337.0,11.0,4.51329685373935,0,98.81051587301587,1.2535790918398406,-0.1845775059443561,1.7511643835987118,0.0,109.3,14,0.0898203592814371,-0.0097222222222222,0.2005952380952381,0.1269527611443779,0.0718071012188659,0.037037037037037,0.0585106382978723,0.055813953488372,0.0544220691279514,0.0648530883825001,0.5409181636726547,0.1172947140689076,23.0,ACT,3.6375,41.57142857142857,11.428571428571429,7.527777777777778,2.571428571428572,6.022222222222222,80.0,196,4.3520408163265305,4,8.264479617831388,35.00379478658414,2.314794628395388,3.5186006858653016,10
765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,765,00-0031277,2015,Branden Oliver,sdg,6,RB,REG,31,108.0,0,0.0,0.0,8.0,-1.7090794487157837,0,13,15,112.0,0,0.0,0.0,-21.0,135.0,5.0,3.2379443005193025,0,-22.73333333333333,0.2937569882691834,-0.0650070121216188,0.3951305739186419,0.0,22.0,6,0.0559701492537313,-0.0113882863340564,0.121841155234657,0.0748445948133519,0.0535117056856187,0.0,0.05,0.043859649122807,0.0267558528428093,0.0428093645484949,0.417910447761194,0.0516361275854946,24.0,RES,3.4838709677419355,18.0,5.166666666666667,8.615384615384615,2.1666666666666665,7.466666666666667,86.66666666666667,44,5.0,0,7.162052534676359,33.74751195437902,0.8232893354150403,0.5695888613733776,9
766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,766,00-0031277,2017,Branden Oliver,sdg,8,RB,REG,35,83.0,0,0.0,0.0,6.0,-7.980848605278879,0,6,11,26.0,0,0.0,0.0,-5.0,31.0,2.0,-8.572514486440923,0,0.3,0.2923727923727924,-0.0223040285206205,0.4229463685947542,0.0,10.9,8,0.0375426621160409,-0.0019638648860958,0.0289719626168224,0.0547429012651847,0.0116959064327485,0.0,0.0188679245283018,0.0169491525423728,0.0058479532163742,0.0093567251461988,0.0887372013651877,0.0240699595510738,26.0,ACT,2.3714285714285714,10.375,4.375,4.333333333333333,0.75,2.363636363636364,54.54545454545454,41,2.658536585365854,0,9.020766027101022,35.73994080171579,0.2097130356227963,0.4694191725701472,7
767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,767,00-0031285,2014,Devonta Freeman,atl,16,RB,REG,65,248.0,1,1.0,1.0,9.0,-25.72255628135852,0,30,37,225.0,1,0.0,0.0,76.0,170.0,8.0,0.5852141277573537,0,14.806209150326795,0.9282121781053728,0.2133327470916485,1.541651190122213,0.0,57.3,16,0.0585443037974683,0.0155228758169934,0.0809909480705097,0.1002347563497973,0.0472887767969735,0.0357142857142857,0.0343347639484978,0.0344827586206896,0.0415015312556296,0.0449738785804359,0.3560126582278481,0.0565443805378517,22.0,ACT,3.815384615384616,15.5,4.0625,7.5,1.875,6.081081081081081,81.08108108108108,95,4.978947368421053,2,9.010469872914376,38.62968009606769,1.909000224382875,1.4917199789604574,10
768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,00-0031285,2015,Devonta Freeman,atl,15,RB,REG,265,1056.0,11,2.0,1.0,68.0,-11.550198947728582,0,73,97,578.0,3,1.0,1.0,293.0,437.0,21.0,9.657845577278929,0,41.72576563692405,2.499811575254322,1.0975956112145175,4.518034290731646,0.0,243.4,15,0.1644067796610169,0.0652997548473367,0.2410369553226696,0.2988499733693948,0.1322049405306496,0.15,0.0972222222222222,0.1016949152542373,0.1411024702653248,0.1357639524245197,0.9796610169491524,0.2290960697425203,23.0,ACT,3.98490566037736,70.4,17.666666666666668,7.917808219178082,4.866666666666666,5.958762886597938,75.25773195876289,338,4.834319526627219,14,8.702838176522386,33.9235361130098,4.477689854605998,5.722414143466774,9
769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,00-0031285,2016,Devonta Freeman,atl,16,RB,REG,227,1079.0,11,1.0,1.0,61.0,4.889815129386044,0,54,65,462.0,2,0.0,0.0,74.0,416.0,22.0,5.178180256735207,0,15.983009119326256,1.967724331826629,0.2128091987976,3.1005529368982647,0.0,230.1,16,0.1210428305400372,0.0159585939184817,0.1835024261138068,0.1943311209448412,0.0931451612903225,0.0526315789473684,0.0920502092050209,0.0866425992779783,0.0728883701188455,0.0850424448217317,0.8603351955307262,0.162789365115746,24.0,ACT,4.753303964757709,67.4375,14.1875,8.555555555555555,3.375,7.107692307692307,83.07692307692308,281,5.483985765124555,13,14.179838264244628,50.403447965152445,4.928337134370461,7.935708240207445,8
770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,00-0031285,2017,Devonta Freeman,atl,14,RB,REG,196,865.0,7,4.0,1.0,49.0,-11.79781300862239,0,36,47,317.0,1,0.0,0.0,91.0,244.0,18.0,11.093360864337486,0,15.25394171046345,1.378794368246701,0.2825285016930906,2.2659615035552148,0.0,164.20000000000002,14,0.1006423982869379,0.0216512015227218,0.1441228588304784,0.1682845586485843,0.0884733463578007,0.0588235294117647,0.1046511627906976,0.1005291005291005,0.0736484378847827,0.0825433829685935,0.6788008565310493,0.1738420659592573,25.0,ACT,4.413265306122449,61.785714285714285,14.0,8.805555555555555,2.571428571428572,6.74468085106383,76.59574468085107,232,5.094827586206897,8,11.816760455734984,37.73194501980256,2.9977510203702784,5.534108172285198,7
771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,00-0031285,2018,Devonta Freeman,atl,2,RB,REG,14,68.0,0,0.0,0.0,2.0,-4.215467560687102,0,5,7,23.0,0,0.0,0.0,1.0,20.0,0.0,-4.398251214588527,0,-1.2999999999999998,0.1726495726495726,0.0028242030331166,0.2609513010975406,0.0,9.1,2,0.0795454545454545,0.0013531799729364,0.078125,0.1204007257965309,0.0413669064748201,0.0,0.0,0.0,0.02068345323741,0.0330935251798561,0.2613636363636363,0.0873389494549058,26.0,RES,4.857142857142857,34.0,7.0,4.6,2.5,3.2857142857142856,71.42857142857143,19,4.789473684210527,0,9.811409283191969,41.07019749101282,0.2030119368779916,0.4241422957768938,6
772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,772,00-0031285,2019,Devonta Freeman,atl,14,RB,REG,184,656.0,2,2.0,1.0,31.0,-41.300076512474334,0,59,70,410.0,4,1.0,1.0,79.0,344.0,17.0,-5.165709674709864,0,12.31922053042743,1.6924001072797286,0.229529706960943,2.6992709557922527,0.0,138.6,14,0.117252931323283,0.0167657045840407,0.1997677119628339,0.1892919606521572,0.0929916080743932,0.1481481481481481,0.074235807860262,0.08203125,0.1205698781112707,0.1040229160891442,0.6867671691792295,0.1371022577466938,27.0,ACT,3.565217391304348,46.85714285714285,13.142857142857142,6.9491525423728815,4.214285714285714,5.857142857142857,84.28571428571429,243,4.386831275720165,6,7.906975738437613,38.07359077532534,3.311449346178063,3.81115068656508,5
773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,773,00-0031285,2020,Devonta Freeman,nyg,5,RB,REG,54,172.0,1,0.0,0.0,9.0,-9.084253785666078,0,7,10,58.0,0,0.0,0.0,-14.0,70.0,3.0,1.2837847552727908,0,-19.875,0.3613847837985768,-0.0830201551925031,0.4839630670631131,0.0,29.000000000000004,5,0.0666666666666666,-0.0137524557956778,0.173697270471464,0.0889980353634577,0.0651685393258427,0.0,0.0652173913043478,0.0612244897959183,0.0325842696629213,0.0521348314606741,0.3866666666666666,0.1165425704111363,28.0,DEV,3.185185185185185,34.4,10.8,8.285714285714286,1.4,5.8,70.0,61,3.7704918032786887,1,8.657024736284116,22.808081901796378,0.4371674654012524,0.8421992390502647,4
774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,00-0031285,2021,Devonta Freeman,rav,16,RB,REG,133,576.0,5,0.0,0.0,31.0,-2.9614123813637194,0,34,42,190.0,1,0.0,0.0,41.0,178.0,9.0,1.1618387021007948,0,-22.563509039979632,1.12681049011107,0.1140562270616021,1.7700550941097266,0.0,112.6,16,0.072289156626506,0.0081918081918081,0.1108343711083437,0.1149871814932055,0.0471230158730158,0.05,0.0454545454545454,0.0458715596330275,0.0485615079365079,0.0476984126984127,0.3270223752151463,0.1026265681003584,29.0,ACT,4.330827067669173,36.0,8.3125,5.588235294117647,2.125,4.523809523809524,80.95238095238095,167,4.586826347305389,6,11.953540674550766,29.801458217412574,1.4295069581692474,2.777426151085616,3
775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,775,00-0031301,2014,Jeremy Hill,cin,16,RB,REG,222,1124.0,9,4.0,2.0,61.0,3.771806831874645,0,27,32,215.0,0,1.0,0.0,-12.0,221.0,7.0,2.523220147751258,0,14.750000000000002,1.04176044787531,-0.0710041096872796,1.5129377950318692,0.0,183.9,16,0.0636182902584493,-0.0030872137895549,0.1219646799116997,0.09295766435603,0.0605463249788791,0.0,0.0426829268292682,0.0380434782608695,0.0302731624894395,0.0484370599831033,0.4274353876739563,0.1618771299622363,21.0,ACT,5.063063063063063,70.25,13.875,7.962962962962963,1.6875,6.71875,84.375,249,5.377510040160643,9,12.535630978095138,31.183471501318703,1.9597913980659225,6.562668476655303,10
776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,776,00-0031301,2015,Jeremy Hill,cin,16,RB,REG,223,794.0,11,3.0,3.0,45.0,-26.72256357997576,1,15,19,79.0,1,0.0,0.0,-3.0,87.0,5.0,2.1583629910601303,0,-33.666666666666664,0.6319114465266096,-0.0178681524537898,0.9353594630722616,0.0,155.3,16,0.0376237623762376,-0.0006768953068592,0.0482529118136439,0.055894127318869,0.0192495126705653,0.032258064516129,0.0261780104712041,0.027027027027027,0.0257537885933471,0.021851223039678,0.1564356435643564,0.1154529307282415,22.0,ACT,3.5605381165919283,49.625,13.9375,5.266666666666667,0.9375,4.157894736842105,78.94736842105263,238,3.668067226890756,12,12.55290768665192,40.2879234106918,0.8113040911151294,5.521888478228047,9
777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,777,00-0031301,2016,Jeremy Hill,cin,15,RB,REG,222,839.0,9,0.0,0.0,42.0,-7.632344080489183,0,21,27,174.0,0,0.0,0.0,-2.0,164.0,6.0,3.751627274032217,0,9.26388888888889,0.7509256020553391,-0.0055490236978537,1.1225040864945113,0.0,155.3,15,0.0504672897196261,-0.0004705882352941,0.0975609756097561,0.0753244639912039,0.0437185929648241,0.0,0.031413612565445,0.0288461538461538,0.021859296482412,0.0349748743718593,0.3252336448598131,0.1361600247142416,23.0,ACT,3.779279279279279,55.93333333333333,14.8,8.285714285714286,1.4,6.444444444444445,77.77777777777779,243,4.168724279835391,9,9.773296006331476,32.03552229493429,1.4140489293045575,4.635271537203001,8
778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,778,00-0031301,2017,Jeremy Hill,cin,7,RB,REG,37,116.0,0,1.0,0.0,5.0,-4.517126480815932,0,4,4,16.0,0,0.0,0.0,-14.0,30.0,1.0,-0.1300869093975052,0,-1.933333333333333,0.1385356949316905,-0.0742620678408349,0.1558200949089512,0.0,13.2,7,0.018348623853211,-0.0079545454545454,0.0362756952841596,0.0211592994161801,0.0099812850904553,0.0,0.0136986301369863,0.0119047619047619,0.0049906425452276,0.0079850280723643,0.073394495412844,0.0339571981363026,24.0,RES,3.135135135135135,16.571428571428573,5.285714285714286,4.0,0.5714285714285714,4.0,100.0,41,3.2195121951219514,0,8.055726557653095,26.978309786796817,0.1382616773186255,0.6840880532121223,7
779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,00-0031301,2018,Jeremy Hill,nwe,1,RB,REG,4,25.0,0,0.0,0.0,1.0,0.0145988530130125,0,1,1,6.0,0,0.0,0.0,1.0,5.0,0.0,0.2789809231180697,0,6.0,0.0256410256410256,0.003125,0.0406490384615384,0.0,3.1,1,0.0256410256410256,0.003125,0.053763440860215,0.0409615384615384,0.0216606498194945,0.0,0.0,0.0,0.0108303249097472,0.0173285198555956,0.1538461538461538,0.0398135560302971,25.0,RES,6.25,25.0,4.0,6.0,1.0,6.0,100.0,5,6.2,0,11.885616040427312,36.917374804460856,0.0520207254172769,0.1458715763429959,6
780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,00-0031332,2014,Fitzgerald Toussaint,rav,2,RB,REG,6,12.0,0,0.0,0.0,1.0,-0.689712881547166,0,3,6,27.0,0,0.0,0.0,0.0,31.0,1.0,-1.655734309955733,0,-4.333333333333334,0.1319444444444444,0.0017667448147441,0.1991533880369876,0.0,3.9,2,0.0697674418604651,0.0,0.1390134529147982,0.1046511627906976,0.0532544378698224,0.0,0.04,0.0344827586206896,0.0266272189349112,0.0426035502958579,0.313953488372093,0.0420270434888536,24.0,ACT,2.0,6.0,3.0,9.0,1.5,4.5,50.0,9,4.333333333333333,0,13.015096419833304,37.20548943491161,0.2630395953764372,0.0773556993749379,10
781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,781,00-0031332,2015,Fitzgerald Toussaint,pit,3,RB,REG,18,42.0,0,0.0,0.0,0.0,-5.989715615694877,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.200000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195324806250393,25.0,ACT,2.333333333333333,14.0,6.0,,0.0,,,18,2.333333333333333,0,10.086033835183445,38.60352863785358,0.0,0.2457154414603855,9
782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,782,00-0031332,2016,Fitzgerald Toussaint,pit,5,RB,REG,14,58.0,0,0.0,0.0,2.0,-2.781878534005955,0,3,3,33.0,0,0.0,0.0,-6.0,39.0,2.0,2.8485996266826987,0,-10.5,0.081081081081081,-0.0144504451904831,0.1115063099882834,0.0,9.1,5,0.0184049079754601,-0.0035608308605341,0.0772277227722772,0.0247586972747628,0.0258418167580266,0.0,0.0344827586206896,0.0285714285714285,0.0129209083790133,0.0206734534064213,0.2024539877300613,0.02417196052579,26.0,ACT,4.142857142857143,11.6,2.8,11.0,0.6,11.0,100.0,17,5.352941176470588,0,10.758660931044629,37.3960050787159,0.2936859037595489,0.3545467806821525,8
783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,783,00-0031332,2017,Fitzgerald Toussaint,pit,2,RB,REG,6,25.0,0,0.0,0.0,1.0,0.774139144748915,0,2,3,9.0,0,0.0,0.0,-9.0,12.0,1.0,-0.759831691510044,0,-1.0,0.1111111111111111,-0.0420560747663551,0.137227414330218,0.0,3.4000000000000004,2,0.0526315789473684,-0.019438444924406,0.0508474576271186,0.0633966124815277,0.0173076923076923,0.0,0.0434782608695652,0.0384615384615384,0.0086538461538461,0.0138461538461538,0.1578947368421052,0.028051948051948,27.0,ACT,4.166666666666667,12.5,3.0,4.5,1.0,3.0,66.66666666666666,8,4.25,0,11.144343853083182,42.06496006241435,0.0864348494433171,0.1671317314499577,7
784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,784,00-0031375,2014,Terrance West,cle,14,RB,REG,171,673.0,4,1.0,1.0,30.0,-13.581198580970522,0,11,13,64.0,1,0.0,0.0,23.0,53.0,3.0,-0.2737492013256997,0,3.1825396825396823,0.414072217608803,0.0894964514341171,0.6837558424170864,0.0,101.7,14,0.0280172413793103,0.0050482879719051,0.0379928315412186,0.0460644924464896,0.0194233687405159,0.1,0.0178571428571428,0.0224719101123595,0.0597116843702579,0.0355386949924127,0.1379310344827586,0.11137464176302,23.0,ACT,3.935672514619883,48.07142857142857,12.214285714285714,5.818181818181818,0.7857142857142857,4.923076923076923,84.61538461538461,182,4.049450549450549,5,8.46610139932828,25.39930634066942,0.4691358169705174,3.297272130641165,10
785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,785,00-0031375,2015,Terrance West,rav,8,RB,REG,62,231.0,0,2.0,2.0,10.0,-17.931559230407096,0,4,5,21.0,0,0.0,0.0,0.0,18.0,0.0,0.0117495879530906,0,-13.5,0.103220611916264,-0.0008053488892008,0.1542671736519555,0.0,21.200000000000003,8,0.0159235668789808,0.0,0.0210526315789473,0.0238853503184713,0.0098730606488011,0.0,0.0,0.0,0.0049365303244005,0.0078984485190409,0.0668789808917197,0.0363279898512282,24.0,ACT,3.725806451612903,28.875,7.75,5.25,0.5,4.2,80.0,66,3.8181818181818175,0,7.341061103152053,30.10516419078211,0.1480235186154119,1.147351227894536,9
786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,00-0031375,2015,Terrance West,rav,8,RB,REG,62,231.0,0,2.0,2.0,10.0,-17.931559230407096,0,4,5,21.0,0,0.0,0.0,0.0,18.0,0.0,0.0117495879530906,0,-13.5,0.103220611916264,-0.0008053488892008,0.1542671736519555,0.0,21.200000000000003,8,0.0159235668789808,0.0,0.0210526315789473,0.0238853503184713,0.0098730606488011,0.0,0.0,0.0,0.0049365303244005,0.0078984485190409,0.0668789808917197,0.0363279898512282,24.0,ACT,3.725806451612903,28.875,7.75,5.25,0.5,4.2,80.0,66,3.8181818181818175,0,7.341061103152053,30.10516419078211,0.1480235186154119,1.147351227894536,9
787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,787,00-0031375,2016,Terrance West,rav,16,RB,REG,193,774.0,5,2.0,0.0,35.0,-22.69855926922857,0,34,45,236.0,1,0.0,0.0,40.0,234.0,11.0,2.8118156312266365,0,25.883333333333333,1.118928178169872,0.1434113049678249,1.7787801807322854,0.0,137.0,16,0.0662739322533137,0.0079333597778659,0.1119617224880382,0.1057575862022632,0.0543403177527055,0.05,0.0536585365853658,0.0533333333333333,0.0521701588763527,0.0534722542021644,0.3475699558173785,0.1191371958866315,25.0,ACT,4.010362694300518,48.375,12.0625,6.941176470588236,2.125,5.2444444444444445,75.55555555555556,227,4.4493392070484585,6,7.543414301954022,30.11583827075364,1.7334970321702097,3.990842563029674,8
788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,788,00-0031375,2017,Terrance West,rav,5,RB,REG,39,138.0,2,1.0,1.0,11.0,-8.062148415745469,0,2,4,23.0,0,0.0,0.0,6.0,21.0,2.0,-2.8816316418815404,0,11.5,0.1564666270548623,0.0556965083967621,0.273687496460027,0.0,26.1,5,0.0261437908496732,0.0060544904137235,0.0538461538461538,0.0440592786054886,0.0267753201396973,0.0,0.0425531914893617,0.0384615384615384,0.0133876600698486,0.0214202561117578,0.1503267973856209,0.0827785306074353,26.0,ACT,3.5384615384615383,27.6,7.8,11.5,0.4,5.75,50.0,41,3.926829268292683,2,12.67057551378318,32.13662842706523,0.2439414039018153,0.9421009810894824,7
789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,789,00-0031376,2014,Jerick McKinnon,min,11,RB,REG,113,538.0,0,0.0,0.0,21.0,-4.772233901971621,0,27,41,135.0,0,0.0,0.0,-11.0,174.0,7.0,-14.086125229381194,0,2.122222222222223,1.2326063521185473,-0.0809415461537005,1.7922504458702304,0.0,67.30000000000001,11,0.1087533156498673,-0.0036041939711664,0.1478334749362786,0.1602466182978679,0.0577910958904109,0.0,0.0598290598290598,0.0555555555555555,0.0288955479452054,0.0462328767123287,0.3580901856763925,0.117545871559633,22.0,RES,4.761061946902655,48.90909090909091,10.272727272727272,5.0,2.4545454545454546,3.292682926829268,65.85365853658537,140,4.807142857142857,0,10.35515474162886,28.399215391835373,1.1818415776503624,3.088178077048961,10
790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,790,00-0031376,2015,Jerick McKinnon,min,16,RB,REG,52,271.0,2,0.0,0.0,12.0,6.796351269818842,0,21,29,173.0,1,0.0,0.0,29.0,177.0,9.0,1.9949809980954785,0,-45.59583333333333,1.1858706730338608,0.2092615872764518,1.925289120644308,0.0,62.400000000000006,16,0.0638766519823788,0.0088603727467155,0.0978982300884955,0.1029032761709407,0.0532963647566235,0.0714285714285714,0.0588235294117647,0.059880239520958,0.0623624680925974,0.0569228060910131,0.381057268722467,0.0691806161554158,23.0,ACT,5.211538461538462,16.9375,3.25,8.238095238095237,1.3125,5.965517241379311,72.41379310344827,73,6.082191780821918,3,14.408720759135743,31.017388535472755,1.8326530794524545,1.766062110233282,9
791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,791,00-0031376,2016,Jerick McKinnon,min,15,RB,REG,159,539.0,2,0.0,0.0,21.0,-32.15974708296968,1,43,53,255.0,2,0.0,0.0,6.0,271.0,16.0,-4.131712752127049,0,34.570238095238096,1.4039331659409175,0.0007194570237762,2.1064033688280195,0.0,105.4,15,0.0961887477313974,0.0016727069974909,0.1400516795865633,0.1456212871950889,0.0655358519660755,0.1052631578947368,0.0816326530612244,0.0837209302325581,0.0853995049304062,0.0734813131518078,0.4627949183303085,0.1149906240798425,24.0,ACT,3.389937106918239,35.93333333333333,10.6,5.930232558139535,2.8666666666666667,4.811320754716981,81.13207547169812,202,3.93069306930693,4,6.735511684928097,30.08372212169048,1.9998303287359416,3.012813940395224,8
792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,792,00-0031376,2017,Jerick McKinnon,min,16,RB,REG,150,570.0,3,2.0,2.0,23.0,-37.30525584724016,1,51,68,421.0,2,0.0,0.0,15.0,450.0,20.0,-3.7719286901569262,0,-8.119841269841269,2.06873505371014,0.1485625871346539,3.2070963915594675,0.0,127.1,16,0.1290322580645161,0.0037443834248627,0.2273875694795351,0.1965438938366643,0.1071519470603206,0.08,0.1020408163265306,0.0995475113122171,0.0935759735301603,0.1017215576482565,0.7988614800759013,0.1253554435654157,25.0,ACT,3.8,35.625,9.375,8.254901960784315,3.1875,6.191176470588236,75.0,201,4.930348258706467,5,12.612604124402162,36.46618068910952,4.090664020814044,3.673574016816164,7
