,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,player_id,season,player_display_name,team,GP,position,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd,rb,wrte,receiving_AV,rushing_AV,YearsBack
379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,379,00-0029104,2015,Jonas Gray,jax,7,RB,REG,45,176.0,0,0.0,0.0,11.0,-5.287302700831788,0,7,8,76.0,0,0.0,0.0,18.0,59.0,2.0,0.5071960797649808,0,27.17948717948718,0.2320118283881315,0.0655782111553167,0.393922490390919,0.0,25.200000000000003,7,0.0316205533596837,0.0085918854415274,0.0592369477911646,0.0543043383927476,0.0386965376782077,0.0,0.0227272727272727,0.0196078431372549,0.0193482688391038,0.0309572301425661,0.300395256916996,0.0500730880477715,25.0,ACT,3.911111111111111,25.142857142857142,6.428571428571429,10.857142857142858,1.0,9.5,87.5,52,4.846153846153846,0,8.606452014988744,34.214229461477494,0.6329799024031864,1.0283337098696663,9
380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,380,00-0029104,2015,Jonas Gray,jax,7,RB,REG,45,176.0,0,0.0,0.0,11.0,-5.287302700831788,0,7,8,76.0,0,0.0,0.0,18.0,59.0,2.0,0.5071960797649808,0,27.17948717948718,0.2320118283881315,0.0655782111553167,0.393922490390919,0.0,25.200000000000003,7,0.0316205533596837,0.0085918854415274,0.0592369477911646,0.0543043383927476,0.0386965376782077,0.0,0.0227272727272727,0.0196078431372549,0.0193482688391038,0.0309572301425661,0.300395256916996,0.0500730880477715,25.0,ACT,3.911111111111111,25.142857142857142,6.428571428571429,10.857142857142858,1.0,9.5,87.5,52,4.846153846153846,0,8.606452014988744,34.214229461477494,0.6329799024031864,1.0283337098696663,9
381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381,00-0029140,2013,Chris Rainey,clt,1,RB,REG,0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.4315722937462851,0,0.0,0.0217391304347826,0.0,0.0326086956521739,0.0,0.0,1,0.0217391304347826,0.0,0.0,0.0326086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,RES,,0.0,0.0,,0.0,0.0,0.0,0,,0,11.22889973391381,35.531476298275884,0.0,0.0,11
382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,382,00-0029141,2013,Alfred Morris,was,16,RB,REG,276,1275.0,7,5.0,4.0,57.0,-16.845832962542772,0,9,12,78.0,0,0.0,0.0,11.0,79.0,2.0,1.8399695752304976,0,-8.704761904761906,0.3038644907723855,0.0418866329072093,0.4851173791936248,0.0,169.3,16,0.0196399345335515,0.0021186440677966,0.0428648941942485,0.0311548170545646,0.0192260290855311,0.0,0.0101010101010101,0.0091743119266055,0.0096130145427655,0.0153808232684249,0.1276595744680851,0.1307779195822148,24.0,ACT,4.619565217391305,79.6875,17.25,8.666666666666666,0.5625,6.5,75.0,285,4.747368421052632,7,9.878284986168143,26.293978639713675,0.5467689506525371,5.820154046841211,11
383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,383,00-0029141,2014,Alfred Morris,was,16,RB,REG,265,1074.0,8,2.0,0.0,48.0,-23.72142709289514,0,17,26,155.0,0,0.0,0.0,18.0,154.0,8.0,2.616151541944408,0,28.47777777777777,0.7470601447986752,0.1383373415473722,1.2174263562811731,0.0,170.9,16,0.0475319926873857,0.0042623727208145,0.060558395595753,0.0747078872077302,0.0347455727415377,0.0,0.043010752688172,0.0392156862745098,0.0173727863707688,0.0277964581932302,0.283363802559415,0.1371893344236441,25.0,ACT,4.052830188679246,67.125,16.5625,9.117647058823527,1.0625,5.961538461538462,65.38461538461539,282,4.358156028368795,8,8.226890346095644,28.654788487189435,1.097477691009232,5.225121367064886,10
384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,384,00-0029141,2015,Alfred Morris,was,16,RB,REG,202,751.0,1,0.0,0.0,32.0,-29.678535371174803,0,10,13,55.0,0,0.0,0.0,14.0,38.0,2.0,-0.3201334103359841,0,9.65,0.3954986916772959,0.0705204485361879,0.6426123514912754,0.0,86.60000000000001,16,0.0234234234234234,0.0031397174254317,0.0194274028629856,0.0376469090754805,0.0128085700978108,0.0,0.0096153846153846,0.0084033613445378,0.0064042850489054,0.0102468560782487,0.0990990990990991,0.0650172302390695,26.0,ACT,3.717821782178218,46.9375,12.625,5.5,0.625,4.230769230769231,76.92307692307693,212,3.80188679245283,1,9.50812566904362,35.74066684680496,0.4800333764528139,4.559771633110957,9
385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,385,00-0029141,2016,Alfred Morris,dal,13,RB,REG,69,243.0,2,0.0,0.0,15.0,-3.122069289447801,0,3,6,11.0,0,0.0,0.0,-13.0,11.0,0.0,-8.241801316107667,0,1.7857142857142858,0.2092677187153931,-0.1119871645879828,0.2355105628615017,0.0,37.400000000000006,13,0.0154241645244215,-0.0041814088131231,0.0077958894401133,0.0197911197361338,0.0035110118097669,0.0,0.0,0.0,0.0017555059048834,0.0028088094478135,0.0282776349614395,0.0339347512011558,27.0,ACT,3.5217391304347827,18.692307692307693,5.307692307692308,3.6666666666666665,0.2307692307692307,1.8333333333333333,50.0,72,3.5277777777777777,2,16.43370474137631,39.2861254871398,0.1190160783141112,1.6666904224350765,8
386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386,00-0029141,2017,Alfred Morris,dal,13,RB,REG,115,547.0,1,0.0,0.0,25.0,1.092400204355938,0,7,9,45.0,0,0.0,0.0,1.0,44.0,1.0,0.7700497524347156,0,-5.194444444444445,0.3243434343434344,0.0073233489308467,0.4916414957667442,0.0,65.2,13,0.0230179028132992,0.0003129890453834,0.0358598207008964,0.0347772454562555,0.0165198237885462,0.0,0.0075187969924812,0.0066225165562913,0.0082599118942731,0.013215859030837,0.1150895140664961,0.0675486031847014,28.0,ACT,4.756521739130434,42.07692307692308,8.846153846153847,6.428571428571429,0.5384615384615384,5.0,77.77777777777779,122,4.852459016393443,1,14.961971087043954,34.50203579812816,0.4942985071365066,3.7715199007433378,7
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,00-0029141,2018,Alfred Morris,sfo,11,RB,REG,111,428.0,2,2.0,1.0,24.0,-17.318682814168127,0,8,13,73.0,0,0.0,0.0,-4.0,67.0,5.0,-2.306180398503784,0,10.833333333333332,0.3645689033189033,-0.0128170897389727,0.5378813921610741,0.0,60.1,11,0.0359116022099447,-0.0015637216575449,0.0415890751086281,0.0526164259888811,0.0256050508593475,0.0,0.0359712230215827,0.0314465408805031,0.0128025254296737,0.020484040687478,0.2016574585635359,0.0708312531203195,29.0,ACT,3.855855855855856,38.90909090909091,10.090909090909092,9.125,0.7272727272727273,5.615384615384615,61.53846153846154,119,4.2100840336134455,2,9.922553805547668,30.11355646334026,0.5684741716637804,2.232835451511252,6
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,00-0029141,2019,Alfred Morris,crd,1,RB,REG,1,4.0,0,0.0,0.0,1.0,0.8743709828704596,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041649312786339,30.0,CUT,4.0,4.0,1.0,,0.0,,,1,4.0,0,12.24103315767836,32.79446598217356,0.0,0.0246050917742278,5
389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389,00-0029141,2020,Alfred Morris,nyg,9,RB,REG,55,238.0,1,0.0,0.0,13.0,0.130087487574201,0,3,4,19.0,1,0.0,0.0,4.0,17.0,2.0,2.248290986521169,0,7.0,0.1401478196600147,0.0077530842006196,0.2156488884304559,0.0,37.7,9,0.0139860139860139,0.0016083634901487,0.025563909774436,0.02226571177114,0.0098650051921079,0.1428571428571428,0.0198019801980198,0.0277777777777777,0.0763610740246254,0.0364634327251149,0.0664335664335664,0.0609518674933357,31.0,ACT,4.327272727272727,26.444444444444443,6.111111111111111,6.333333333333333,0.3333333333333333,4.75,75.0,58,4.431034482758621,2,8.657024736284116,22.808081901796378,0.1432100317693758,1.1653687144997849,4
390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,00-0029205,2013,Travaris Cadet,nor,2,RB,REG,0,0.0,0,0.0,0.0,0.0,0.0,0,2,2,5.0,1,0.0,0.0,-1.0,6.0,1.0,1.8133563649607825,0,0.8333333333333334,0.058080808080808,-0.0069288155372176,0.0822710412451597,0.0,6.5,2,0.0289855072463768,-0.0015748031496062,0.0216606498194945,0.0422184183498801,0.0097276264591439,0.25,0.037037037037037,0.064516129032258,0.129863813229572,0.0577821011673151,0.072463768115942,0.0473907225691347,24.0,ACT,,0.0,0.0,2.5,1.0,2.5,100.0,2,2.5,1,9.437816045639485,43.97823653848166,0.0447115052241578,0.0,11
391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,391,00-0029205,2014,Travaris Cadet,nor,13,RB,REG,10,32.0,0,1.0,1.0,1.0,-5.403895000985358,0,38,51,296.0,1,1.0,1.0,64.0,244.0,15.0,2.17727624071168,0,2.5552173913043488,1.2596829300960728,0.1894194680028035,2.022118022746072,0.0,34.800000000000004,13,0.0951492537313432,0.0154291224686595,0.1366946778711484,0.1550671785719425,0.0735038490191209,0.037037037037037,0.0738916256157635,0.0695652173913043,0.0552704430280789,0.0662104866227041,0.5522388059701493,0.0525184319496746,25.0,ACT,3.2,2.4615384615384617,0.7692307692307693,7.7894736842105265,2.923076923076923,5.803921568627451,74.50980392156863,48,6.833333333333333,1,11.22430333864992,42.26881356078544,2.6262738904266354,0.1975674955097895,10
392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,392,00-0029205,2015,Travaris Cadet,nor,6,RB,REG,11,28.0,0,1.0,1.0,0.0,-7.702322806522716,0,17,22,214.0,1,0.0,0.0,95.0,153.0,9.0,12.962036128446924,0,0.0068594734890625,0.5532697505490174,0.2634510942317383,1.0143203917857428,0.0,28.200000000000003,6,0.0887096774193548,0.0475,0.1802120141342756,0.1710645161290322,0.1134676564156945,0.1,0.1125,0.1111111111111111,0.1067338282078473,0.1107741251325556,0.8629032258064516,0.074891473638864,26.0,ACT,2.5454545454545454,4.666666666666667,1.8333333333333333,12.588235294117649,2.833333333333333,9.727272727272728,77.27272727272727,28,8.642857142857142,1,8.704691313386965,40.50319245971419,1.7440006411225026,0.1634683814720556,9
393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,393,00-0029205,2015,Travaris Cadet,nor,6,RB,REG,11,28.0,0,1.0,1.0,0.0,-7.702322806522716,0,17,22,214.0,1,0.0,0.0,95.0,153.0,9.0,12.962036128446924,0,0.0068594734890625,0.5532697505490174,0.2634510942317383,1.0143203917857428,0.0,28.200000000000003,6,0.0887096774193548,0.0475,0.1802120141342756,0.1710645161290322,0.1134676564156945,0.1,0.1125,0.1111111111111111,0.1067338282078473,0.1107741251325556,0.8629032258064516,0.074891473638864,26.0,ACT,2.5454545454545454,4.666666666666667,1.8333333333333333,12.588235294117649,2.833333333333333,9.727272727272728,77.27272727272727,28,8.642857142857142,1,8.704691313386965,40.50319245971419,1.7440006411225026,0.1634683814720556,9
394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,394,00-0029205,2015,Travaris Cadet,nor,6,RB,REG,11,28.0,0,1.0,1.0,0.0,-7.702322806522716,0,17,22,214.0,1,0.0,0.0,95.0,153.0,9.0,12.962036128446924,0,0.0068594734890625,0.5532697505490174,0.2634510942317383,1.0143203917857428,0.0,28.200000000000003,6,0.0887096774193548,0.0475,0.1802120141342756,0.1710645161290322,0.1134676564156945,0.1,0.1125,0.1111111111111111,0.1067338282078473,0.1107741251325556,0.8629032258064516,0.074891473638864,26.0,ACT,2.5454545454545454,4.666666666666667,1.8333333333333333,12.588235294117649,2.833333333333333,9.727272727272728,77.27272727272727,28,8.642857142857142,1,8.704691313386965,40.50319245971419,1.7440006411225026,0.1634683814720556,9
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,00-0029205,2016,Travaris Cadet,nor,13,RB,REG,4,19.0,0,0.0,0.0,1.0,-1.5086772225913592,0,40,54,281.0,4,0.0,0.0,191.0,196.0,18.0,5.005749618916942,0,12.586436287071114,1.2641246918457505,0.5860406786793035,2.306415512844138,0.0,54.0,13,0.096947935368043,0.0449200376293508,0.102510460251046,0.1813579331555453,0.0637766681797548,0.1379310344827586,0.0841121495327102,0.0905349794238683,0.1008538513312567,0.0786075414403556,0.5044883303411131,0.064113931820972,27.0,ACT,4.75,1.4615384615384617,0.3076923076923077,7.025,3.076923076923077,5.203703703703703,74.07407407407408,44,6.818181818181818,4,11.168686644333569,46.12207127870904,2.554257396396776,0.1218169036982421,8
396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,396,00-0029205,2017,Travaris Cadet,buf,7,RB,REG,23,96.0,0,0.0,0.0,6.0,-1.7407313485164195,0,16,19,119.0,0,0.0,0.0,69.0,86.0,3.0,0.0588554483398482,0,1.1817927170868348,0.5330499950922711,0.2363458318053417,0.965017074902146,0.0,21.500000000000004,7,0.0822510822510822,0.0325779036827195,0.1400651465798045,0.149438946322799,0.0819559228650137,0.0,0.0476190476190476,0.0434782608695652,0.0409779614325068,0.065564738292011,0.5151515151515151,0.0753950701676786,28.0,RES,4.173913043478261,13.714285714285714,3.2857142857142856,7.4375,2.2857142857142856,6.2631578947368425,84.21052631578947,39,5.512820512820513,0,11.855906750080546,26.64792316929133,1.1225142857152808,0.5642870837916373,7
397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,00-0029205,2018,Travaris Cadet,car,1,RB,REG,11,17.0,0,0.0,0.0,0.0,-7.7962866289887796,0,1,1,5.0,0,0.0,0.0,1.0,4.0,0.0,-0.7193974446737097,0,5.0,0.0333333333333333,0.0044247787610619,0.0530973451327433,0.0,2.2,1,0.0333333333333333,0.0044247787610619,0.0338983050847457,0.0535398230088495,0.0186567164179104,0.0,0.0,0.0,0.0093283582089552,0.0149253731343283,0.1666666666666666,0.0324477793551003,29.0,ACT,1.5454545454545454,17.0,11.0,5.0,1.0,5.0,100.0,12,1.8333333333333333,0,12.442866853565484,34.088477184709866,0.0444323216693298,0.099030307355156,6
398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,398,00-0029239,2013,Brandon Bolden,nwe,10,RB,REG,55,271.0,3,0.0,0.0,14.0,-3.01159701059369,0,21,29,152.0,0,0.0,0.0,13.0,159.0,6.0,-3.6027660515793194,0,-31.42222222222222,0.858449948807165,0.0142521004859705,1.2976513935509268,0.0,60.3,10,0.0792349726775956,0.0037463976945244,0.1484593837535014,0.121849577172013,0.0569288389513108,0.0,0.0441176470588235,0.0394736842105263,0.0284644194756554,0.0455430711610486,0.4153005464480874,0.085184409052808,23.0,ACT,4.927272727272728,27.1,5.5,7.238095238095238,2.1,5.241379310344827,72.41379310344827,76,5.565789473684211,3,12.60448542669046,37.40659469941728,1.3911921689041908,1.654147966408288,11
399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,399,00-0029239,2014,Brandon Bolden,nwe,9,RB,REG,28,89.0,1,0.0,0.0,4.0,-2.5656255609355867,0,2,6,8.0,0,0.0,0.0,-4.0,11.0,0.0,-4.966118532465771,0,1.2,0.1438492063492063,-0.0064228381748479,0.2112778228014159,0.0,15.7,9,0.0184049079754601,-0.0014414414414414,0.0124153498871331,0.026454208810037,0.0037330844610359,0.0,0.0,0.0,0.0018665422305179,0.0029864675688287,0.0245398773006134,0.0227121079915824,24.0,ACT,3.1785714285714284,9.88888888888889,3.111111111111111,4.0,0.2222222222222222,1.3333333333333333,33.33333333333333,30,3.2333333333333334,1,12.52252113777806,43.50703665166481,0.0844591830170634,0.6453412746162406,10
400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,00-0029239,2015,Brandon Bolden,nwe,11,RB,REG,63,207.0,0,0.0,0.0,9.0,-16.403108957141935,0,19,30,180.0,2,0.0,0.0,65.0,129.0,8.0,2.242349690175616,0,14.583682983682984,0.8112848437369585,0.204843148112115,1.3603174692839184,0.0,50.7,11,0.0696055684454756,0.0177741318020235,0.0808270676691729,0.1186276581098322,0.0570342205323193,0.0869565217391304,0.0529801324503311,0.057471264367816,0.0719953711357249,0.0630186807736816,0.4176334106728538,0.0659950385365576,25.0,ACT,3.2857142857142856,18.818181818181817,5.727272727272728,9.473684210526317,1.7272727272727273,6.0,63.33333333333333,82,4.719512195121951,2,9.665967811882336,44.17919962948374,1.7336507375860195,1.42511063893137,9
401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,00-0029239,2016,Brandon Bolden,nwe,3,RB,REG,1,4.0,0,0.0,0.0,0.0,-0.0433008261024951,0,2,4,15.0,0,0.0,0.0,33.0,13.0,1.0,-2.5582923843176104,0,0.5,0.1495726495726495,0.1342753771588504,0.3183517383701696,0.0,1.9,3,0.0465116279069767,0.0517241379310344,0.0328282828282828,0.1111467522052927,0.0217076700434153,0.0,0.0333333333333333,0.0303030303030303,0.0108538350217076,0.0173661360347322,0.1744186046511628,0.0169314925761917,26.0,ACT,4.0,1.3333333333333333,0.3333333333333333,7.5,0.6666666666666666,3.75,50.0,3,6.333333333333333,0,12.31737561067546,41.49225692964196,0.1444716466909539,0.0263191786552894,8
402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,402,00-0029239,2017,Brandon Bolden,nwe,3,RB,REG,13,67.0,0,0.0,0.0,3.0,-0.0737708813394419,0,1,4,7.0,0,0.0,0.0,-5.0,13.0,1.0,-1.0676619838923216,0,-1.4,0.1025641025641025,-0.0138504155124653,0.1441508629874281,0.0,7.4,3,0.0380952380952381,-0.0055126791620727,0.0359116022099447,0.0527327138131989,0.0096952908587257,0.0,0.0232558139534883,0.02,0.0048476454293628,0.0077562326869806,0.0666666666666666,0.0270113833687053,27.0,ACT,5.153846153846154,22.33333333333333,4.333333333333333,7.0,0.3333333333333333,1.75,25.0,14,5.285714285714286,0,14.171102638472714,48.39846542903079,0.0766838519699446,0.5026277801893445,7
403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,00-0029239,2018,Brandon Bolden,mia,5,RB,REG,8,91.0,2,1.0,1.0,4.0,1.6325832700822502,0,3,3,13.0,1,0.0,0.0,-6.0,19.0,1.0,1.6218160287244243,0,-6.5,0.1335839598997493,-0.0403912850621938,0.1721020403060883,0.0,26.4,5,0.024793388429752,-0.005893909626719,0.0455635491606714,0.0324749549432528,0.0161290322580645,0.125,0.0232558139534883,0.0392156862745098,0.0705645161290322,0.0379032258064516,0.1074380165289256,0.0895140664961636,28.0,ACT,11.375,18.2,1.6,4.333333333333333,0.6,4.333333333333333,100.0,11,9.454545454545457,3,9.640880435241574,24.88479771680209,0.1115525414891128,0.5047871804413022,6
404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,404,00-0029239,2019,Brandon Bolden,nwe,9,RB,REG,15,68.0,3,0.0,0.0,5.0,3.227606079832185,0,9,11,111.0,1,0.0,0.0,66.0,59.0,6.0,-0.1773866069270298,0,26.404761904761905,0.2700360249034383,0.2445013128042895,0.5762049563181603,0.0,41.9,9,0.0305555555555555,0.025472790428406,0.0532010820559062,0.0662115656760581,0.0457354758961681,0.0769230769230769,0.054054054054054,0.0564516129032258,0.0613292764096225,0.0519729961015498,0.3083333333333333,0.0608066134658575,29.0,ACT,4.533333333333333,7.555555555555555,1.6666666666666667,12.333333333333334,1.0,10.090909090909092,81.81818181818183,24,7.458333333333333,4,9.86098576349959,33.51973990240902,0.939331262097299,0.3937445871508938,5
405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,405,00-0029239,2021,Brandon Bolden,nwe,16,RB,REG,44,226.0,1,1.0,0.0,12.0,-2.1517142397894307,1,41,49,405.0,2,0.0,0.0,14.0,416.0,21.0,19.05911317576294,0,-9.866546044255024,1.7856346710426405,-0.1004789951625791,2.6081167099501554,0.0,83.1,16,0.097029702970297,0.0033751205400192,0.2283205268935236,0.148244650887461,0.1035276073619631,0.0833333333333333,0.1179775280898876,0.1138613861386138,0.0934304703476482,0.0994887525562372,0.801980198019802,0.0866208783538543,31.0,ACT,5.136363636363637,14.125,2.75,9.878048780487806,2.5625,8.26530612244898,83.6734693877551,85,7.423529411764706,3,14.33454396906934,39.22166534314937,4.118427395378661,1.5060934156251375,3
406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,406,00-0029239,2022,Brandon Bolden,rai,8,RB,REG,17,66.0,0,0.0,0.0,3.0,-6.284645778941922,0,9,9,57.0,1,0.0,0.0,30.0,27.0,2.0,1.0231501434346804,0,8.882051282051282,0.2773948164192066,0.0919590832686101,0.4804635829168371,0.0,18.3,8,0.0318021201413427,0.0112824370063933,0.0311418685121107,0.0567291298171288,0.0266853932584269,0.0714285714285714,0.021505376344086,0.02803738317757,0.0490569823434991,0.0356340288924558,0.2014134275618374,0.038611676849966,32.0,ACT,3.882352941176471,8.25,2.125,6.333333333333333,1.125,6.333333333333333,100.0,26,4.730769230769231,1,12.55965124517861,36.2021785298083,0.5245358861715997,0.402592026314613,2
407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,407,00-0029239,2023,Brandon Bolden,rai,3,RB,REG,4,31.0,1,0.0,0.0,2.0,3.679027994337957,1,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0413500223513634,33.0,ACT,7.75,10.333333333333334,1.3333333333333333,,0.0,,,4,7.75,1,8.870424961444872,28.67398076662604,0.0,0.1783289064881913,1
408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,00-0029251,2013,David Wilson,nyg,5,RB,REG,44,146.0,1,2.0,2.0,10.0,-18.8715442646062,0,2,6,8.0,0,0.0,0.0,29.0,11.0,0.0,-8.08514477710011,0,-1.6,0.1462876515141323,0.0397180869458426,0.2472341381332884,0.0,17.400000000000002,5,0.0289855072463768,0.0127753303964757,0.0192307692307692,0.0536985251867458,0.0053404539385847,0.0,0.0,0.0,0.0026702269692923,0.0042723631508678,0.038647342995169,0.0481246279023615,22.0,RES,3.3181818181818183,29.2,8.8,4.0,0.4,1.3333333333333333,33.33333333333333,46,3.347826086956522,1,6.438620967877493,24.8335659633772,0.0553702697065266,0.7057347307132988,11
409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,409,00-0029260,2013,LaMichael James,sfo,7,RB,REG,12,59.0,0,0.0,0.0,2.0,-1.1726884163799696,0,2,3,16.0,0,0.0,0.0,-4.0,14.0,1.0,-0.7933676865650341,0,0.0,0.1073994252873563,-0.0100384188090658,0.1540722447646884,0.0,7.5,7,0.0168539325842696,-0.0025300442757748,0.0272904483430799,0.0232568634557846,0.0128410914927768,0.0,0.0161290322580645,0.0135135135135135,0.0064205457463884,0.0102728731942215,0.0898876404494382,0.0184380094713143,23.0,ACT,4.916666666666667,8.428571428571429,1.7142857142857142,8.0,0.2857142857142857,5.333333333333333,66.66666666666666,14,5.357142857142857,0,14.891843060300976,32.59835578953429,0.1750834819176061,0.3991907044787631,11
410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,410,00-0029260,2014,LaMichael James,mia,3,RB,REG,5,9.0,0,0.0,0.0,0.0,-1.6890149230603129,0,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-0.4594236796256155,0,0.0,0.0277777777777777,0.0214592274678111,0.0566881258941344,0.0,0.9,3,0.0094339622641509,0.0072886297376093,0.0,0.0199818471863138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026635099141757,24.0,ACT,1.8,3.0,1.6666666666666667,,0.0,0.0,0.0,5,1.8,0,11.75138097798377,35.0621728947524,0.0,0.0564970239326142,10
411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,00-0029260,2014,LaMichael James,mia,3,RB,REG,5,9.0,0,0.0,0.0,0.0,-1.6890149230603129,0,0,1,0.0,0,0.0,0.0,5.0,0.0,0.0,-0.4594236796256155,0,0.0,0.0277777777777777,0.0214592274678111,0.0566881258941344,0.0,0.9,3,0.0094339622641509,0.0072886297376093,0.0,0.0199818471863138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026635099141757,24.0,ACT,1.8,3.0,1.6666666666666667,,0.0,0.0,0.0,5,1.8,0,11.75138097798377,35.0621728947524,0.0,0.0564970239326142,10
