,player_id,season,player_display_name,team,GP,position,age,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,rrtd,fantasy_points,oline,qb,rb,wrte,dst
2030,00-0032319,2019,Ross Travis,clt,3,TE,26.0,REG,0,0.0,0,0.0,0.0,0,4,6,51.0,0,1.0,22.0,31.0,1.0,0,0.0,0,3.1000000000000005,47.1315658996121,11.149541633373232,13.675026643483625,31.733310802677657,95.21332277989934
2031,00-0032355,2016,Chester Rogers,clt,10,WR,22.0,REG,0,0.0,0,0.0,0.0,0,19,34,273.0,0,0.0,397.0,51.0,13.0,0,0.0,0,27.300000000000004,52.96995314878587,13.782581922698428,10.554013306626016,39.22734854921861,89.56893906039079
2032,00-0032355,2017,Chester Rogers,clt,10,WR,23.0,REG,3,8.0,0,0.0,0.0,0,23,37,284.0,1,0.0,345.0,104.0,15.0,0,0.0,1,35.2,36.077808654227866,8.814602271359016,9.391053956769545,25.08771415694489,85.67520667167817
2033,00-0032355,2018,Chester Rogers,clt,15,WR,24.0,REG,1,-4.0,0,0.0,0.0,0,53,72,485.0,2,0.0,457.0,258.0,28.0,2,0.0,2,64.1,53.97284349576211,14.055613177147215,10.70736151357908,40.00443750418823,108.80064836227956
2034,00-0032355,2019,Chester Rogers,clt,9,WR,25.0,REG,1,18.0,0,0.0,1.0,0,16,28,179.0,2,0.0,243.0,69.0,11.0,0,0.0,2,31.7,47.1315658996121,11.149541633373232,13.675026643483625,31.733310802677657,95.21332277989934
2035,00-0032355,2021,Chester Rogers,oti,16,WR,27.0,REG,1,9.0,0,0.0,0.0,0,30,43,301.0,1,0.0,323.0,103.0,12.0,0,0.0,1,37.0,47.71898818071357,11.232973702704095,14.059040806455918,31.97077130769627,106.37108604405483
2036,00-0032362,2016,Maurice Harris,was,7,WR,23.0,REG,0,0.0,0,0.0,0.0,0,8,12,66.0,0,0.0,105.0,10.0,4.0,0,0.0,0,6.6000000000000005,53.44289915904287,14.068856295895197,10.020493237408392,40.04212945754786,90.04196765388939
2037,00-0032362,2017,Maurice Harris,was,3,WR,24.0,REG,0,0.0,0,0.0,0.0,0,4,6,62.0,1,0.0,62.0,8.0,3.0,0,0.0,1,12.2,43.95394998015085,11.442605878639815,8.734717366027887,32.56741673151332,98.11058623681654
2038,00-0032362,2018,Maurice Harris,was,11,WR,25.0,REG,2,10.0,0,0.0,1.0,0,28,47,304.0,0,0.0,464.0,100.0,12.0,0,0.0,0,31.4,36.51104118830966,8.885538869662103,9.638099927271195,25.28961062903829,101.92659592379334
2039,00-0032365,2016,DeMarcus Ayers,pit,2,WR,22.0,REG,2,-12.0,0,0.0,0.0,0,6,13,53.0,1,0.0,132.0,28.0,3.0,0,0.0,1,10.1,51.0781691077578,13.13913691954883,10.758660931044629,37.3960050787159,105.31881572920727
2040,00-0032385,2016,Sterling Shepard,nyg,16,WR,23.0,REG,3,31.0,0,0.0,1.0,0,65,105,683.0,8,0.0,972.0,257.0,42.0,0,0.0,8,119.4,35.234477764147734,9.24878017056393,6.709141891731408,26.323451254681952,131.33223665218668
2041,00-0032385,2017,Sterling Shepard,nyg,11,WR,24.0,REG,4,4.0,0,0.0,1.0,0,59,84,731.0,2,0.0,750.0,295.0,36.0,0,0.0,2,85.5,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2042,00-0032385,2018,Sterling Shepard,nyg,16,WR,25.0,REG,3,33.0,0,0.0,1.0,0,66,107,872.0,4,0.0,1082.0,309.0,47.0,1,0.0,4,116.5,44.67500070867704,11.538232137259444,9.232184937876132,32.83958377527688,91.27741335053216
2043,00-0032385,2019,Sterling Shepard,nyg,10,WR,26.0,REG,6,72.0,0,0.0,3.0,0,57,83,576.0,3,0.0,822.0,179.0,29.0,1,0.0,3,84.80000000000001,40.831802140753055,10.38287085233146,9.064043906090356,29.55124781048185,85.36536615958718
2044,00-0032385,2020,Sterling Shepard,nyg,12,WR,27.0,REG,6,49.0,1,0.0,2.0,0,66,90,656.0,3,0.0,746.0,204.0,37.0,1,0.0,4,96.5,32.89896419667412,8.013650397928458,8.657024736284116,22.808081901796378,104.25786112158735
2045,00-0032385,2021,Sterling Shepard,nyg,7,WR,28.0,REG,1,-9.0,0,0.0,0.0,0,36,53,366.0,1,0.0,404.0,111.0,19.0,0,0.0,1,41.7,28.94068264663647,7.1739068937190495,7.136869584736649,20.418042697508064,95.57055270540516
2046,00-0032385,2022,Sterling Shepard,nyg,3,WR,29.0,REG,0,0.0,0,0.0,0.0,0,13,24,154.0,1,0.0,225.0,55.0,4.0,0,0.0,1,21.4,45.82911029832988,10.525543821150809,14.512071507415838,29.957317029429216,96.82459677419357
2047,00-0032385,2023,Sterling Shepard,nyg,10,WR,30.0,REG,1,6.0,0,0.0,0.0,0,10,22,57.0,1,0.0,160.0,33.0,4.0,0,0.0,1,12.3,29.1005291005291,6.953972940527563,8.174585149375067,19.79207683073229,96.08075247488318
2048,00-0032392,2016,Austin Hooper,atl,11,TE,21.0,REG,0,0.0,0,0.0,0.0,0,19,27,271.0,3,0.0,275.0,66.0,16.0,0,0.0,3,45.1,68.5771714872674,17.709319555323834,14.179838264244628,50.403447965152445,85.39784136546183
2049,00-0032392,2017,Austin Hooper,atl,16,TE,22.0,REG,0,0.0,0,0.0,0.0,0,49,65,526.0,3,0.0,430.0,262.0,18.0,0,0.0,3,70.6,52.33822945613338,13.25716987182252,11.816760455734984,37.73194501980256,97.01734952118755
2050,00-0032392,2018,Austin Hooper,atl,16,TE,23.0,REG,0,0.0,0,0.0,0.0,0,71,88,660.0,4,0.0,598.0,237.0,30.0,1,0.0,4,92.0,54.42639680244918,14.430069388734236,9.811409283191969,41.07019749101282,81.9957100537507
2051,00-0032392,2019,Austin Hooper,atl,13,TE,24.0,REG,0,0.0,0,0.0,0.0,0,75,97,787.0,6,0.0,629.0,335.0,41.0,1,0.0,6,116.70000000000002,49.46481173622655,13.377207569708906,7.906975738437613,38.07359077532534,84.91703739801963
2052,00-0032392,2020,Austin Hooper,cle,13,TE,25.0,REG,0,0.0,0,0.0,0.0,0,46,70,435.0,4,0.0,451.0,174.0,27.0,0,0.0,4,67.5,48.937209242552754,11.623492768678108,14.018909673070578,33.082248649314614,89.77163069988555
2053,00-0032392,2021,Austin Hooper,cle,15,TE,26.0,REG,0,0.0,0,0.0,0.0,0,38,61,345.0,3,0.0,328.0,185.0,18.0,1,0.0,3,54.5,41.75411465812438,9.722112186081397,12.71219841251312,27.67062699115474,100.82381260389296
2054,00-0032392,2022,Austin Hooper,oti,17,TE,27.0,REG,0,0.0,0,0.0,0.0,0,41,60,444.0,2,0.0,480.0,130.0,28.0,0,0.0,2,56.400000000000006,35.95822500330498,8.401257613793362,10.83734072014536,23.91127167002726,104.66372585446516
2055,00-0032392,2023,Austin Hooper,rai,16,TE,28.0,REG,0,0.0,0,0.0,0.0,0,25,31,234.0,0,0.0,130.0,142.0,12.0,0,0.0,0,23.4,39.68253968253968,10.074641890976716,8.870424961444872,28.67398076662604,106.28237305231818
2056,00-0032394,2016,Nick Vannett,sea,3,TE,23.0,REG,0,0.0,0,0.0,0.0,0,3,4,32.0,0,0.0,26.0,12.0,1.0,0,0.0,0,3.2,44.92987097441658,11.697710071604847,8.92465258620432,33.29348251149072,120.22786230133131
2057,00-0032394,2017,Nick Vannett,sea,8,TE,24.0,REG,0,0.0,0,0.0,0.0,0,12,15,124.0,1,0.0,108.0,45.0,6.0,0,0.0,1,18.4,43.4458118300913,11.07128888484454,9.55309386978441,31.510591441480614,106.11878105080616
2058,00-0032394,2018,Nick Vannett,sea,15,TE,25.0,REG,0,0.0,0,0.0,0.0,0,29,43,269.0,3,0.0,267.0,138.0,17.0,0,0.0,3,44.9,52.1586302690138,11.891590158735411,16.85347109691113,33.84529506717002,106.09751849306863
2059,00-0032394,2019,Nick Vannett,pit,13,TE,26.0,REG,0,0.0,0,0.0,0.0,0,17,22,166.0,0,0.0,140.0,66.0,5.0,0,0.0,0,16.6,32.665441712602444,8.211345093431527,7.616433541924749,23.37075141976665,124.88915437056502
2060,00-0032394,2020,Nick Vannett,den,11,TE,27.0,REG,0,0.0,0,0.0,0.0,0,14,21,95.0,1,0.0,93.0,64.0,6.0,0,0.0,1,15.5,35.16076798519546,8.639981587581536,8.962223168459424,24.590716826193603,97.41991518159126
2061,00-0032394,2021,Nick Vannett,nor,7,TE,28.0,REG,0,0.0,0,0.0,0.0,0,9,15,133.0,1,0.0,83.0,92.0,7.0,0,0.0,1,19.3,40.87042969181486,9.835638991647516,11.215134893072005,27.99374174545832,123.47111032505455
2062,00-0032394,2022,Nick Vannett,nyg,5,TE,29.0,REG,0,0.0,0,0.0,0.0,0,6,9,55.0,0,0.0,31.0,32.0,1.0,0,0.0,0,5.5,45.82911029832988,10.525543821150809,14.512071507415838,29.957317029429216,96.82459677419357
2063,00-0032394,2023,Nick Vannett,sdg,1,TE,30.0,REG,0,0.0,0,0.0,0.0,0,1,1,3.0,0,0.0,3.0,0.0,1.0,0,0.0,0,0.3,42.809042809042815,11.027398485158802,8.957780274086758,31.385672611605816,93.55828349753472
2064,00-0032398,2016,Chris Moore,rav,9,WR,23.0,REG,3,19.0,0,0.0,1.0,0,7,16,46.0,0,0.0,143.0,14.0,2.0,0,1.0,0,12.5,40.20041087184641,10.581240473508036,7.543414301954022,30.11583827075364,115.79529017520312
2065,00-0032398,2017,Chris Moore,rav,10,WR,24.0,REG,2,-9.0,0,0.0,0.0,0,18,38,248.0,3,0.0,516.0,41.0,11.0,0,0.0,3,41.900000000000006,46.74870980547836,11.29124782572562,12.67057551378318,32.13662842706523,116.86228765071588
2066,00-0032398,2018,Chris Moore,rav,15,WR,25.0,REG,5,17.0,0,0.0,1.0,0,19,25,196.0,1,0.0,288.0,59.0,8.0,0,0.0,1,27.3,46.71599058876888,11.049001586960596,13.563028756674225,31.44715836288785,123.04681890254818
2067,00-0032398,2019,Chris Moore,rav,4,WR,26.0,REG,1,0.0,0,0.0,0.0,0,3,5,21.0,0,0.0,61.0,10.0,0.0,0,0.0,0,2.1,68.83075218012657,15.021163352511294,24.82319741418538,42.75254184945522,117.74394371414574
2068,00-0032398,2021,Chris Moore,htx,8,WR,28.0,REG,0,0.0,0,0.0,0.0,0,21,22,227.0,2,0.0,90.0,150.0,6.0,0,0.0,2,34.7,31.14989506241025,7.980381591484634,6.686098723028323,22.713393760379343,84.08973817061745
2069,00-0032398,2022,Chris Moore,htx,15,WR,29.0,REG,3,3.0,0,0.0,0.0,0,48,74,548.0,2,0.0,639.0,267.0,24.0,0,0.0,2,67.1,33.608014218775246,8.576472755613233,7.343183387094785,24.40996091982228,101.9810406894517
2070,00-0032398,2023,Chris Moore,oti,15,WR,30.0,REG,2,39.0,0,0.0,1.0,0,22,35,424.0,0,0.0,641.0,57.0,16.0,0,0.0,0,46.3,39.44203944203944,9.556630775438023,10.57417511722417,27.19964143778514,95.06451646501492
2071,00-0032400,2016,Malcolm Mitchell,nwe,12,WR,24.0,REG,0,0.0,0,0.0,0.0,0,32,48,401.0,4,0.0,498.0,167.0,23.0,0,0.0,4,64.10000000000001,56.9899942359705,14.578360542847175,12.31737561067546,41.49225692964196,131.33223665218668
2072,00-0032423,2016,Trevor Davis,gnb,4,WR,23.0,REG,0,0.0,0,0.0,0.0,0,3,7,24.0,1,0.0,63.0,8.0,2.0,0,0.0,1,8.4,58.40883226674156,15.09958910662404,12.0152560023051,42.975753611160734,84.03994808061073
2073,00-0032423,2017,Trevor Davis,gnb,6,WR,24.0,REG,2,13.0,0,0.0,0.0,0,5,7,70.0,0,0.0,69.0,34.0,2.0,0,0.0,0,8.3,45.4783644303295,11.215393348853487,11.437909051574293,31.92073491596762,82.29086956119922
2074,00-0032423,2019,Trevor Davis,rai,7,WR,26.0,REG,4,73.0,1,0.0,2.0,0,8,11,111.0,0,1.0,100.0,65.0,4.0,0,0.0,1,22.4,42.698398810044615,10.745048897380189,9.910967428283591,30.582062246389764,79.23437723770033
2075,00-0032429,2016,Jerell Adams,nyg,9,TE,23.0,REG,0,0.0,0,0.0,0.0,0,16,21,122.0,1,0.0,132.0,70.0,8.0,0,0.0,1,18.2,35.234477764147734,9.24878017056393,6.709141891731408,26.323451254681952,131.33223665218668
2076,00-0032429,2017,Jerell Adams,nyg,6,TE,24.0,REG,0,0.0,0,0.0,0.0,0,8,11,92.0,0,0.0,80.0,28.0,5.0,0,0.0,0,9.2,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2077,00-0032430,2016,David Morgan,min,1,TE,23.0,REG,0,0.0,0,0.0,0.0,0,1,1,4.0,0,0.0,2.0,2.0,0.0,0,0.0,0,0.4,39.49099185646089,10.569956421134492,6.735511684928097,30.08372212169048,112.16695677782673
2078,00-0032430,2017,David Morgan,min,7,TE,24.0,REG,0,0.0,0,0.0,0.0,0,10,12,95.0,1,0.0,73.0,57.0,5.0,0,0.0,1,15.5,51.57602223104406,12.812441863741183,12.612604124402162,36.46618068910952,128.35055774278212
2079,00-0032430,2018,David Morgan,min,5,TE,25.0,REG,0,0.0,0,0.0,0.0,0,5,6,36.0,0,0.0,12.0,27.0,2.0,0,0.0,0,3.6,40.81979760183689,10.690935516536596,7.864774366294289,30.428047239373388,120.50393894007227
2080,00-0032441,2016,Aaron Burbridge,sfo,8,WR,22.0,REG,0,0.0,0,0.0,0.0,0,7,16,88.0,0,0.0,139.0,43.0,5.0,0,0.0,0,8.8,36.65331579491879,8.651135783070004,10.710379788248687,24.62246338258385,80.49146330129706
2081,00-0032464,2016,Kalif Raymond,den,2,WR,22.0,REG,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,66.0,0.0,0.0,0,0.0,0,0.0,36.41684278979028,9.42248605465275,7.459880368314682,26.8178449247809,126.9911485434291
2082,00-0032464,2017,Kalif Raymond,nyg,1,WR,23.0,REG,1,-1.0,0,0.0,0.0,0,1,1,12.0,0,0.0,5.0,7.0,1.0,0,0.0,0,1.1,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2083,00-0032464,2019,Kalif Raymond,oti,7,WR,25.0,REG,1,-5.0,0,0.0,0.0,0,9,12,170.0,1,1.0,219.0,14.0,6.0,0,0.0,1,20.5,47.1315658996121,11.356746282081469,12.878085686913494,32.323047110539555,108.8603455128402
2084,00-0032464,2020,Kalif Raymond,oti,8,WR,26.0,REG,1,-3.0,0,0.0,0.0,0,9,15,187.0,0,0.0,263.0,38.0,7.0,0,0.0,0,18.4,59.0125170277842,13.769134365322026,17.856811335948642,39.18907473207038,81.46098571890596
2085,00-0032464,2021,Kalif Raymond,det,16,WR,27.0,REG,4,28.0,0,0.0,2.0,0,48,71,576.0,4,0.0,725.0,262.0,27.0,0,0.0,4,84.4,39.98674472550535,9.924715243474868,9.812111964933871,28.247266462197697,78.74551464026203
2086,00-0032464,2022,Kalif Raymond,det,16,WR,28.0,REG,7,36.0,0,0.0,4.0,0,47,64,616.0,0,1.0,638.0,218.0,24.0,0,1.0,0,69.2,58.285227456337495,14.537797857239172,14.027665804377408,41.376809285988415,81.3758563133381
2087,00-0032464,2023,Kalif Raymond,det,17,WR,29.0,REG,7,75.0,0,0.0,2.0,0,35,44,489.0,1,0.0,388.0,214.0,20.0,0,0.0,1,62.400000000000006,58.68205868205869,14.560549373421845,14.416357443771034,41.44156360127756,91.5823137873022
2088,00-0032475,2016,Tanner McEvoy,sea,8,WR,23.0,REG,0,0.0,0,0.0,0.0,0,9,11,140.0,2,0.0,121.0,30.0,7.0,0,0.0,2,27.72,44.92987097441658,11.697710071604847,8.92465258620432,33.29348251149072,120.22786230133131
2089,00-0032475,2017,Tanner McEvoy,sea,7,WR,24.0,REG,0,0.0,0,0.0,0.0,0,5,9,113.0,0,1.0,176.0,19.0,4.0,0,0.0,0,7.300000000000001,43.4458118300913,11.07128888484454,9.55309386978441,31.510591441480614,106.11878105080616
2090,00-0032482,2016,Bralon Addison,chi,1,WR,22.0,REG,1,4.0,0,0.0,0.0,0,1,1,11.0,0,0.0,3.0,8.0,1.0,0,0.0,0,1.5,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925
2091,00-0032508,2016,Hakeem Valles,crd,2,TE,23.0,REG,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,12.0,0.0,0.0,0,0.0,0,0.0,48.00402004108718,12.348736335901872,10.10968429583588,35.146403417566866,108.6794409671857
2092,00-0032508,2018,Hakeem Valles,det,2,TE,25.0,REG,0,0.0,0,0.0,0.0,0,2,3,11.0,0,0.0,25.0,1.0,0.0,0,0.0,0,1.1,41.273350908523966,10.449816268998571,9.336420055618868,29.74178476561132,101.41761728555802
2093,00-0032515,2016,Braedon Bowman,nyj,1,TE,22.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,17.0,0.0,0.0,0,0.0,0,0.0,35.47095076927624,8.816030423199138,8.657331603134812,25.091778896797543,93.41122399949172
2094,00-0032523,2016,Henry Krieger-Coble,den,1,TE,24.0,REG,0,0.0,0,0.0,0.0,0,1,1,13.0,0,0.0,4.0,9.0,1.0,0,0.0,0,1.3,36.41684278979028,9.42248605465275,7.459880368314682,26.8178449247809,126.9911485434291
2095,00-0032543,2016,Alex Erickson,cin,6,WR,23.0,REG,0,0.0,0,0.0,0.0,0,6,8,71.0,0,0.0,85.0,31.0,3.0,0,0.0,0,7.1000000000000005,44.22045195903105,11.255724049571509,9.773296006331476,32.03552229493429,105.87064361672462
2096,00-0032543,2017,Alex Erickson,cin,10,WR,24.0,REG,5,16.0,0,0.0,1.0,0,12,16,180.0,1,0.0,189.0,39.0,9.0,0,0.0,1,25.6,37.09408495434696,9.47886560076645,8.055726557653095,26.978309786796817,97.56251075685212
2097,00-0032543,2018,Alex Erickson,cin,11,WR,25.0,REG,3,22.0,0,0.0,1.0,0,20,29,167.0,0,0.0,265.0,75.0,7.0,0,0.0,0,18.9,46.03566062873826,11.474011295861173,11.111980078096783,32.65680138052795,77.40385126681264
2098,00-0032543,2019,Alex Erickson,cin,15,WR,26.0,REG,5,33.0,0,0.0,2.0,0,43,78,529.0,0,0.0,685.0,227.0,26.0,0,0.0,0,57.24,34.76536296555546,8.954007888855841,7.279943678451776,25.48448399135893,92.30883248968878
2099,00-0032543,2020,Alex Erickson,cin,9,WR,27.0,REG,5,7.0,0,1.0,0.0,0,12,17,139.0,0,0.0,122.0,67.0,5.0,0,0.0,0,12.6,34.955149458966254,8.791776661951957,8.131653727867375,25.022748960940184,96.10628900084144
2100,00-0032543,2021,Alex Erickson,car,4,WR,28.0,REG,0,0.0,0,0.0,0.0,0,3,4,55.0,0,0.0,33.0,30.0,2.0,0,0.0,0,5.5,33.35910747818402,8.164519162670855,8.628932194317544,23.237477616832432,103.81002078671855
2101,00-0032543,2023,Alex Erickson,sdg,8,WR,30.0,REG,0,0.0,0,0.0,0.0,0,16,29,232.0,1,0.0,295.0,58.0,12.0,0,0.0,1,29.200000000000003,42.809042809042815,11.027398485158802,8.957780274086758,31.385672611605816,93.55828349753472
2102,00-0032562,2016,Cole Wick,det,3,TE,22.0,REG,0,0.0,0,0.0,0.0,0,2,3,18.0,0,0.0,49.0,10.0,1.0,0,0.0,0,1.8,49.18638506672972,13.141133097268206,8.480842475197958,37.401686507609504,85.85394991977203
2103,00-0032562,2018,Cole Wick,sfo,1,TE,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,42.18045752189811,10.58043875738982,9.922553805547668,30.11355646334026,88.09999391790913
2104,00-0032599,2016,Joshua Perkins,atl,3,TE,23.0,REG,0,0.0,0,0.0,0.0,0,3,5,42.0,1,0.0,64.0,13.0,2.0,0,0.0,1,10.2,68.5771714872674,17.709319555323834,14.179838264244628,50.403447965152445,85.39784136546183
2105,00-0032599,2018,Joshua Perkins,phi,3,TE,25.0,REG,0,0.0,0,0.0,0.0,0,5,11,67.0,0,0.0,118.0,16.0,4.0,0,0.0,0,6.7,46.94276724211242,12.306986362318169,8.996757758541953,35.02757656967478,100.9112522235176
2106,00-0032599,2019,Joshua Perkins,phi,3,TE,26.0,REG,0,0.0,0,0.0,0.0,0,9,13,87.0,1,0.0,124.0,26.0,5.0,0,0.0,1,14.7,45.731618397643416,11.418273153933743,10.961506869734636,32.49816205350373,104.45395209455384
2107,00-0032626,2016,Geronimo Allison,gnb,7,WR,22.0,REG,0,0.0,0,0.0,0.0,0,12,22,202.0,2,0.0,294.0,50.0,11.0,0,0.0,2,32.2,58.40883226674156,15.09958910662404,12.0152560023051,42.975753611160734,84.03994808061073
2108,00-0032626,2017,Geronimo Allison,gnb,11,WR,23.0,REG,0,0.0,0,0.0,0.0,0,23,39,253.0,0,1.0,300.0,119.0,10.0,0,0.0,0,23.3,45.4783644303295,11.215393348853487,11.437909051574293,31.92073491596762,82.29086956119922
2109,00-0032626,2018,Geronimo Allison,gnb,5,WR,24.0,REG,0,0.0,0,0.0,0.0,0,20,30,303.0,2,0.0,388.0,106.0,11.0,0,0.0,2,42.3,46.26243728208181,12.011068197927012,9.31850859262504,34.18534794794611,92.6675853452728
2110,00-0032626,2019,Geronimo Allison,gnb,15,WR,25.0,REG,1,7.0,0,0.0,0.0,0,34,55,287.0,2,1.0,421.0,110.0,16.0,1,0.0,2,41.4,49.23148715256511,12.394607936586544,11.406215596206808,35.276961050284775,108.29806131201876
2111,00-0032626,2021,Geronimo Allison,det,1,WR,27.0,REG,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,20.0,0.0,0.0,0,0.0,0,0.0,39.98674472550535,9.924715243474868,9.812111964933871,28.247266462197697,78.74551464026203
2112,00-0032634,2018,David Grinnage,jax,3,TE,24.0,REG,0,0.0,0,0.0,0.0,0,6,8,61.0,0,0.0,63.0,18.0,2.0,0,0.0,0,6.1000000000000005,28.120305014598745,6.913359623412345,7.154521312086407,19.67648508201975,115.04467874133452
2113,00-0032650,2017,Ryan Malleck,htx,1,TE,24.0,REG,0,0.0,0,0.0,0.0,0,1,1,3.0,0,0.0,1.0,2.0,0.0,0,0.0,0,0.3,41.41325922985312,10.156958595753355,10.630685707541602,28.90826677252878,83.72967050993626
2114,00-0032656,2017,Darius Powe,nyg,1,WR,23.0,REG,0,0.0,0,0.0,0.0,0,2,4,13.0,0,0.0,16.0,13.0,0.0,0,0.0,0,1.3,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2115,00-0032659,2016,Roger Lewis,nyg,9,WR,22.0,REG,0,0.0,0,0.0,0.0,0,7,19,97.0,2,0.0,333.0,4.0,4.0,0,0.0,2,21.7,35.234477764147734,9.24878017056393,6.709141891731408,26.323451254681952,131.33223665218668
2116,00-0032659,2017,Roger Lewis,nyg,14,WR,23.0,REG,0,0.0,0,0.0,0.0,0,36,72,416.0,2,0.0,740.0,76.0,20.0,0,0.0,2,53.6,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2117,00-0032661,2016,Ben Braunecker,chi,3,TE,22.0,REG,0,0.0,0,0.0,0.0,0,4,6,41.0,0,0.0,39.0,7.0,2.0,0,0.0,0,4.1000000000000005,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925
2118,00-0032661,2018,Ben Braunecker,chi,5,TE,24.0,REG,0,0.0,0,0.0,0.0,0,3,5,42.0,0,0.0,69.0,4.0,2.0,0,0.0,0,4.2,46.94276724211242,11.578693856859225,11.79788277953789,32.954744054137784,131.89468749598296
2119,00-0032661,2019,Ben Braunecker,chi,4,TE,25.0,REG,0,0.0,0,0.0,0.0,0,6,11,59.0,1,0.0,111.0,25.0,5.0,0,0.0,1,11.9,35.23201213287835,8.985752928581478,7.717826372602181,25.57483525827036,115.8945454604857
2120,00-0032679,2016,Paul McRoberts,ram,1,WR,23.0,REG,0,0.0,0,0.0,0.0,0,1,1,6.0,0,0.0,6.0,0.0,0.0,0,0.0,0,0.6000000000000001,26.721449579521437,6.86043229329692,5.679461444283724,19.52584575784508,103.68222891566263
2121,00-0032688,2016,Robbie Chosen,nyj,14,WR,23.0,REG,3,42.0,0,0.0,2.0,0,42,78,587.0,2,1.0,1303.0,131.0,18.0,0,0.0,2,72.9,35.47095076927624,8.816030423199138,8.657331603134812,25.091778896797543,93.41122399949172
2122,00-0032688,2017,Robbie Chosen,nyj,16,WR,24.0,REG,3,9.0,0,0.0,0.0,0,63,114,941.0,7,0.0,1460.0,273.0,36.0,0,0.0,7,137.0,38.110361254466056,9.42664935678036,9.476089825434803,26.829694323144103,93.8050044320118
2123,00-0032688,2018,Robbie Chosen,nyj,14,WR,25.0,REG,2,-8.0,0,0.0,0.0,0,50,94,752.0,6,2.0,1495.0,180.0,30.0,0,0.0,6,106.4,35.60393457493551,8.870423025316727,8.607709854089052,25.24658861051684,95.98305521552658
2124,00-0032688,2019,Robbie Chosen,nyj,16,WR,26.0,REG,1,4.0,0,0.0,0.0,0,52,96,779.0,5,0.0,1444.0,193.0,35.0,1,0.0,5,110.3,28.69892379035786,7.421940596146563,5.892783178634958,21.123984773647912,108.8603455128402
2125,00-0032688,2020,Robbie Chosen,car,16,WR,27.0,REG,4,15.0,0,0.0,1.0,0,95,136,1096.0,3,1.0,1318.0,497.0,49.0,1,0.0,3,129.1,42.97427198190557,10.978642896082205,9.343576777970515,31.246906704233965,87.73859390450629
2126,00-0032688,2021,Robbie Chosen,car,17,WR,28.0,REG,3,36.0,0,0.0,1.0,0,53,110,519.0,5,0.0,1156.0,158.0,27.0,0,0.0,5,85.5,33.35910747818402,8.164519162670855,8.628932194317544,23.237477616832432,103.81002078671855
2127,00-0032688,2022,Robbie Chosen,crd,12,WR,29.0,REG,0,0.0,0,0.0,0.0,0,20,44,282.0,1,1.0,625.0,92.0,10.0,0,0.0,1,32.2,38.778477944740665,9.648578870430956,9.424254801262054,27.4613398619958,82.25586316047277
2128,00-0032688,2023,Robbie Chosen,mia,5,WR,30.0,REG,0,0.0,0,0.0,0.0,0,4,6,126.0,1,0.0,141.0,31.0,3.0,0,0.0,1,18.6,60.846560846560834,15.165249933939467,14.687988654567372,43.16263442736617,101.31859190107384
2129,00-0032694,2016,Jalin Marshall,nyj,6,WR,21.0,REG,0,0.0,0,0.0,0.0,0,14,23,162.0,2,1.0,193.0,46.0,9.0,0,0.0,2,26.2,35.47095076927624,8.816030423199138,8.657331603134812,25.091778896797543,93.41122399949172
2130,00-0032705,2017,Ed Eagan,nyg,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,-2.0,0.0,0.0,0,0.0,0,0.0,30.996427153632396,7.899376379584821,6.8134957398018745,22.48284046497218,92.755508222605
2131,00-0032707,2018,Andy Jones,det,5,WR,24.0,REG,0,0.0,0,0.0,0.0,0,11,24,80.0,1,0.0,219.0,26.0,6.0,0,0.0,1,14.0,41.273350908523966,10.449816268998571,9.336420055618868,29.74178476561132,101.41761728555802
2132,00-0032724,2016,Bryce Treggs,phi,6,WR,22.0,REG,2,7.0,0,0.0,2.0,0,3,12,80.0,0,0.0,339.0,16.0,3.0,0,0.0,0,8.700000000000001,43.747505948774034,10.923423197109226,10.483840995801057,31.089742945618564,108.1108734065902
2133,00-0032724,2017,Bryce Treggs,cle,6,WR,23.0,REG,1,6.0,0,0.0,0.0,0,5,18,79.0,0,0.0,278.0,3.0,4.0,0,0.0,0,8.5,30.996427153632396,7.676563343870147,7.6704689540890785,21.84868028639965,88.65543662510935
