,player_id,season,player_display_name,team,GP,position,age,season_type,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,rrtd,fantasy_points,oline,qb,rb,wrte,dst
861,00-0029137,2014,Alshon Jeffery,chi,16,WR,24.0,REG,6,33.0,0,0.0,1.0,0,85,145,1133.0,10,0.0,1592.0,466.0,60.0,0,0.0,10,176.6,41.600891447673874,10.854319105895346,8.173688560688092,30.893062070625216,73.57692805383024
862,00-0029137,2015,Alshon Jeffery,chi,9,WR,25.0,REG,0,0.0,0,0.0,0.0,0,54,94,807.0,4,0.0,1371.0,177.0,43.0,0,0.0,4,104.70000000000002,46.44268774703557,11.593202831789196,11.141983635715006,32.99603882893848,91.23678997047683
863,00-0029137,2016,Alshon Jeffery,chi,12,WR,26.0,REG,0,0.0,0,0.0,0.0,0,52,94,821.0,2,0.0,1270.0,199.0,41.0,0,0.0,2,94.1,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925
864,00-0029137,2017,Alshon Jeffery,phi,16,WR,27.0,REG,0,0.0,0,0.0,0.0,0,57,120,789.0,9,0.0,1654.0,203.0,44.0,3,0.0,9,138.9,56.14926558157999,13.753911506446556,14.479459057716928,39.1457481337325,119.59131782634311
865,00-0029137,2018,Alshon Jeffery,phi,13,WR,28.0,REG,0,0.0,0,0.0,0.0,0,65,92,843.0,6,0.0,1013.0,272.0,48.0,0,0.0,6,120.3,46.94276724211242,12.306986362318169,8.996757758541953,35.02757656967478,100.9112522235176
866,00-0029137,2019,Alshon Jeffery,phi,9,WR,29.0,REG,1,2.0,1,0.0,1.0,0,43,73,490.0,4,0.0,803.0,116.0,36.0,0,0.0,5,79.2,45.731618397643416,11.418273153933743,10.961506869734636,32.49816205350373,104.45395209455384
867,00-0029137,2020,Alshon Jeffery,phi,7,WR,30.0,REG,0,0.0,0,0.0,0.0,0,6,13,115.0,1,0.0,172.0,25.0,5.0,0,0.0,1,17.5,34.132675354049404,8.252100907808135,9.22036077944338,23.48674873760777,105.68483543718162
868,00-0029155,2013,Mike Brown,jax,11,WR,24.0,REG,0,0.0,0,0.0,0.0,0,32,56,446.0,2,1.0,550.0,154.0,20.0,0,0.0,2,54.6,29.572081949752523,7.756081944677975,5.65541393709543,22.07500245792962,83.1736975267207
869,00-0029155,2014,Mike Brown,jax,5,WR,25.0,REG,0,0.0,0,0.0,0.0,0,7,15,88.0,0,1.0,168.0,17.0,5.0,0,0.0,0,6.800000000000001,28.97204940105859,7.145257832357624,7.284698387587149,20.336503061325544,96.39900081886302
870,00-0029159,2013,Jermaine Kearse,sea,14,WR,23.0,REG,0,0.0,0,0.0,0.0,0,22,38,346.0,4,0.0,639.0,37.0,16.0,0,0.0,4,58.6,53.12950316396216,12.600473040743104,15.29204594774266,35.86288480826883,145.02998536147712
871,00-0029159,2014,Jermaine Kearse,sea,15,WR,24.0,REG,2,15.0,0,0.0,1.0,0,38,69,537.0,1,0.0,825.0,223.0,21.0,0,0.0,1,61.88,52.74398737115795,11.960880662048297,17.289397683665328,34.04250649967592,128.00864359663166
872,00-0029159,2015,Jermaine Kearse,sea,16,WR,25.0,REG,0,0.0,0,0.0,0.0,0,49,68,685.0,5,0.0,811.0,228.0,32.0,0,0.0,5,98.5,56.07707509881423,13.601341379378324,14.979638659429664,38.71151007976907,125.56457176583812
873,00-0029159,2016,Jermaine Kearse,sea,16,WR,26.0,REG,0,0.0,0,0.0,0.0,0,41,89,510.0,1,0.0,1041.0,138.0,24.0,0,0.0,1,57.0,44.92987097441658,11.697710071604847,8.92465258620432,33.29348251149072,120.22786230133131
874,00-0029159,2017,Jermaine Kearse,nyj,16,WR,27.0,REG,0,0.0,0,0.0,0.0,0,65,102,810.0,5,0.0,963.0,295.0,37.0,0,0.0,5,111.0,38.110361254466056,9.42664935678036,9.476089825434803,26.829694323144103,93.8050044320118
875,00-0029159,2018,Jermaine Kearse,nyj,13,WR,28.0,REG,0,0.0,0,0.0,0.0,0,37,76,371.0,1,0.0,707.0,125.0,20.0,0,0.0,1,43.1,35.60393457493551,8.870423025316727,8.607709854089052,25.24658861051684,95.98305521552658
876,00-0029183,2013,Danny Noble,jax,2,TE,24.0,REG,0,0.0,0,0.0,0.0,0,2,3,63.0,1,0.0,40.0,50.0,1.0,0,0.0,1,12.3,29.572081949752523,7.756081944677975,5.65541393709543,22.07500245792962,83.1736975267207
877,00-0029183,2013,Danny Noble,jax,2,TE,24.0,REG,0,0.0,0,0.0,0.0,0,2,3,63.0,1,0.0,40.0,50.0,1.0,0,0.0,1,12.3,29.572081949752523,7.756081944677975,5.65541393709543,22.07500245792962,83.1736975267207
878,00-0029209,2013,Ryan Broyles,det,6,WR,25.0,REG,0,0.0,0,0.0,0.0,0,8,14,85.0,0,0.0,116.0,38.0,4.0,0,0.0,0,8.5,46.61362070045736,12.073535386263334,9.49967027799756,34.36313917628795,103.3717442778216
879,00-0029209,2014,Ryan Broyles,det,3,WR,26.0,REG,0,0.0,0,0.0,0.0,0,2,5,25.0,0,0.0,46.0,9.0,2.0,0,0.0,0,2.5,42.343764509239485,11.16241112392125,7.880166934467182,31.76993935269894,120.85586382933684
880,00-0029218,2013,David Paulson,pit,5,TE,24.0,REG,0,0.0,0,0.0,0.0,0,6,10,102.0,0,1.0,79.0,34.0,3.0,0,0.0,0,8.200000000000001,46.36300983647641,12.262456404151788,8.472317941649438,34.900837457970475,96.20459621488186
881,00-0029227,2013,Pat Edwards,det,3,WR,24.0,REG,0,0.0,0,0.0,0.0,0,5,11,46.0,0,0.0,183.0,25.0,2.0,0,0.0,0,4.6,46.61362070045736,12.073535386263334,9.49967027799756,34.36313917628795,103.3717442778216
882,00-0029262,2013,Rueben Randle,nyg,16,WR,22.0,REG,0,0.0,0,0.0,0.0,0,41,79,611.0,6,0.0,1151.0,198.0,28.0,0,0.0,6,97.1,33.331244909466825,8.7253069601055,6.438620967877493,24.833565963377197,112.99558706000906
883,00-0029262,2014,Rueben Randle,nyg,16,WR,23.0,REG,0,0.0,0,0.0,0.0,0,71,127,938.0,3,0.0,1521.0,232.0,48.0,0,0.0,3,111.8,47.79150029405392,12.491858981205556,9.304188886689484,35.55375248496966,97.4577157701656
884,00-0029262,2015,Rueben Randle,nyg,16,WR,24.0,REG,0,0.0,0,0.0,0.0,0,57,90,801.0,8,0.0,984.0,205.0,35.0,0,0.0,8,128.1,50.14822134387351,13.131324875254572,9.672769938592168,37.37377079880147,83.04880386969768
885,00-0029269,2013,Travis Benjamin,cle,5,WR,23.0,REG,1,45.0,0,0.0,1.0,0,5,13,105.0,0,0.0,236.0,60.0,4.0,0,1.0,0,21.0,35.0855209573335,9.286766749969717,6.38429149507052,26.43156690375996,97.81394654322833
886,00-0029269,2014,Travis Benjamin,cle,16,WR,24.0,REG,3,11.0,0,0.0,1.0,0,18,46,314.0,3,0.0,857.0,43.0,14.0,0,0.0,3,50.50000000000001,35.65790695514904,8.924080606181148,8.46610139932828,25.39930634066942,108.71678902539276
887,00-0029269,2015,Travis Benjamin,cle,16,WR,25.0,REG,4,12.0,0,0.0,1.0,0,68,125,966.0,5,1.0,1551.0,321.0,39.0,0,1.0,5,131.8,36.06719367588932,9.326685885190384,7.408763621873411,26.5451829040034,79.38159648127598
888,00-0029269,2016,Travis Benjamin,sdg,14,WR,26.0,REG,2,-3.0,0,0.0,0.0,0,47,75,677.0,4,2.0,997.0,246.0,26.0,0,0.0,4,87.4,49.42285807185824,12.994459021560433,9.328741141766685,36.98422952290277,91.9545173286702
889,00-0029269,2017,Travis Benjamin,sdg,16,WR,27.0,REG,13,96.0,0,0.0,5.0,0,34,65,567.0,4,0.0,1012.0,210.0,20.0,0,1.0,4,96.3,47.76498610559746,12.557276497900144,9.020766027101022,35.73994080171579,118.9009057039323
890,00-0029269,2018,Travis Benjamin,sdg,12,WR,28.0,REG,7,41.0,0,0.0,2.0,0,12,24,186.0,1,0.0,472.0,65.0,9.0,0,0.0,1,28.7,54.42639680244918,13.809052152436148,12.199937115107687,39.30268689539519,109.35084767828354
891,00-0029269,2019,Travis Benjamin,sdg,5,WR,29.0,REG,0,0.0,0,0.0,0.0,0,6,16,30.0,0,0.0,207.0,19.0,3.0,0,0.0,0,3.0,48.06486423425788,12.79247191316528,8.476022030473766,36.409343137470415,97.6964620325636
892,00-0029269,2021,Travis Benjamin,sfo,3,WR,31.0,REG,0,0.0,0,0.0,0.0,0,0,5,0.0,0,0.0,141.0,0.0,0.0,0,0.0,0,0.0,50.59096432121948,12.601575773698064,12.241558055855435,35.866023355909874,105.33837914592245
893,00-0029275,2013,Ladarius Green,sdg,13,TE,23.0,REG,0,0.0,0,0.0,0.0,0,17,30,376.0,3,0.0,361.0,166.0,15.0,0,0.0,3,55.6,58.39233130756218,14.835919960170887,13.009566953032737,42.225310655870985,91.01093811038564
894,00-0029275,2014,Ladarius Green,sdg,10,TE,24.0,REG,0,0.0,0,0.0,0.0,0,19,25,226.0,0,0.0,155.0,114.0,12.0,0,0.0,0,22.6,46.305754170922704,12.298630600691723,8.264479617831388,35.00379478658414,97.4577157701656
895,00-0029275,2015,Ladarius Green,sdg,13,TE,25.0,REG,0,0.0,0,0.0,0.0,0,37,63,429.0,4,0.0,485.0,222.0,24.0,2,0.0,4,70.9,43.972332015810274,11.857233929916957,7.162052534676359,33.74751195437902,91.7373486021551
896,00-0029275,2016,Ladarius Green,pit,6,TE,26.0,REG,0,0.0,0,0.0,0.0,0,18,34,304.0,1,0.0,390.0,97.0,12.0,0,0.0,1,36.4,51.0781691077578,13.13913691954883,10.758660931044629,37.3960050787159,105.31881572920727
897,00-0029276,2013,Evan Rodriguez,buf,1,TE,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,-2.0,0.0,0.0,0,0.0,0,0.0,37.09040786918113,8.63802227726757,11.285326838142094,24.5851403276077,107.46020784004207
898,00-0029281,2014,Adrien Robinson,nyg,6,TE,25.0,REG,0,0.0,0,0.0,0.0,0,5,7,50.0,1,0.0,27.0,50.0,3.0,0,0.0,1,11.0,47.79150029405392,12.491858981205556,9.304188886689484,35.55375248496966,97.4577157701656
899,00-0029293,2013,Marvin Jones,cin,16,WR,23.0,REG,8,65.0,0,0.0,3.0,0,51,80,712.0,10,0.0,868.0,224.0,36.0,0,0.0,10,137.7,47.86667502036213,12.288968735027105,10.174745658945705,34.97629563046176,126.71012361381617
900,00-0029293,2015,Marvin Jones,cin,16,WR,25.0,REG,5,33.0,0,0.0,1.0,0,65,103,816.0,4,0.0,1330.0,289.0,33.0,0,0.0,4,108.9,55.83003952569169,14.15521633348631,12.55290768665192,40.2879234106918,124.8459083546628
901,00-0029293,2016,Marvin Jones,det,15,WR,26.0,REG,1,3.0,0,0.0,0.0,0,55,103,930.0,4,0.0,1432.0,237.0,41.0,0,0.0,4,117.3,49.18638506672972,13.141133097268206,8.480842475197958,37.401686507609504,85.85394991977203
902,00-0029293,2017,Marvin Jones,det,16,WR,27.0,REG,0,0.0,0,0.0,0.0,0,61,107,1101.0,9,0.0,1624.0,195.0,44.0,0,0.0,9,164.1,49.79753870583565,13.4495374634642,8.028056202909701,38.27945278062887,100.3330129292125
903,00-0029293,2018,Marvin Jones,det,9,WR,28.0,REG,0,0.0,0,0.0,0.0,0,35,62,508.0,5,0.0,904.0,107.0,27.0,0,0.0,5,80.8,41.273350908523966,10.449816268998571,9.336420055618868,29.74178476561132,101.41761728555802
904,00-0029293,2019,Marvin Jones,det,13,WR,29.0,REG,2,0.0,0,0.0,0.0,0,62,91,779.0,9,0.0,1186.0,106.0,41.0,0,0.0,9,131.9,41.29845130807595,10.608367320435203,8.756728798786511,30.193045450469423,86.26716856281018
905,00-0029293,2020,Marvin Jones,det,16,WR,30.0,REG,0,0.0,0,0.0,0.0,0,76,115,978.0,9,0.0,1461.0,196.0,52.0,0,0.0,9,151.8,45.23607577042692,11.868525687267832,8.635115204251425,33.779650032993054,69.7630938670574
906,00-0029293,2021,Marvin Jones,jax,17,WR,31.0,REG,0,0.0,0,0.0,0.0,0,73,120,832.0,4,0.0,1422.0,132.0,42.0,0,0.0,4,107.2,30.487131337678115,7.599851503225718,7.354359515884054,21.630346586103965,83.25233943302158
907,00-0029293,2022,Marvin Jones,jax,16,WR,32.0,REG,0,0.0,0,0.0,0.0,0,46,81,529.0,3,0.0,1071.0,95.0,29.0,0,0.0,3,70.9,48.88438431821854,12.09317916770063,12.1490336137829,34.41904840037871,98.85563180875428
908,00-0029293,2023,Marvin Jones,det,4,WR,33.0,REG,0,0.0,0,0.0,0.0,0,5,10,35.0,0,1.0,80.0,9.0,2.0,0,0.0,0,1.5000000000000002,58.68205868205869,14.560549373421845,14.416357443771034,41.44156360127756,91.5823137873022
909,00-0029300,2014,Tommy Streeter,jax,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,44.0,0.0,0.0,0,0.0,0,0.0,28.97204940105859,7.145257832357624,7.284698387587149,20.336503061325544,96.39900081886302
910,00-0029311,2013,Junior Hemingway,kan,10,WR,24.0,REG,0,0.0,0,0.0,0.0,0,13,19,125.0,2,0.0,180.0,25.0,6.0,0,0.0,2,24.5,44.859344652590686,10.82523671383684,12.19568776065944,30.810289108612547,119.57803403908191
911,00-0029311,2014,Junior Hemingway,kan,9,WR,25.0,REG,0,0.0,0,0.0,0.0,0,12,21,108.0,0,0.0,131.0,68.0,8.0,0,0.0,0,10.8,47.79150029405392,11.576648326618884,12.824229865868997,32.948922160376824,116.18644562758212
912,00-0029319,2014,Josh Bellamy,chi,1,WR,25.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,51.0,0.0,0.0,0,0.0,0,0.0,41.600891447673874,10.854319105895346,8.173688560688092,30.893062070625216,73.57692805383024
913,00-0029319,2015,Josh Bellamy,chi,10,WR,26.0,REG,0,0.0,0,0.0,0.0,0,19,34,224.0,2,0.0,351.0,68.0,8.0,0,0.0,2,34.400000000000006,46.44268774703557,11.593202831789196,11.141983635715006,32.99603882893848,91.23678997047683
914,00-0029319,2016,Josh Bellamy,chi,12,WR,27.0,REG,4,37.0,0,0.0,2.0,0,19,38,282.0,1,0.0,614.0,49.0,13.0,0,0.0,1,37.9,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925
915,00-0029319,2017,Josh Bellamy,chi,9,WR,28.0,REG,1,6.0,0,0.0,0.0,0,24,46,376.0,1,0.0,574.0,116.0,17.0,0,0.0,1,44.2,33.53711790393013,8.044750524458607,9.303193313721518,22.896597646536037,106.71702690419684
916,00-0029319,2018,Josh Bellamy,chi,13,WR,29.0,REG,0,0.0,0,0.0,0.0,0,14,25,117.0,1,0.0,294.0,46.0,8.0,1,0.0,1,19.700000000000003,46.94276724211242,11.578693856859225,11.79788277953789,32.954744054137784,131.89468749598296
917,00-0029319,2019,Josh Bellamy,nyj,2,WR,30.0,REG,0,0.0,0,0.0,0.0,0,2,3,20.0,0,0.0,23.0,10.0,1.0,0,0.0,0,2.0,28.69892379035786,7.421940596146563,5.892783178634958,21.123984773647912,108.8603455128402
918,00-0029336,2013,Brittan Golden,crd,5,WR,25.0,REG,0,0.0,0,0.0,0.0,0,4,10,136.0,0,0.0,180.0,75.0,3.0,0,0.0,0,13.6,42.854457740743065,11.16143802211102,8.496741511541593,31.76716975523906,116.88513342721988
919,00-0029336,2015,Brittan Golden,crd,1,WR,27.0,REG,0,0.0,0,0.0,0.0,0,1,1,5.0,0,0.0,5.0,0.0,1.0,0,0.0,0,0.5,58.54743083003952,15.079719280123248,12.257996687881086,42.91920102804309,110.39832746478876
920,00-0029336,2016,Brittan Golden,crd,7,WR,28.0,REG,0,0.0,0,0.0,0.0,0,8,14,82.0,1,1.0,180.0,12.0,4.0,0,0.0,1,12.2,48.00402004108718,12.348736335901872,10.10968429583588,35.146403417566866,108.6794409671857
921,00-0029336,2017,Brittan Golden,crd,4,WR,29.0,REG,0,0.0,0,0.0,0.0,0,5,9,70.0,0,0.0,63.0,49.0,3.0,0,0.0,0,7.0,35.82373957919809,9.34432432014021,7.048778571421528,26.595384603475978,105.5243018346819
922,00-0029367,2013,Julian Talley,nyg,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,0,2,0.0,0,0.0,13.0,0.0,0.0,0,0.0,0,0.0,33.331244909466825,8.7253069601055,6.438620967877493,24.833565963377197,112.99558706000906
923,00-0029388,2013,Deonte Thompson,rav,5,WR,24.0,REG,0,0.0,0,0.0,0.0,0,10,19,96.0,0,0.0,226.0,17.0,4.0,0,0.0,0,9.6,35.83735354927636,9.386020440364756,6.904745642344119,26.714058176422764,114.27314635605444
924,00-0029388,2015,Deonte Thompson,chi,2,WR,26.0,REG,0,0.0,0,0.0,0.0,0,2,3,81.0,0,0.0,103.0,3.0,2.0,0,0.0,0,8.1,46.44268774703557,11.593202831789196,11.141983635715006,32.99603882893848,91.23678997047683
925,00-0029388,2016,Deonte Thompson,chi,9,WR,27.0,REG,0,0.0,0,0.0,0.0,0,22,36,249.0,2,0.0,469.0,43.0,18.0,0,0.0,2,36.9,35.234477764147734,9.004942035157994,7.646980874061933,25.629450407757364,87.23304294539925
926,00-0029388,2017,Deonte Thompson,buf,15,WR,28.0,REG,2,-5.0,0,0.0,0.0,0,38,69,555.0,2,0.0,1006.0,101.0,25.0,0,0.0,2,67.0,39.88884477967448,9.362783816237496,11.855906750080546,26.64792316929133,93.8050044320118
927,00-0029388,2018,Deonte Thompson,buf,12,WR,29.0,REG,0,0.0,0,0.0,0.0,0,17,30,161.0,0,0.0,377.0,38.0,10.0,0,0.0,0,16.1,31.521954814751822,7.406651240932232,9.339225620270524,21.08046891649943,108.80064836227956
928,00-0029391,2013,Sean McGrath,kan,13,TE,25.0,REG,0,0.0,0,0.0,0.0,0,26,40,302.0,2,0.0,298.0,140.0,16.0,0,0.0,2,42.2,44.859344652590686,10.82523671383684,12.19568776065944,30.810289108612547,119.57803403908191
929,00-0029391,2016,Sean McGrath,sdg,2,TE,28.0,REG,0,0.0,0,0.0,0.0,0,2,2,25.0,0,0.0,4.0,21.0,2.0,0,0.0,0,2.5,49.42285807185824,12.994459021560433,9.328741141766685,36.98422952290277,91.9545173286702
930,00-0029391,2017,Sean McGrath,sdg,3,TE,29.0,REG,0,0.0,0,0.0,0.0,0,4,4,46.0,0,0.0,30.0,16.0,3.0,0,0.0,0,4.6,47.76498610559746,12.557276497900144,9.020766027101022,35.73994080171579,118.9009057039323
931,00-0029394,2014,Brenton Bersin,car,12,WR,24.0,REG,0,0.0,0,0.0,0.0,0,13,20,151.0,1,0.0,222.0,34.0,11.0,0,0.0,1,21.1,44.32475934008109,10.811169877525488,11.608288602230058,30.770252728341774,96.9270008728129
932,00-0029394,2015,Brenton Bersin,car,5,WR,25.0,REG,0,0.0,0,0.0,0.0,0,9,11,119.0,0,1.0,100.0,33.0,5.0,0,0.0,0,9.9,59.28853754940712,14.222888568270807,16.442827489016196,40.480529002001525,124.13341259647623
933,00-0029394,2016,Brenton Bersin,car,2,WR,26.0,REG,0,0.0,0,0.0,0.0,0,2,6,17.0,0,0.0,71.0,2.0,2.0,0,0.0,0,1.7000000000000002,42.80161392826,10.734779323038628,10.074323932994208,30.55283345787917,103.14282960087957
934,00-0029394,2017,Brenton Bersin,car,6,WR,27.0,REG,0,0.0,0,0.0,0.0,0,8,14,128.0,0,0.0,205.0,16.0,6.0,0,0.0,0,12.8,50.05160778086543,11.847498674601814,14.494626742416145,33.719803920020546,103.18274499466467
935,00-0029414,2013,Orson Charles,cin,1,TE,22.0,REG,0,0.0,0,0.0,0.0,0,1,2,8.0,0,0.0,-2.0,7.0,0.0,0,0.0,0,0.8,47.86667502036213,12.288968735027105,10.174745658945705,34.97629563046176,126.71012361381617
936,00-0029414,2017,Orson Charles,kan,2,TE,26.0,REG,0,0.0,0,0.0,0.0,0,2,2,53.0,0,0.0,44.0,9.0,1.0,0,0.0,0,5.3,56.14926558157999,14.218670800327924,12.691923312019371,40.4685245855487,96.47505527180724
937,00-0029414,2018,Orson Charles,cle,5,TE,27.0,REG,0,0.0,0,0.0,0.0,0,3,5,23.0,0,0.0,17.0,24.0,0.0,0,0.0,0,2.3000000000000003,41.04657425518043,10.36337589044475,9.396751066044402,29.49576214972736,106.09751849306863
938,00-0029415,2013,Keshawn Martin,htx,12,WR,23.0,REG,0,0.0,0,0.0,0.0,0,22,40,253.0,2,0.0,314.0,89.0,12.0,0,1.0,2,43.3,32.328801453543015,8.20510302659651,7.2364731804188915,23.35298553723622,94.61976801365309
939,00-0029415,2014,Keshawn Martin,htx,9,WR,24.0,REG,0,0.0,0,0.0,0.0,0,6,12,78.0,0,0.0,81.0,57.0,3.0,0,0.0,0,7.800000000000001,41.84851580152908,10.013593759243888,11.70439681089687,28.50022839169414,121.54423465185134
940,00-0029415,2015,Keshawn Martin,nwe,9,WR,25.0,REG,1,6.0,0,0.0,0.0,0,24,37,269.0,2,0.0,374.0,76.0,14.0,0,0.0,2,39.5,57.80632411067193,15.522421491440234,9.665967811882336,44.17919962948374,117.9786705583997
941,00-0029415,2015,Keshawn Martin,nwe,9,WR,25.0,REG,1,6.0,0,0.0,0.0,0,24,37,269.0,2,0.0,374.0,76.0,14.0,0,0.0,2,39.5,57.80632411067193,15.522421491440234,9.665967811882336,44.17919962948374,117.9786705583997
942,00-0029424,2013,Marvin McNutt,car,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,20.0,0.0,0.0,0,0.0,0,0.0,49.871561932209765,11.862108143022702,14.222381460872096,33.76138471475692,131.30478129024218
943,00-0029432,2013,Chase Ford,min,8,TE,23.0,REG,0,0.0,0,0.0,0.0,0,11,16,133.0,0,0.0,141.0,61.0,7.0,0,0.0,0,13.3,46.86423156443832,11.336944111582293,12.63344667893255,32.26668708681114,79.43979891493703
944,00-0029432,2014,Chase Ford,min,10,TE,24.0,REG,0,0.0,0,0.0,0.0,0,23,35,258.0,1,0.0,352.0,62.0,15.0,0,0.0,1,31.800000000000004,40.61039403225307,9.978102705239456,10.35515474162886,28.399215391835373,100.15357060500608
945,00-0029435,2013,Damaris Johnson,phi,3,WR,23.0,REG,0,0.0,0,0.0,0.0,0,2,3,14.0,0,0.0,40.0,1.0,0.0,0,0.0,0,1.4,53.12950316396216,12.78804161074152,14.57062837082567,36.3967338151874,104.52208347970492
946,00-0029435,2014,Damaris Johnson,htx,16,WR,24.0,REG,5,19.0,0,0.0,1.0,0,31,49,331.0,1,0.0,287.0,183.0,15.0,0,0.0,1,41.0,41.84851580152908,10.013593759243888,11.70439681089687,28.50022839169414,121.54423465185134
947,00-0029435,2015,Damaris Johnson,nwe,1,WR,25.0,REG,1,6.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.6000000000000001,57.80632411067193,15.522421491440234,9.665967811882336,44.17919962948374,117.9786705583997
948,00-0029435,2015,Damaris Johnson,nwe,1,WR,25.0,REG,1,6.0,0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.6000000000000001,57.80632411067193,15.522421491440234,9.665967811882336,44.17919962948374,117.9786705583997
949,00-0029463,2014,De'Andre Presley,car,1,WR,24.0,REG,1,-2.0,0,0.0,0.0,0,0,1,0.0,0,0.0,24.0,0.0,0.0,0,0.0,0,-0.2,44.32475934008109,10.811169877525488,11.608288602230058,30.770252728341774,96.9270008728129
950,00-0029494,2013,Joe Anderson,chi,1,WR,24.0,REG,0,0.0,0,0.0,0.0,0,0,1,0.0,0,0.0,16.0,0.0,0.0,0,0.0,0,0.0,54.13194661988597,13.884231101746268,11.557447090992914,39.516657751124,73.15408746137278
951,00-0029534,2014,Cooper Helfet,sea,8,TE,25.0,REG,0,0.0,0,0.0,0.0,0,12,24,185.0,2,0.0,230.0,69.0,9.0,0,0.0,2,30.5,52.74398737115795,11.960880662048297,17.289397683665328,34.04250649967592,128.00864359663166
952,00-0029534,2015,Cooper Helfet,sea,7,TE,26.0,REG,0,0.0,0,0.0,0.0,0,13,22,130.0,0,0.0,117.0,79.0,7.0,0,0.0,0,13.0,56.07707509881423,13.601341379378324,14.979638659429664,38.71151007976907,125.56457176583812
953,00-0029548,2013,LaVon Brazill,clt,8,WR,24.0,REG,0,0.0,0,0.0,0.0,0,12,27,161.0,2,0.0,313.0,53.0,7.0,0,0.0,2,28.1,49.37034020424785,12.484032212907744,11.22889973391381,35.531476298275884,105.1024669150713
954,00-0029552,2013,Jeremy Ebert,jax,4,WR,24.0,REG,0,0.0,0,0.0,0.0,0,3,8,18.0,0,0.0,46.0,6.0,0.0,0,0.0,0,1.8,29.572081949752523,7.756081944677975,5.65541393709543,22.07500245792962,83.1736975267207
955,00-0029572,2013,Jarius Wright,min,15,WR,23.0,REG,0,0.0,0,0.0,0.0,0,26,43,434.0,3,0.0,618.0,118.0,20.0,0,0.0,3,61.4,46.86423156443832,11.336944111582293,12.63344667893255,32.26668708681114,79.43979891493703
956,00-0029572,2014,Jarius Wright,min,15,WR,24.0,REG,5,71.0,0,0.0,3.0,0,42,62,588.0,2,0.0,647.0,327.0,25.0,0,0.0,2,77.9,40.61039403225307,9.978102705239456,10.35515474162886,28.399215391835373,100.15357060500608
957,00-0029572,2015,Jarius Wright,min,15,WR,25.0,REG,1,29.0,0,0.0,1.0,0,34,50,442.0,0,1.0,476.0,175.0,25.0,0,0.0,0,45.1,46.93675889328063,10.898001377328264,14.408720759135743,31.017388535472755,108.0071461280083
958,00-0029572,2016,Jarius Wright,min,4,WR,26.0,REG,0,0.0,0,0.0,0.0,0,11,14,67.0,1,0.0,56.0,42.0,5.0,0,0.0,1,12.7,39.49099185646089,10.569956421134492,6.735511684928097,30.08372212169048,112.16695677782673
959,00-0029572,2017,Jarius Wright,min,12,WR,27.0,REG,0,0.0,0,0.0,0.0,0,18,25,198.0,2,0.0,190.0,86.0,13.0,0,0.0,2,31.8,51.57602223104406,12.812441863741183,12.612604124402162,36.46618068910952,128.35055774278212
960,00-0029572,2018,Jarius Wright,car,16,WR,28.0,REG,2,39.0,0,0.0,1.0,0,43,59,447.0,1,1.0,365.0,198.0,25.0,1,0.0,1,54.6,48.75698046886073,11.977032524357522,12.442866853565484,34.088477184709866,90.8179159471708
961,00-0029572,2019,Jarius Wright,car,16,WR,29.0,REG,1,-7.0,0,0.0,0.0,0,28,58,296.0,0,0.0,618.0,89.0,16.0,0,0.0,0,28.9,40.598477557091606,10.16171147707178,9.634667387464631,28.921794203973523,84.91703739801963
962,00-0029580,2013,Rishard Matthews,mia,13,WR,23.0,REG,0,0.0,0,0.0,0.0,0,41,67,448.0,2,0.0,577.0,151.0,26.0,0,0.0,2,56.8,39.09529478102876,10.11187299121118,8.02253454026843,28.779946205754896,109.87905942595336
963,00-0029580,2014,Rishard Matthews,mia,10,WR,24.0,REG,1,3.0,0,0.0,0.0,0,12,22,135.0,2,0.0,260.0,42.0,9.0,0,0.0,2,25.8,49.277246417185125,12.31914182788598,11.75138097798377,35.0621728947524,91.76241528400742
964,00-0029580,2015,Rishard Matthews,mia,11,WR,25.0,REG,1,4.0,0,0.0,0.0,0,43,61,662.0,4,0.0,694.0,236.0,31.0,0,0.0,4,90.6,37.5494071146245,9.751778317954248,7.552448853109997,27.755061366485165,94.7902885500183
965,00-0029580,2016,Rishard Matthews,oti,16,WR,26.0,REG,0,0.0,0,0.0,0.0,0,65,108,945.0,9,1.0,1427.0,203.0,43.0,0,0.0,9,146.5,48.94991206160121,11.805217698039776,13.33521101992232,33.59946575595936,104.22465972880948
