,season,season_type,player_display_name,player_position_x,team_abbr_x,avg_cushion / game,avg_separation / game,avg_intended_air_yards / game,percent_share_of_intended_air_yards / game,receptions / game,targets / game,catch_percentage / game,yards / game,rec_touchdowns / game,avg_yac / game,avg_expected_yac / game,avg_yac_above_expectation / game,player_position_y,team_abbr_y,efficiency / game,percent_attempts_gte_eight_defenders / game,avg_time_to_los / game,rush_attempts / game,rush_yards / game,expected_rush_yards / game,rush_yards_over_expected / game,avg_rush_yards / game,rush_yards_over_expected_per_att / game,rush_pct_over_expected / game,rush_touchdowns / game,player_id,team,GP,position,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,age,status,y/c,y/g,c/g,y/rec,rec/g,y/tgt,catch %,touches,y/touch,rrtd,team_rush_yards,rb,team_receiving_yards,wrte,AV
443,2021,REG,Robert Woods,WR,LAR,6.412894099727434,3.629507831705767,8.570912813434553,22.406914654717777,9.666666666666666,14.88888888888889,62.94302584157656,120.55555555555556,0.7777777777777778,4.950947971781305,4.747594598830354,0.2033533729509511,,,,,,,,,,,,,,00-0030431,ram,9,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,46.0,1,0.0,0.0,1.0,1.9396912073134445,0,45,69,556.0,4,0.0,0.0,563.0,198.0,34.0,29.565317661937613,1,9.41497256872314,1.9589071515701504,1.9122299474569917,4.27692169057512,0.0,137.2,9,0.2123076923076923,0.2079025110782865,0.1563981042654028,0.4847835473241677,0.2002881844380403,0.1739130434782608,0.2481751824817518,0.2375,0.1871006139581505,0.1950131562460844,1.7107692307692308,0.1427174568831006,29.0,RES,5.75,5.111111111111111,0.8888888888888888,12.355555555555556,5.0,8.057971014492754,65.21739130434783,53,11.358490566037736,5,1683,10.485841116090995,4642,41.284993204270506,5.231550168040091
444,2022,REG,Robert Woods,WR,TEN,7.284566718286229,2.803635026567416,8.550488960113961,25.64136366874225,7.833333333333333,13.666666666666666,57.27411477411477,78.91666666666667,0.25,2.6085560796645693,2.8112634981316944,-0.2027074184671251,,,,,,,,,,,,,,00-0030431,oti,17,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,53,91,527.0,2,0.0,0.0,716.0,156.0,31.0,8.946638316698975,0,14.402275177698485,3.6104679733620806,3.7389797773363,8.032987804178532,0.0,117.7,17,0.1995614035087719,0.2007289038407625,0.1012329656067488,0.459925228335768,0.1633095754570808,0.1176470588235294,0.2026143790849673,0.1941176470588235,0.1404783171403051,0.1541770721303706,1.155701754385965,0.1002657852591406,30.0,ACT,,0.0,0.0,9.943396226415096,3.117647058823529,5.791208791208791,58.24175824175825,53,9.943396226415096,2,2131,10.83734072014536,2914,23.91127167002726,4.324378919047484
445,2023,REG,Robert Woods,WR,HOU,6.901936868686868,2.5193117053207303,10.06987962962963,23.27915566212063,7.888888888888889,14.88888888888889,52.129629629629626,81.66666666666667,0.1111111111111111,3.265083333333333,3.229755782117872,0.0353275512154607,,,,,,,,,,,,,,00-0030431,htx,13,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,7.0,0,0.0,0.0,0.0,0.1357164230430498,0,40,75,426.0,1,0.0,0.0,732.0,126.0,26.0,2.148326609799786,0,7.638205449329433,2.160214157813562,2.543369540826272,5.020679915298734,0.0,89.3,13,0.1588983050847457,0.1838272225012556,0.0867768595041322,0.3854092356281231,0.1248534583821805,0.0526315789473684,0.1575757575757575,0.1467391304347826,0.0887425186647744,0.1104090824952181,0.902542372881356,0.0798619184746641,31.0,ACT,7.0,0.5384615384615384,0.0769230769230769,10.65,3.076923076923077,5.68,53.333333333333336,41,10.560975609756095,1,1647,9.178044023404848,4173,33.571883786316775,3.466188164829652
446,2016,REG,Christine Michael,,,,,,,,,,,,,,,RB,GB,4.888233276157804,15.472972972972974,2.67385546875,79.0,309.5,,,3.7695945945945946,,,3.5,00-0030432,gnb,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,148,583.0,7,1.0,0.0,32.0,-11.180408711726734,0,22,29,107.0,1,1.0,1.0,6.0,122.0,4.0,-6.162319857481634,0,8.76965811965812,0.8332142112629918,-0.0068468679714635,1.2450285093144633,0.0,137.0,15,0.0559845559845559,0.0013599274705349,0.0710128055878929,0.0850647759532619,0.0253734882617974,0.0384615384615384,0.0208333333333333,0.0229357798165137,0.0319175133616679,0.0279910983017456,0.2065637065637065,0.095886000643906,25.0,ACT,3.939189189189189,38.86666666666667,9.866666666666667,4.863636363636363,1.4666666666666666,3.689655172413793,75.86206896551724,170,4.0588235294117645,8,1701,12.0152560023051,4199,42.975753611160734,5.2132228426635345
447,2016,REG,Christine Michael,,,,,,,,,,,,,,,RB,SEA,4.322299506710758,21.011904761904763,2.4513281812725087,15.285714285714286,63.71428571428572,,,4.246825396825397,,,0.7142857142857143,00-0030432,gnb,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,148,583.0,7,1.0,0.0,32.0,-11.180408711726734,0,22,29,107.0,1,1.0,1.0,6.0,122.0,4.0,-6.162319857481634,0,8.76965811965812,0.8332142112629918,-0.0068468679714635,1.2450285093144633,0.0,137.0,15,0.0559845559845559,0.0013599274705349,0.0710128055878929,0.0850647759532619,0.0253734882617974,0.0384615384615384,0.0208333333333333,0.0229357798165137,0.0319175133616679,0.0279910983017456,0.2065637065637065,0.095886000643906,25.0,ACT,3.939189189189189,38.86666666666667,9.866666666666667,4.863636363636363,1.4666666666666666,3.689655172413793,75.86206896551724,170,4.0588235294117645,8,1701,12.0152560023051,4199,42.975753611160734,5.2132228426635345
448,2016,REG,Mike Gillislee,,,,,,,,,,,,,,,RB,BUF,3.947245810300302,40.0959238781021,2.755437973019888,30.6,173.0,,,5.775691140542626,,,2.0,00-0030433,buf,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,101,577.0,8,0.0,0.0,39.0,23.7090571502049,0,9,11,50.0,1,0.0,0.0,8.0,44.0,1.0,-1.376484414481213,0,18.890476190476196,0.3364611656232549,0.0079114531215561,0.5102297656199717,0.0,125.7,15,0.0241228070175438,0.0018471484645578,0.0392857142857142,0.037661929297962,0.0162127107652399,0.0625,0.0067567567567567,0.0121951219512195,0.0393563553826199,0.0254701686121919,0.1096491228070175,0.1001226642027623,25.0,ACT,5.712871287128713,38.46666666666667,6.733333333333333,5.555555555555555,0.6,4.545454545454546,81.81818181818183,110,5.7,9,2630,16.760104607405356,3036,32.53496070110072,4.212846263158754
449,2017,REG,Mike Gillislee,,,,,,,,,,,,,,,RB,NE,4.304194278686863,49.002768065268064,2.524588669587153,24.25,88.375,,,3.625866841491842,,,1.125,00-0030433,nwe,9,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,104,383.0,5,1.0,1.0,25.0,-15.689354419019375,0,1,1,15.0,0,0.0,0.0,-5.0,20.0,1.0,0.8702450764831156,0,-3.0,0.0357142857142857,-0.0231481481481481,0.0373677248677248,0.0,68.8,9,0.0029673590504451,-0.0015777847901546,0.0168350168350168,0.0031888107435439,0.0054249547920434,0.0,0.0072992700729927,0.0064516129032258,0.0027124773960217,0.0043399638336347,0.0445103857566765,0.0731448011907293,26.0,ACT,3.682692307692308,42.55555555555556,11.555555555555555,15.0,0.1111111111111111,15.0,100.0,105,3.7904761904761903,5,1889,14.171102638472714,4418,48.39846542903079,3.037552984898565
450,2016,REG,Levine Toilolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030443,atl,13,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13,19,264.0,2,0.0,0.0,163.0,147.0,11.0,17.745338748500217,0,37.27495340483207,0.5575747941913496,0.5246810541930014,1.2036389292221252,0.0,51.4,13,0.0436781609195402,0.0424921793534932,0.0826306913996627,0.0995109848621049,0.0640932265112891,0.0606060606060606,0.0541871921182266,0.0550847457627118,0.0623496435586748,0.0633957933302434,0.6068965517241379,0.0351871628467373,25.0,ACT,,0.0,0.0,20.307692307692307,1.0,13.894736842105264,68.42105263157895,13,20.307692307692307,2,1928,14.179838264244628,4725,50.403447965152445,2.8161926482116924
451,2018,REG,Levine Toilolo,TE,DET,4.022,3.181583306304125,14.05,29.39023114736952,4.0,6.0,66.66666666666666,90.0,0.0,7.412499999999999,7.543391117447442,-0.1308911174474429,,,,,,,,,,,,,,00-0030443,det,11,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,21,24,263.0,1,0.0,0.0,180.0,110.0,16.0,19.81513879506383,0,18.982323232323232,0.7652858635617257,0.7968858063342428,1.7057488597765584,0.0,53.3,11,0.0616966580976863,0.0627615062761506,0.0819061801935964,0.14275419216745,0.1018195896244676,0.0666666666666666,0.1203007518796992,0.1148648648648648,0.0842431281455671,0.0947890050329074,0.6760925449871465,0.0609546899659202,27.0,ACT,,0.0,0.0,12.523809523809524,1.9090909090909087,10.958333333333334,87.5,21,12.523809523809524,1,1660,9.336420055618868,3576,29.74178476561132,2.187385177112913
452,2016,REG,Quinton Patton,WR,SF,6.60614503328213,3.3333330050512,9.804392857142858,21.69719902956829,8.0,13.75,59.06746031746032,93.875,0.0,6.058504504504505,5.923059251185757,0.1354452533187475,,,,,,,,,,,,,,00-0030450,sfo,13,WR,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,37,63,408.0,0,1.0,0.0,558.0,200.0,22.0,2.4687927012014006,0,11.696294272762408,2.0505081321981744,2.136938377477303,4.571619062531373,0.0,77.8,13,0.1510791366906475,0.1589743589743589,0.1672240802675585,0.3537981922154584,0.1541950113378684,0.0,0.1705426356589147,0.1496598639455782,0.0770975056689342,0.1233560090702947,0.9784172661870504,0.0776416111133288,26.0,RES,,0.0,0.0,11.027027027027026,2.8461538461538463,6.476190476190476,58.730158730158735,37,11.027027027027026,0,2019,10.710379788248687,2911,24.62246338258385,3.451035747198286
453,2016,REG,Giovani Bernard,,,,,,,,,,,,,,,RB,CIN,5.15053732091939,7.16181857358328,2.699395389834396,28.8,107.2,,,3.640623690035455,,,0.8,00-0030456,cin,10,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,91,337.0,2,0.0,0.0,15.0,-9.981379444652704,0,39,51,336.0,1,1.0,1.0,97.0,250.0,16.0,5.204190036452815,0,12.527380952380952,1.43908122940381,0.324526103146657,2.385790116308375,0.0,122.3,10,0.1416666666666666,0.0318137094129222,0.224820143884892,0.2379509675303378,0.1217391304347826,0.0909090909090909,0.123076923076923,0.1205673758865248,0.1063241106719367,0.1155731225296442,0.9333333333333332,0.1373077354889413,24.0,RES,3.703296703296704,33.7,9.1,8.615384615384615,3.9,6.588235294117647,76.47058823529412,130,5.176923076923077,3,1769,9.773296006331476,3942,32.03552229493429,4.592420518167369
454,2017,REG,Giovani Bernard,,,,,,,,,,,,,,,RB,CIN,3.768764772444092,14.91245469506339,2.706536175703729,29.33333333333333,132.5,6.107366037771953,14.892633962228048,4.7179467875120045,14.892633962228048,1.0,0.6666666666666666,00-0030456,cin,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,105,458.0,2,0.0,0.0,20.0,-9.810816668788902,0,43,60,381.0,2,0.0,0.0,-52.0,431.0,16.0,0.5195936881598717,0,-34.19765512265512,1.8506519186306467,-0.2128561736503789,2.626978556390705,0.0,150.9,16,0.1176470588235294,-0.0124730151115375,0.2447473026689381,0.166492176146064,0.1125221500295333,0.08,0.0969696969696969,0.0947368421052631,0.0962610750147666,0.1060177200236267,0.7470588235294118,0.1303288882747184,25.0,ACT,4.3619047619047615,28.625,6.5625,8.86046511627907,2.6875,6.35,71.66666666666667,148,5.668918918918919,4,1366,8.055726557653095,3122,26.978309786796817,5.993324539176944
455,2018,REG,Giovani Bernard,,,,,,,,,,,,,,,HB,CIN,3.696095272036113,35.833333333333336,2.956883333333333,13.5,65.0,65.94622491030448,-0.9462249103044832,4.841666666666667,0.0115989260102293,0.375,1.5,00-0030456,cin,12,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,56,211.0,3,0.0,0.0,14.0,-4.338234453025507,0,35,48,218.0,0,0.0,0.0,-7.0,227.0,8.0,-4.186959062160028,0,10.246825396825397,1.4591866834089304,-0.0237681850585585,2.172142295572405,0.0,95.9,12,0.119106699751861,-0.0022457491177414,0.1702925731432858,0.1768634503335984,0.083047619047619,0.0,0.0592592592592592,0.0512820512820512,0.0415238095238095,0.0664380952380952,0.5409429280397022,0.096683133380381,26.0,ACT,3.767857142857143,17.583333333333332,4.666666666666667,6.228571428571429,2.9166666666666665,4.541666666666667,72.91666666666666,91,4.714285714285714,3,1682,11.111980078096783,3290,32.65680138052795,3.557837636013805
456,2019,REG,Giovani Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030456,cin,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,53,170.0,0,0.0,0.0,10.0,-15.463602124499342,0,30,43,234.0,0,2.0,1.0,6.0,220.0,7.0,-13.621415257744411,0,-40.9796287046287,1.1932323756881855,0.0064369720960644,1.7943544439995236,0.0,68.4,16,0.0698051948051948,0.001194743130227,0.1254991443240159,0.1056635867119737,0.0585878818227341,0.0,0.0366492146596858,0.0334928229665071,0.029293940911367,0.0468703054581872,0.3798701298701298,0.0544213357096255,27.0,ACT,3.207547169811321,10.625,3.3125,7.8,1.875,5.441860465116279,69.76744186046511,83,4.867469879518072,0,1517,7.279943678451776,3652,25.48448399135893,2.448719440285492
457,2020,REG,Giovani Bernard,,,,,,,,,,,,,,,HB,CIN,4.323243243243244,7.6923076923076925,2.266818181818182,13.0,37.0,46.61039504121226,-9.610395041212264,2.8461538461538463,-0.739261157016328,0.4615384615384615,0.0,00-0030456,cin,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,124,416.0,3,1.0,1.0,23.0,-20.296372331738603,0,47,59,355.0,3,0.0,0.0,77.0,350.0,15.0,6.2405293784958165,0,79.24654745838956,1.5989159055268407,0.3094455443323027,2.614985739322873,0.0,158.10000000000002,16,0.1015490533562822,0.0162756288311139,0.1957494407158836,0.1653440830993145,0.0935934616398629,0.1578947368421052,0.0746268656716417,0.0818181818181818,0.125744099240984,0.1064537166803113,0.6110154905335629,0.121819666825908,28.0,ACT,3.3548387096774195,26.0,7.75,7.553191489361702,2.9375,6.016949152542373,79.66101694915254,171,4.508771929824562,6,1668,8.131653727867375,3448,25.022748960940184,4.604336449181396
458,2020,REG,Giovani Bernard,,,,,,,,,,,,,,,RB,CIN,4.558935877878761,12.336021505376344,2.6691663411245505,38.4,131.2,157.49853010061548,-26.69853010061549,3.4741344086021506,-0.5265041347527902,0.3258333333333333,1.0,00-0030456,cin,16,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,124,416.0,3,1.0,1.0,23.0,-20.296372331738603,0,47,59,355.0,3,0.0,0.0,77.0,350.0,15.0,6.2405293784958165,0,79.24654745838956,1.5989159055268407,0.3094455443323027,2.614985739322873,0.0,158.10000000000002,16,0.1015490533562822,0.0162756288311139,0.1957494407158836,0.1653440830993145,0.0935934616398629,0.1578947368421052,0.0746268656716417,0.0818181818181818,0.125744099240984,0.1064537166803113,0.6110154905335629,0.121819666825908,28.0,ACT,3.3548387096774195,26.0,7.75,7.553191489361702,2.9375,6.016949152542373,79.66101694915254,171,4.508771929824562,6,1668,8.131653727867375,3448,25.022748960940184,4.604336449181396
459,2021,REG,Giovani Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,,,00-0030456,tam,10,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,8,58.0,0,0.0,0.0,3.0,1.7233135008718818,0,23,29,123.0,3,1.0,0.0,30.0,134.0,8.0,-2.620225762556233,0,17.25052666631614,0.6569474979866017,0.1135128511571114,1.0648802427898807,0.0,59.1,10,0.0659090909090909,0.0087796312554872,0.0814589665653495,0.1058873413680261,0.0367932994316482,0.0909090909090909,0.0454545454545454,0.0526315789473684,0.0638511951703695,0.0476164577271367,0.2795454545454545,0.0490896405076749,29.0,ACT,7.25,5.8,0.8,5.3478260869565215,2.3,4.241379310344827,79.3103448275862,31,5.838709677419355,3,1672,9.891534905308069,5229,43.490382362936266,1.3661369749199193
460,2016,REG,Vance McDonald,TE,SF,5.907115384615385,2.496784776753333,10.93312037037037,19.983170672664382,6.5,12.833333333333334,47.77777777777777,109.16666666666669,1.0,9.569236111111111,7.974246518472896,1.5949895926382147,,,,,,,,,,,,,,00-0030470,sfo,10,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,24,45,391.0,4,0.0,0.0,439.0,207.0,13.0,16.485675910718637,0,14.68444095980786,1.478489010989011,1.5338968732135916,3.291461327733031,0.0,87.10000000000001,10,0.1410658307210031,0.1601021152443472,0.2218649517684887,0.3396804382769824,0.1944306315266036,0.3076923076923077,0.1326530612244898,0.1531531531531531,0.2510614696094557,0.2170829667597444,1.225705329153605,0.1183359600021738,26.0,RES,,0.0,0.0,16.291666666666668,2.4,8.688888888888888,53.333333333333336,24,16.291666666666668,4,2019,10.710379788248687,2911,24.62246338258385,3.3072425910650236
461,2017,REG,Vance McDonald,TE,PIT,5.149,2.4257356391576628,5.524333333333333,9.610683872568387,4.0,5.5,73.33333333333333,52.0,0.0,6.6025,5.57453801480494,1.0279619851950603,,,,,,,,,,,,,,00-0030470,pit,9,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14,24,188.0,1,0.0,0.0,199.0,88.0,10.0,3.338574210592263,0,7.994341158983103,0.7026388888888888,0.7289633745307049,1.564232695504827,0.0,38.8,9,0.0738461538461538,0.0743925233644859,0.072072072072072,0.1702832494608195,0.0746624305003971,0.0769230769230769,0.087719298245614,0.0866141732283464,0.075792753711737,0.0751145597849331,0.5784615384615385,0.0460031775390671,27.0,ACT,,0.0,0.0,13.428571428571429,1.5555555555555556,7.833333333333333,58.333333333333336,14,13.428571428571429,1,1667,11.144343853083182,4380,42.06496006241435,1.8055279661492918
462,2018,REG,Vance McDonald,TE,PIT,5.6512801932367145,3.322030576907956,5.00987037037037,7.940686367975554,9.0,13.333333333333334,64.89858906525573,101.33333333333331,0.5555555555555556,6.062456084656085,4.825924034766263,1.236532049889821,,,,,,,,,,,,,,00-0030470,pit,15,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,50,72,610.0,4,2.0,1.0,380.0,387.0,33.0,27.57659957307568,0,24.63735959030077,1.705451381152816,1.1946078092170116,3.394402538181132,0.0,133.0,15,0.1111111111111111,0.076845298281092,0.1483895705521472,0.2281429052915402,0.1260591031204794,0.1176470588235294,0.141025641025641,0.1380597014925373,0.1218530809720044,0.1243766942610894,0.941358024691358,0.0808972908531318,28.0,ACT,,0.0,0.0,12.2,3.333333333333333,8.472222222222221,69.44444444444444,50,12.2,4,1445,8.080004259908836,5008,38.92801684936829,4.741631445310435
463,2019,REG,Vance McDonald,TE,PIT,5.297928315412187,3.492787793098962,4.481868686868687,10.502283436709162,9.833333333333334,14.833333333333334,62.705627705627705,65.66666666666667,1.0,3.898736842105264,3.1539133175296903,0.744823524575574,,,,,,,,,,,,,,00-0030470,pit,14,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,2.0,0,0.0,0.0,0.0,-0.795680686365813,0,38,55,273.0,3,1.0,0.0,278.0,172.0,12.0,-11.380181262409032,0,21.30414850803845,1.7291154323049305,1.0129741983086131,3.302755087273425,0.0,83.5,14,0.1247165532879818,0.0770509977827051,0.1179698216735253,0.2487156281581368,0.0992005813953488,0.2,0.0944881889763779,0.1056338028169014,0.1496002906976744,0.119360465116279,0.6190476190476191,0.0896615411047161,29.0,ACT,2.0,0.1428571428571428,0.0714285714285714,7.184210526315789,2.7142857142857144,4.963636363636364,69.0909090909091,39,7.051282051282051,3,1447,7.616433541924749,2981,23.37075141976665,2.1508207778215715
464,2016,REG,Jordan Reed,TE,WAS,5.281163492063492,3.385884651377036,7.888671142902043,20.071769541998528,12.8,17.2,74.83231375366208,131.5,1.2,4.180321248196249,4.050077878485686,0.1302433697105617,,,,,,,,,,,,,,00-0030472,was,12,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,66,89,686.0,6,1.0,1.0,644.0,264.0,41.0,30.7349786477877,0,13.110744948541113,2.292462819294557,2.0645462945862665,4.883876635152222,0.0,168.6,12,0.1901709401709401,0.1614844533600802,0.1734559789750328,0.4144439729444744,0.1785063752276867,0.3,0.2252747252747252,0.2326732673267326,0.2392531876138433,0.2028051001821493,1.4658119658119655,0.1407204620572229,26.0,ACT,,0.0,0.0,10.393939393939394,5.5,7.707865168539326,74.15730337078652,66,10.393939393939394,6,1696,10.020493237408392,4758,40.04212945754786,5.773203196275291
465,2018,REG,Jordan Reed,TE,WAS,6.602285517512789,3.351085682192648,6.3110970418470425,18.61635396724532,9.545454545454543,14.636363636363637,67.48065066246885,95.63636363636364,0.3636363636363636,4.543268638768639,4.205864576674721,0.337404062093918,,,,,,,,,,,,,,00-0030472,was,13,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,54,84,558.0,2,1.0,1.0,575.0,231.0,26.0,-1.1985553877683852,0,13.028031659739527,2.7077772699647884,2.2733728701210083,5.653026914031888,0.0,119.8,13,0.1939953810623556,0.166714989852131,0.1708579881656804,0.4243650634752383,0.1934142114384748,0.1428571428571428,0.1984732824427481,0.193103448275862,0.1681356771478088,0.1833027977222084,1.2886836027713626,0.1187078874355925,28.0,RES,,0.0,0.0,10.333333333333334,4.153846153846154,6.642857142857143,64.28571428571429,54,10.333333333333334,2,1774,9.638099927271195,3021,25.28961062903829,4.671169391262286
466,2020,REG,Jordan Reed,TE,SF,5.769045681063123,2.0603626119575638,8.600159420289854,20.518040944201925,6.571428571428571,11.714285714285714,53.431677018633536,59.285714285714285,1.0,3.073646781789639,2.1962304340888785,0.8774163477007605,,,,,,,,,,,,,,00-0030472,sfo,10,TE,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,26,46,231.0,4,0.0,0.0,370.0,84.0,16.0,4.329654768920044,0,8.388276583034648,1.352754920168837,1.7666593766968997,3.265793943941085,0.0,73.1,10,0.1299435028248587,0.1601038511466897,0.0594479830148619,0.3229983351546399,0.0864844627480344,0.2352941176470588,0.123076923076923,0.1360544217687075,0.1608892901975466,0.1162463937278393,0.652542372881356,0.0801148568673008,30.0,ACT,,0.0,0.0,8.884615384615385,2.6,5.021739130434782,56.52173913043478,26,8.884615384615385,4,1889,9.59360560898106,4033,30.331528364119983,1.7373129313443383
467,2016,REG,Le'Veon Bell,,,,,,,,,,,,,,,RB,PIT,4.278288185763194,21.466690956226373,3.082491053628116,40.15384615384615,195.07692307692307,,,4.754514075365724,,,1.0769230769230769,00-0030496,pit,12,RB,0,1,0.0,0,0.0,0.0,0.0,0,0,5.0,0.0,0.0,-0.5972102339146659,0,0.0,0.0,261,1268.0,7,3.0,1.0,69.0,5.253504687663746,0,75,94,616.0,2,1.0,0.0,-16.0,665.0,31.0,25.1157131445504,1,-0.6549019607843176,2.561999542438801,-0.0576931840795944,3.8026140848024856,0.0,317.4,12,0.2131519274376417,-0.0042929970485645,0.4293092317624273,0.316293493517611,0.1875761266747868,0.0833333333333333,0.1962025316455696,0.1813186813186813,0.13545473000406,0.1667275680064961,1.3968253968253967,0.2703899953997921,24.0,ACT,4.85823754789272,105.66666666666669,21.75,8.213333333333333,6.25,6.553191489361702,79.7872340425532,336,5.607142857142857,9,1760,10.758660931044629,4202,37.3960050787159,13.233263040953581
468,2017,REG,Le'Veon Bell,,,,,,,,,,,,,,,RB,PIT,4.240721780743225,17.906473618433314,3.059350636423103,40.125,161.375,,,3.974937123251229,,,1.125,00-0030496,pit,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,321,1291.0,9,2.0,2.0,74.0,-17.15512411845283,0,85,106,655.0,2,1.0,0.0,34.0,681.0,31.0,11.613595007515253,0,-11.211080586080586,2.8464267169509103,0.1401320258917069,4.367732493550561,0.0,341.6,15,0.1882770870337478,0.0067621320604614,0.3227488151658768,0.2878253361989908,0.1525029103608847,0.0714285714285714,0.1490384615384615,0.1398305084745762,0.111965740894728,0.1362880425744221,1.163410301953819,0.2377836558541,25.0,ACT,4.021806853582555,86.06666666666666,21.4,7.705882352941177,5.666666666666667,6.179245283018868,80.18867924528303,406,4.793103448275862,11,1667,11.144343853083182,4380,42.06496006241435,14.921218877117234
469,2019,REG,Le'Veon Bell,,,,,,,,,,,,,,,RB,NYJ,4.657379622123034,18.371615312791786,2.842438582038388,32.13333333333333,103.66666666666669,118.6464206061463,-15.91308727281296,3.263655439953759,-0.399585107917314,0.3884470092563774,0.4,00-0030496,nyj,15,RB,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,245,789.0,3,0.0,0.0,36.0,-46.75372777892132,0,66,78,461.0,1,1.0,1.0,43.0,440.0,20.0,-4.482374454752843,1,-17.634249084249085,2.582919286526818,0.0317331974523854,3.896592168006897,0.0,215.0,15,0.1608247422680412,0.0112653916688498,0.2736318407960199,0.2502494267371418,0.1452883706271667,0.0588235294117647,0.1360544217687075,0.1280487804878048,0.1020559500194657,0.1279954023840863,0.9505154639175256,0.2048165225012384,27.0,ACT,3.220408163265306,52.6,16.333333333333332,6.984848484848484,4.4,5.910256410256411,84.61538461538461,311,4.019292604501608,4,1257,5.892783178634958,3111,21.123984773647912,6.829045079220727
