Unnamed: 0,Rank,Name,Team,Position,Final PPG,Bye Week,ESPN ADP,VBD,Normalized VBD,Normalized ADP,Weighted Score
255,146,Clyde Edwards-Helaire,KC,RB44,5.114501331866726,6,240.0,-6.316888129810629,0.4673629005481237,0.9598393574297188,0.16832131996363392
304,147,Braxton Berrios,MIA,WR53,4.643177713079943,6,248.0,-4.820682922224091,0.5301956218968835,0.9919678714859438,0.1646811765289044
404,148,J.J. Taylor,HOU,RB45,4.069255254939424,14,249.0,-7.362134206737931,0.42346808240456435,0.9959839357429718,0.12985166970128903
12,149,Patrick Mahomes,KC,QB27,17.76377111765109,6,,0.0,0.7326388597809572,,
22,150,Carson Wentz,KC,QB28,16.369942928067474,6,,-1.3938281895836155,0.6741054328151322,,
26,151,Marcus Mariota,WAS,QB29,16.1729526560917,14,,-1.5908184615593903,0.6658328811593097,,
27,152,Joe Flacco,IND,QB30,16.06557470543208,14,,-1.6981964122190085,0.6613235740010492,,
28,153,Joshua Dobbs,SF,QB31,16.03300163364199,9,,-1.7307694840090981,0.6599556769152202,,
29,154,Jake Browning,CIN,QB32,15.70845805868193,12,,-2.0553130589691584,0.646326559794388,,
31,155,Sam Howell,SEA,QB33,15.380158318641111,10,,-2.3836127990099776,0.6325397035662046,,
49,156,D.J. Moore,CHI,WR54,13.962865249242803,7,,4.499004613938769,0.9215733066208968,,
54,157,Keaton Mitchell,BAL,RB46,13.763285329525209,14,,2.3318958678478534,0.8305661778626476,,
61,158,Travis Etienne,JAX,RB47,13.322830990122014,12,,1.891441528444659,0.8120694204431128,,
62,159,Taylor Heinicke,ATL,QB34,13.208192823758123,12,,-4.555578293892966,0.5413286169939031,,
73,160,Deebo Samuel,SF,WR55,11.39108521690902,9,,1.927224581604987,0.8135721198033545,,
75,161,Zonovan Knight,DET,RB48,11.3391006604924,5,,-0.09228880118495475,0.72876321725608,,
76,162,Khalil Herbert,CHI,RB49,11.335944647893806,7,,-0.09544481378354952,0.7286306813852147,,
77,163,Andy Dalton,CAR,QB35,11.312197367775884,11,,-6.451573749875205,0.4617068154120125,,
