,Rank,Name,Team,Position,Final PPG,Bye Week,ESPN ADP
421,422,Case Keenum,Houston Texans,QB,3.494743174921151,14.0,
422,423,Jakobi Meyers,Oakland Raiders,WR,3.4607403777576824,,109.0
423,424,Tony Jones,Arizona Cardinals,RB,3.413619955742164,11.0,
424,425,Phillip Dorsett,Denver Broncos,WR,3.411790097139784,14.0,
425,426,Michael Bandy,Denver Broncos,WR,3.396092477418243,14.0,
426,427,Michael Carter,Arizona Cardinals,RB,3.377870385285068,11.0,
427,428,Lucas Krull,Denver Broncos,TE,3.376018458788231,14.0,
428,429,Jeff Smith,Arizona Cardinals,WR,3.3656367350439056,11.0,
429,430,Taysom Hill,New Orleans Saints,QB,3.3390955482414046,12.0,153.0
430,431,Emari Demercado,Arizona Cardinals,RB,3.306379435261848,11.0,
431,432,Zay Jones,Arizona Cardinals,WR,3.2995323364410987,11.0,146.0
432,433,Adam Trautman,Denver Broncos,TE,3.195555945211791,14.0,
433,434,Greg Dulcich,Denver Broncos,TE,3.0958445408873767,14.0,
434,435,Michael Burton,Denver Broncos,RB,3.0149175435724187,14.0,
435,436,Brandon Johnson,Denver Broncos,WR,3.005925587310713,14.0,
436,437,Tim Boyle,Houston Texans,QB,2.950384427814123,14.0,
437,438,Dwayne Washington,Denver Broncos,RB,2.762850120561549,14.0,
438,439,Logan Woodside,Cincinnati Bengals,QB,2.410557953118929,12.0,
439,440,Joe Flacco,Indianapolis Colts,QB,2.260384077537496,14.0,
440,441,Josh Reynolds,Denver Broncos,WR,2.18110258659154,14.0,
441,442,Tim Patrick,Denver Broncos,WR,2.0954984143632767,14.0,
442,443,Josh Whyle,Tennessee Titans,TE,1.999881407684944,5.0,
443,444,Nick Westbrook-Ikhine,Tennessee Titans,WR,1.9684011606007623,5.0,
444,445,Kyle Philips,Tennessee Titans,WR,1.7916275512123223,5.0,
445,446,Nick Vannett,Tennessee Titans,TE,1.716553947475555,5.0,
446,447,Tyrod Taylor,New York Jets,QB,1.6966577215163137,12.0,
447,448,Chigoziem Okonkwo,Tennessee Titans,TE,1.587232057658753,5.0,210.0
448,449,Tyler Boyd,Tennessee Titans,WR,1.5071191527167025,5.0,203.0
449,450,Tyjae Spears,Tennessee Titans,RB,1.4862723368930906,5.0,90.0
450,451,Devin Asiasi,Tennessee Titans,TE,1.4850723393244487,5.0,
451,452,Treylon Burks,Tennessee Titans,WR,1.2837887792759528,5.0,
452,453,Courtland Sutton,Denver Broncos,WR,1.220355083037657,14.0,101.0
453,454,Tony Pollard,Tennessee Titans,RB,1.03332597405184,5.0,79.0
454,455,Calvin Ridley,Tennessee Titans,WR,0.9318353482190134,5.0,58.0
455,456,DeAndre Hopkins,Tennessee Titans,WR,0.8827121778039053,5.0,62.0
456,457,Hassan Haskins,Tennessee Titans,RB,0.3071458859072593,5.0,
