team,position,penalty,GP,player_display_name,age,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,rrtd,PPG,oline,qb,rb,wrte,dst
cle,WR,0.8461538461538461,13,Jaelon Darden,25.0,0.23076923076923078,1.1538461538461537,0.0,0.0,0.07692307692307693,0.0,0.7692307692307693,1.2307692307692308,7.3076923076923075,0.0,0.0,13.538461538461538,4.3076923076923075,0.23076923076923078,0.0,0.0,0.0,1.2307692307692308,0.4530386740331487,0.5045207956600362,0.4756335282651065,0.2209302325581394,0.6771771771771764
atl,TE,0.8888888888888888,9,Charlie Woerner,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.2222222222222223,9.333333333333334,0.0,0.0,11.88888888888889,3.2222222222222223,0.4444444444444444,0.0,0.0,0.0,1.3777777777777778,0.7355958958168909,0.8444846292947557,0.5165692007797271,0.0,0.4752252252252242
clt,WR,0.7777777777777778,9,Tyrie Cleveland,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.8888888888888888,10.11111111111111,0.0,0.0,20.333333333333332,3.888888888888889,0.5555555555555556,0.0,0.0,0.0,1.4555555555555555,0.7316495659037092,0.2314647377938518,0.130604288499025,0.2965116279069768,0.671171171171169
gnb,WR,1.0,8,Samori Toure,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.25,9.75,0.0,0.0,39.5,2.25,0.5,0.125,0.0,0.0,1.475,0.5161799526440412,0.7992766726943941,0.2962962962962963,0.3186046511627909,0.6021021021021014
det,TE,0.8999999999999999,9,Parker Hesse,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2222222222222223,9.88888888888889,0.0,0.0,7.222222222222222,4.0,0.6666666666666666,0.0,0.0,0.0,1.488888888888889,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
min,TE,1.0,11,Robert Tonyan,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5454545454545454,10.181818181818182,0.0,0.0,13.181818181818182,5.181818181818182,0.5454545454545454,0.0,0.0,0.0,1.5181818181818183,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
jax,WR,1.0,9,Tim Jones,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,2.0,9.222222222222221,0.0,0.0,16.88888888888889,3.4444444444444446,0.4444444444444444,0.0,0.0,0.0,1.5333333333333332,0.209944751381216,0.72875226039783,0.0740740740740744,0.3372093023255806,0.5683183183183171
cle,TE,1.0,13,Jordan Akins,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1538461538461537,1.7692307692307692,10.153846153846153,0.0,0.0,8.384615384615385,4.461538461538462,0.46153846153846156,0.0,0.0,0.0,1.5923076923076922,0.4530386740331487,0.5045207956600362,0.4756335282651065,0.2209302325581394,0.6771771771771764
det,TE,0.875,8,Sean McKeon,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.375,4.75,0.125,0.0,5.125,2.125,0.375,0.0,0.0,0.125,1.6,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
oti,TE,0.9090909090909091,11,Nick Vannett,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,1.7272727272727273,10.272727272727273,0.0,0.0,5.909090909090909,5.818181818181818,0.2727272727272727,0.0,0.0,0.0,1.6181818181818182,0.5406471981057615,0.4394213381555154,0.5614035087719298,0.2116279069767439,0.0
rai,TE,0.9,14,Zach Gentry,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,1.6428571428571428,9.428571428571429,0.0,0.0,4.571428571428571,7.285714285714286,0.42857142857142855,0.0,0.0,0.0,1.6214285714285714,0.2991318074191005,0.4792043399638337,0.1559454191033138,0.4767441860465116,0.2860360360360356
htx,WR,1.0,11,Xavier Hutchinson,24.0,0.45454545454545453,4.454545454545454,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273,1.7272727272727273,8.181818181818182,0.0,0.0,19.636363636363637,1.8181818181818181,0.2727272727272727,0.0,0.0,0.0,1.6272727272727274,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
nyg,WR,1.0,9,Isaiah McKenzie,29.0,0.3333333333333333,1.5555555555555556,0.0,0.0,0.0,0.0,1.2222222222222223,1.5555555555555556,9.11111111111111,0.0,0.0,3.888888888888889,8.0,0.4444444444444444,0.0,0.0,0.0,1.6777777777777778,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
nyg,TE,0.9357142857142857,14,Jack Stoll,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.5714285714285714,11.5,0.0,0.0,8.214285714285714,5.285714285714286,0.5,0.0,0.0,0.0,1.7214285714285715,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
sdg,WR,1.0,14,Derius Davis,24.0,1.0,7.214285714285714,0.0,0.0,0.35714285714285715,0.0,1.0714285714285714,1.2142857142857142,4.714285714285714,0.0,0.0,-2.7142857142857144,8.214285714285714,0.0,0.0,0.07142857142857142,0.0,1.7285714285714286,0.4640883977900549,0.833634719710669,0.0331384015594542,0.2860465116279065,0.400150150150151
htx,WR,1.0,14,John Metchie,24.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,1.1428571428571428,2.142857142857143,11.285714285714286,0.0,0.0,19.0,6.0,0.5,0.0,0.0,0.0,1.7285714285714286,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
tam,WR,1.0,10,Sterling Shepard,31.0,0.1,0.6,0.0,0.0,0.0,0.0,1.0,2.2,5.7,0.1,0.0,16.0,3.3,0.4,0.0,0.0,0.1,1.7300000000000002,0.2865035516969221,0.6835443037974682,0.5886939571150096,0.1546511627906976,0.4121621621621623
was,TE,1.0,14,John Bates,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3571428571428572,2.0,10.785714285714286,0.0,0.0,12.5,4.642857142857143,0.42857142857142855,0.0,0.0,0.0,1.7571428571428573,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
car,WR,0.9285714285714286,7,Mike Strachan,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.7142857142857142,14.857142857142858,0.0,0.0,28.857142857142858,3.0,0.5714285714285714,0.0,0.0,0.0,1.7714285714285714,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
oti,TE,0.7857142857142857,7,Devin Asiasi,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.5714285714285714,6.285714285714286,0.14285714285714285,0.0,18.0,0.8571428571428571,0.2857142857142857,0.0,0.0,0.14285714285714285,1.7714285714285714,0.5406471981057615,0.4394213381555154,0.5614035087719298,0.2116279069767439,0.0
det,TE,0.9,8,Anthony Firkser,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.625,12.5,0.0,0.0,13.5,2.5,0.625,0.0,0.0,0.0,1.8125,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
was,WR,0.9,7,Dax Milne,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,5.285714285714286,0.14285714285714285,0.0,5.428571428571429,1.8571428571428572,0.2857142857142857,0.0,0.0,0.14285714285714285,1.8142857142857143,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
det,WR,1.0,24,Donovan Peoples-Jones,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,2.0833333333333335,12.916666666666666,0.0,0.0,22.75,2.9166666666666665,0.5833333333333334,0.0,0.0,0.0,1.8333333333333335,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
car,TE,1.0,10,Stephen Sullivan,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.4,12.5,0.0,0.0,25.5,0.8,0.5,0.0,0.0,0.0,1.85,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
htx,WR,1.0,9,Ben Skowronek,27.0,0.2222222222222222,1.0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,1.3333333333333333,7.333333333333333,0.1111111111111111,0.0,9.777777777777779,3.3333333333333335,0.3333333333333333,0.0,0.0,0.1111111111111111,1.9444444444444444,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
sfo,TE,0.9352941176470588,17,Eric Saubert,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,1.7647058823529411,10.117647058823529,0.058823529411764705,0.0,12.588235294117647,5.117647058823529,0.47058823529411764,0.0,0.0,0.058823529411764705,1.9823529411764707,0.3520126282557223,0.867992766726944,0.6822612085769979,1.0,0.942942942942941
den,WR,0.9,7,Michael Bandy,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,3.0,12.714285714285714,0.0,0.0,26.285714285714285,3.5714285714285716,0.7142857142857143,0.0,0.0,0.0,1.9857142857142858,0.5051302288871349,0.969258589511754,0.1773879142300192,0.0720930232558139,0.1118618618618612
chi,TE,0.8125000000000001,8,Tommy Sweeney,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.625,6.375,0.125,0.0,8.5,2.75,0.5,0.0,0.0,0.125,2.0125,0.4175217048145221,0.9204339963833632,0.3684210526315792,0.96860465116279,0.2747747747747748
dal,TE,1.0,11,Luke Schoonmaker,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.3636363636363635,5.909090909090909,0.18181818181818182,0.0,7.363636363636363,2.4545454545454546,0.45454545454545453,0.0,0.0,0.18181818181818182,2.0454545454545454,0.2336227308603002,0.91500904159132,0.1695906432748537,0.4058139534883715,1.0
cle,TE,0.9142857142857144,7,Giovanni Ricci,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.4285714285714286,14.571428571428571,0.0,0.0,7.714285714285714,7.857142857142857,0.42857142857142855,0.0,0.0,0.0,2.1,0.4530386740331487,0.5045207956600362,0.4756335282651065,0.2209302325581394,0.6771771771771764
chi,WR,1.0,13,Tyler Scott,23.0,0.5384615384615384,3.1538461538461537,0.0,0.0,0.15384615384615385,0.0,1.3076923076923077,2.4615384615384617,12.923076923076923,0.0,0.07692307692307693,28.46153846153846,5.384615384615385,0.7692307692307693,0.0,0.0,0.0,2.1076923076923078,0.4175217048145221,0.9204339963833632,0.3684210526315792,0.96860465116279,0.2747747747747748
nwe,WR,1.0,9,Jalen Reagor,25.0,0.1111111111111111,1.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.7777777777777778,2.5555555555555554,15.333333333333334,0.0,0.0,39.888888888888886,2.0,0.5555555555555556,0.0,0.1111111111111111,0.0,2.111111111111111,0.4577742699289659,0.8173598553345387,0.2417153996101362,0.1046511627906974,0.561561561561561
gnb,WR,1.0,12,Malik Heath,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,10.416666666666666,0.08333333333333333,0.0,17.5,2.9166666666666665,0.5,0.0,0.0,0.08333333333333333,2.166666666666667,0.5161799526440412,0.7992766726943941,0.2962962962962963,0.3186046511627909,0.6021021021021014
jax,TE,0.9307692307692308,13,Josiah Deguara,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6153846153846154,1.7692307692307692,13.76923076923077,0.0,0.0,5.769230769230769,7.846153846153846,0.5384615384615384,0.0,0.0,0.0,2.184615384615385,0.209944751381216,0.72875226039783,0.0740740740740744,0.3372093023255806,0.5683183183183171
htx,WR,0.9153846153846155,13,Steven Sims,27.0,1.0769230769230769,5.461538461538462,0.0,0.0,0.38461538461538464,0.0,1.3076923076923077,2.0,9.923076923076923,0.0,0.0,9.76923076923077,6.6923076923076925,0.46153846153846156,0.0,0.0,0.0,2.1923076923076925,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
chi,WR,0.8250000000000001,8,Collin Johnson,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.75,14.5,0.0,0.0,23.125,2.75,0.875,0.0,0.0,0.0,2.2,0.4175217048145221,0.9204339963833632,0.3684210526315792,0.96860465116279,0.2747747747747748
tam,TE,0.9272727272727272,11,Ko Kieft,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.3636363636363635,7.454545454545454,0.18181818181818182,0.0,10.727272727272727,3.0,0.5454545454545454,0.0,0.0,0.18181818181818182,2.2,0.2865035516969221,0.6835443037974682,0.5886939571150096,0.1546511627906976,0.4121621621621623
was,WR,1.0,13,Dyami Brown,25.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,1.7692307692307692,12.923076923076923,0.07692307692307693,0.0,29.76923076923077,5.846153846153846,0.6153846153846154,0.0,0.0,0.07692307692307693,2.2153846153846155,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
min,WR,1.0,9,Trent Sherfield,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,2.4444444444444446,9.555555555555555,0.1111111111111111,0.0,21.11111111111111,5.444444444444445,0.4444444444444444,0.0,0.0,0.1111111111111111,2.2333333333333334,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
pit,WR,1.0,28,Van Jefferson,28.0,0.07142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,1.4285714285714286,3.0714285714285716,14.928571428571429,0.0,0.0,49.0,1.7857142857142858,0.7142857142857143,0.0,0.0,0.0,2.2357142857142858,0.4925019731649569,0.6889692585895117,0.5692007797270953,0.1825581395348834,0.7087087087087065
car,WR,0.95,8,David Moore,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,1.375,11.75,0.125,0.0,13.125,7.75,0.375,0.0,0.0,0.125,2.2375,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
nwe,TE,1.0,16,Austin Hooper,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1.9375,14.625,0.0,0.0,8.125,8.875,0.75,0.0,0.0,0.0,2.2437500000000004,0.4577742699289659,0.8173598553345387,0.2417153996101362,0.1046511627906974,0.561561561561561
sdg,TE,1.0,12,Stone Smartt,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,1.75,12.916666666666666,0.08333333333333333,0.0,15.0,4.666666666666667,0.5,0.0,0.0,0.08333333333333333,2.25,0.4640883977900549,0.833634719710669,0.0331384015594542,0.2860465116279065,0.400150150150151
phi,TE,1.0,7,C.J. Uzomah,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.7142857142857142,8.285714285714286,0.14285714285714285,0.0,9.142857142857142,4.714285714285714,0.7142857142857143,0.0,0.0,0.14285714285714285,2.257142857142857,0.5240726124704027,0.8553345388788427,0.0,0.3720930232558137,0.3633633633633639
den,WR,0.9,7,David Sills,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,2.4285714285714284,15.142857142857142,0.0,0.0,19.0,5.714285714285714,1.0,0.0,0.0,0.0,2.3,0.5051302288871349,0.969258589511754,0.1773879142300192,0.0720930232558139,0.1118618618618612
nwe,WR,1.0,9,Tyquan Thornton,24.0,0.3333333333333333,5.666666666666667,0.0,0.0,0.1111111111111111,0.0,1.4444444444444444,2.5555555555555554,10.11111111111111,0.0,0.0,25.555555555555557,5.555555555555555,0.3333333333333333,0.0,0.0,0.0,2.3000000000000003,0.4577742699289659,0.8173598553345387,0.2417153996101362,0.1046511627906974,0.561561561561561
nyj,WR,0.7777777777777777,9,Malik Taylor,29.0,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,1.0,1.4444444444444444,10.333333333333334,0.1111111111111111,0.0,17.666666666666668,6.888888888888889,0.5555555555555556,0.0,0.0,0.1111111111111111,2.3000000000000003,0.5564325177584846,0.0,0.3099415204678362,0.4639534883720926,0.963213213213212
nyj,TE,1.0,10,Jeremy Ruckert,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.2,15.1,0.0,0.0,13.9,5.1,0.6,0.0,0.0,0.0,2.31,0.5564325177584846,0.0,0.3099415204678362,0.4639534883720926,0.963213213213212
atl,WR,1.0,13,KhaDarel Hodge,29.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,1.7692307692307692,17.846153846153847,0.0,0.0,25.384615384615383,6.384615384615385,1.0,0.0,0.0,0.0,2.3230769230769233,0.7355958958168909,0.8444846292947557,0.5165692007797271,0.0,0.4752252252252242
phi,TE,0.9285714285714286,7,Grant Calcaterra,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.8571428571428572,17.142857142857142,0.0,0.0,12.571428571428571,10.428571428571429,0.8571428571428571,0.0,0.0,0.0,2.357142857142857,0.5240726124704027,0.8553345388788427,0.0,0.3720930232558137,0.3633633633633639
rav,WR,1.0,12,Deonte Harty,27.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.25,1.75,12.5,0.08333333333333333,0.0,18.916666666666668,6.583333333333333,0.75,0.0,0.08333333333333333,0.08333333333333333,2.375,0.653512233622731,0.922242314647378,0.680311890838206,0.3395348837209302,0.7312312312312299
pit,TE,1.0,9,MyCole Pruitt,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,12.222222222222221,0.1111111111111111,0.0,6.888888888888889,5.666666666666667,0.6666666666666666,0.0,0.0,0.1111111111111111,2.388888888888889,0.4925019731649569,0.6889692585895117,0.5692007797270953,0.1825581395348834,0.7087087087087065
sfo,WR,0.911111111111111,9,Chris Conley,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,2.2222222222222223,17.88888888888889,0.0,0.0,27.555555555555557,3.7777777777777777,0.6666666666666666,0.0,0.0,0.0,2.4000000000000004,0.3520126282557223,0.867992766726944,0.6822612085769979,1.0,0.942942942942941
det,WR,0.8454545454545456,11,Tom Kennedy,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,2.272727272727273,17.727272727272727,0.0,0.0,19.181818181818183,8.181818181818182,0.8181818181818182,0.0,0.0,0.0,2.409090909090909,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
rai,TE,1.0,13,Harrison Bryant,26.0,0.38461538461538464,0.6153846153846154,0.0,0.07692307692307693,0.3076923076923077,0.0,1.0,1.5384615384615385,6.230769230769231,0.23076923076923078,0.0,6.230769230769231,2.6923076923076925,0.3076923076923077,0.0,0.0,0.23076923076923078,2.4153846153846152,0.2991318074191005,0.4792043399638337,0.1559454191033138,0.4767441860465116,0.2860360360360356
jax,TE,1.0,9,Luke Farrell,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4444444444444444,1.6666666666666667,17.22222222222222,0.0,0.0,7.888888888888889,10.666666666666666,0.5555555555555556,0.0,0.0,0.0,2.4444444444444446,0.209944751381216,0.72875226039783,0.0740740740740744,0.3372093023255806,0.5683183183183171
crd,WR,0.9,7,Jeff Smith,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.5714285714285714,19.142857142857142,0.0,0.0,20.571428571428573,5.285714285714286,0.7142857142857143,0.0,0.0,0.0,2.4857142857142858,0.0994475138121551,0.5678119349005424,0.9337231968810916,0.545348837209302,0.1283783783783763
oti,TE,1.0,8,Josh Whyle,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.875,11.75,0.125,0.0,18.25,5.0,1.0,0.0,0.0,0.125,2.4875,0.5406471981057615,0.4394213381555154,0.5614035087719298,0.2116279069767439,0.0
was,TE,1.0,7,Cole Turner,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,2.142857142857143,17.142857142857142,0.0,0.0,14.571428571428571,7.142857142857143,0.5714285714285714,0.0,0.0,0.0,2.5,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
