team,position,penalty,GP,player_display_name,age,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_2pt_conversions,special_teams_tds,rrtd,PPG,oline,qb,rb,wrte,dst
was,RB,0.8,13,Jeremy McNichols,29.0,3.1538461538461537,12.0,0.0,0.0,0.46153846153846156,0.0,2.1538461538461537,2.923076923076923,18.46153846153846,0.07692307692307693,0.0,-0.15384615384615385,19.615384615384617,0.8461538461538461,0.0,0.0,0.07692307692307693,5.661538461538461,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
rai,RB,1.0,13,Zamir White,25.0,8.0,34.69230769230769,0.07692307692307693,0.07692307692307693,1.4615384615384615,0.0,1.1538461538461537,1.4615384615384615,7.538461538461538,0.0,0.0,0.3076923076923077,7.230769230769231,0.3076923076923077,0.0,0.0,0.07692307692307693,5.684615384615384,0.2991318074191005,0.4792043399638337,0.1559454191033138,0.4767441860465116,0.2860360360360356
dal,RB,1.0,16,Rico Dowdle,26.0,5.5625,22.5625,0.125,0.0,1.0625,0.0,1.0625,1.375,9.0,0.125,0.0,-0.6875,10.625,0.375,0.0,0.0,0.25,5.71875,0.2336227308603002,0.91500904159132,0.1695906432748537,0.4058139534883715,1.0
was,RB,0.8400000000000001,10,Derrick Gore,30.0,5.4,28.2,0.2,0.0,1.3,0.0,0.8,0.9,10.5,0.0,0.0,1.1,9.0,0.3,0.0,0.0,0.2,5.87,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
htx,RB,1.0,13,Dameon Pierce,24.0,11.153846153846153,32.0,0.15384615384615385,0.0,1.0769230769230769,0.0,1.0,1.3076923076923077,7.769230769230769,0.0,0.0,1.0769230769230769,7.3076923076923075,0.23076923076923078,0.0,0.07692307692307693,0.15384615384615385,5.9,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
phi,RB,1.0,16,Kenneth Gainwell,25.0,5.25,22.75,0.125,0.0625,1.1875,0.0625,1.875,2.3125,11.4375,0.0,0.0,4.4375,10.9375,0.6875,0.0,0.0,0.125,5.91875,0.5240726124704027,0.8553345388788427,0.0,0.3720930232558137,0.3633633633633639
mia,RB,1.0,7,Salvon Ahmed,26.0,3.142857142857143,8.714285714285714,0.14285714285714285,0.0,0.42857142857142855,0.0,2.2857142857142856,3.2857142857142856,12.571428571428571,0.14285714285714285,0.0,2.0,15.571428571428571,0.5714285714285714,0.0,0.0,0.2857142857142857,6.128571428571428,0.3007103393843731,0.8589511754068717,1.0,0.6627906976744184,0.721471471471471
nor,RB,1.0,7,Kendre Miller,22.0,5.857142857142857,22.285714285714285,0.14285714285714285,0.0,1.4285714285714286,0.0,1.4285714285714286,1.5714285714285714,16.714285714285715,0.0,0.0,-1.1428571428571428,18.285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,6.185714285714287,0.348066298342542,0.6835443037974682,0.1559454191033138,0.1802325581395347,0.5315315315315301
den,RB,1.0,17,Jaleel McLaughlin,24.0,4.470588235294118,24.11764705882353,0.058823529411764705,0.0,0.9411764705882353,0.0,1.8235294117647058,2.1176470588235294,9.411764705882353,0.11764705882352941,0.0,-8.235294117647058,17.058823529411764,0.29411764705882354,0.0,0.0,0.17647058823529413,6.235294117647059,0.5051302288871349,0.969258589511754,0.1773879142300192,0.0720930232558139,0.1118618618618612
sea,RB,1.0,16,Zach Charbonnet,23.0,6.75,28.875,0.0625,0.0,2.0,0.0,2.0625,2.5,13.0625,0.0,0.0,-2.5625,15.5,0.4375,0.0,0.0,0.0625,6.6312500000000005,0.2091554853985795,0.786618444846293,0.539961013645224,0.3313953488372085,0.5510510510510498
crd,RB,1.0,11,Emari Demercado,25.0,5.2727272727272725,25.818181818181817,0.18181818181818182,0.0,1.0909090909090908,0.0,1.9090909090909092,2.727272727272727,10.818181818181818,0.0,0.0,2.4545454545454546,9.909090909090908,0.36363636363636365,0.0,0.0,0.18181818181818182,6.663636363636364,0.0994475138121551,0.5678119349005424,0.9337231968810916,0.545348837209302,0.1283783783783763
min,RB,1.0,7,Cam Akers,25.0,8.571428571428571,23.857142857142858,0.2857142857142857,0.0,1.7142857142857142,0.0,1.5714285714285714,1.7142857142857142,10.0,0.0,0.0,-1.8571428571428572,11.142857142857142,0.2857142857142857,0.0,0.0,0.2857142857142857,6.671428571428571,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
chi,RB,1.0,15,Roschon Johnson,23.0,5.4,23.466666666666665,0.13333333333333333,0.0,1.0666666666666667,0.0,2.2666666666666666,2.6666666666666665,13.933333333333334,0.0,0.0,-2.2,16.466666666666665,0.4,0.0,0.0,0.13333333333333333,6.806666666666667,0.4175217048145221,0.9204339963833632,0.3684210526315792,0.96860465116279,0.2747747747747748
rav,RB,1.0,16,Justice Hill,27.0,5.25,24.1875,0.1875,0.0,1.125,0.0,1.75,2.4375,12.875,0.0625,0.0625,1.4375,14.8125,0.5,0.0,0.0,0.25,6.831250000000001,0.653512233622731,0.922242314647378,0.680311890838206,0.3395348837209302,0.7312312312312299
det,RB,0.9222222222222223,9,Zonovan Knight,23.0,9.777777777777779,34.77777777777778,0.1111111111111111,0.0,1.5555555555555556,0.0,1.5555555555555556,1.6666666666666667,12.0,0.0,0.0,-3.888888888888889,16.11111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,6.9,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
car,RB,0.9375,8,Rashaad Penny,28.0,8.5,47.375,0.25,0.0,2.0,0.0,0.625,0.75,2.625,0.0,0.0,-1.625,4.25,0.25,0.0,0.0,0.25,7.125,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
den,RB,1.0,17,Samaje Perine,29.0,3.1176470588235294,14.0,0.058823529411764705,0.058823529411764705,0.8235294117647058,0.0,2.9411764705882355,3.2941176470588234,26.764705882352942,0.0,0.058823529411764705,-0.5882352941176471,27.176470588235293,1.3529411764705883,0.0,0.0,0.058823529411764705,7.13529411764706,0.5051302288871349,0.969258589511754,0.1773879142300192,0.0720930232558139,0.1118618618618612
nor,RB,0.9083333333333333,12,James Robinson,26.0,9.25,35.583333333333336,0.25,0.0,1.8333333333333333,0.0,1.0,1.25,4.083333333333333,0.16666666666666666,0.0,-0.16666666666666666,5.333333333333333,0.4166666666666667,0.0,0.0,0.4166666666666667,7.466666666666667,0.348066298342542,0.6835443037974682,0.1559454191033138,0.1802325581395347,0.5315315315315301
min,RB,1.0,13,Ty Chandler,26.0,7.846153846153846,35.46153846153846,0.23076923076923078,0.0,1.5384615384615385,0.0,1.6153846153846154,1.9230769230769231,12.23076923076923,0.0,0.0,-3.6153846153846154,15.846153846153847,0.5384615384615384,0.0,0.0,0.23076923076923078,7.76923076923077,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
nwe,RB,1.0,16,Antonio Gibson,26.0,4.0625,16.5625,0.0625,0.0625,0.8125,0.0,3.0,3.6875,24.3125,0.125,0.0625,-0.125,23.5625,1.1875,0.0,0.0,0.1875,7.9625,0.4577742699289659,0.8173598553345387,0.2417153996101362,0.1046511627906974,0.561561561561561
atl,RB,1.0,17,Tyler Allgeier,24.0,10.941176470588236,40.1764705882353,0.23529411764705882,0.0,2.2941176470588234,0.0,1.0588235294117647,1.3529411764705883,11.352941176470589,0.058823529411764705,0.0,-1.3529411764705883,12.764705882352942,0.35294117647058826,0.058823529411764705,0.0,0.29411764705882354,7.976470588235294,0.7355958958168909,0.8444846292947557,0.5165692007797271,0.0,0.4752252252252242
rai,RB,1.0,16,Alexander Mattison,26.0,11.25,43.75,0.0,0.125,1.75,0.0,1.875,2.75,12.0,0.1875,0.0,1.5,11.3125,0.3125,0.0,0.0,0.1875,8.325,0.2991318074191005,0.4792043399638337,0.1559454191033138,0.4767441860465116,0.2860360360360356
oti,RB,1.0,17,Tyjae Spears,23.0,5.882352941176471,26.647058823529413,0.11764705882352941,0.0,1.411764705882353,0.0,3.0588235294117645,4.117647058823529,22.647058823529413,0.058823529411764705,0.0,-0.7058823529411765,27.058823529411764,1.0,0.0,0.0,0.17647058823529413,9.047058823529412,0.5406471981057615,0.4394213381555154,0.5614035087719298,0.2116279069767439,0.0
chi,RB,1.0,12,Khalil Herbert,26.0,11.0,50.916666666666664,0.16666666666666666,0.0,2.0833333333333335,0.08333333333333333,1.6666666666666667,2.5833333333333335,11.166666666666666,0.08333333333333333,0.08333333333333333,1.4166666666666667,11.5,0.75,0.0,0.0,0.25,9.208333333333334,0.4175217048145221,0.9204339963833632,0.3684210526315792,0.96860465116279,0.2747747747747748
nyg,RB,1.0,17,Devin Singletary,27.0,12.705882352941176,52.8235294117647,0.23529411764705882,0.0,2.3529411764705883,0.0,1.7647058823529411,2.235294117647059,11.352941176470589,0.0,0.0,0.29411764705882354,13.117647058823529,0.4117647058823529,0.0,0.0,0.23529411764705882,9.594117647058823,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
min,RB,0.8105263157894738,19,Myles Gaskin,27.0,9.631578947368421,33.578947368421055,0.15789473684210525,0.05263157894736842,1.4210526315789473,0.0,2.789473684210526,3.6315789473684212,13.789473684210526,0.21052631578947367,0.0,2.5789473684210527,14.210526315789474,0.6842105263157895,0.0,0.0,0.3684210526315789,9.631578947368421,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
