team,position,penalty,GP,player_display_name,age,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_2pt_conversions,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_2pt_conversions,PPG,oline,qb,rb,wrte,dst
dal,QB,0.8250000000000001,8,Trey Lance,24.0,7.0,12.75,99.625,0.625,0.375,0.75,0.0,108.5,46.0,4.125,0.0,6.75,29.375,0.125,0.0,1.875,0.125,9.4225,0.2336227308603002,0.91500904159132,0.1695906432748537,0.4058139534883715,1.0
car,QB,1.0,16,Bryce Young,23.0,19.6875,32.9375,179.8125,0.6875,0.625,3.875,0.375,250.5625,81.25,8.3125,0.0625,2.4375,15.8125,0.0,0.0,1.125,0.0625,9.52375,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
nwe,QB,0.5506666666666666,75,Jacoby Brissett,32.0,13.08,21.333333333333332,140.98666666666668,0.68,0.30666666666666664,1.7333333333333334,0.14666666666666667,169.41333333333333,67.62666666666667,6.8533333333333335,0.02666666666666667,3.066666666666667,12.2,0.2,0.06666666666666667,1.1333333333333333,0.0,9.739466666666669,0.4577742699289659,0.8173598553345387,0.2417153996101362,0.1046511627906974,0.561561561561561
phi,QB,0.9480000000000001,25,Kenny Pickett,26.0,17.84,28.52,178.96,0.52,0.52,2.0,0.04,209.8,83.52,8.56,0.08,3.88,11.64,0.16,0.0,1.4,0.0,10.2424,0.5240726124704027,0.8553345388788427,0.0,0.3720930232558137,0.3633633633633639
nyg,QB,1.0,9,Tommy DeVito,26.0,12.666666666666666,19.77777777777778,122.33333333333333,0.8888888888888888,0.3333333333333333,4.111111111111111,0.0,127.66666666666667,64.77777777777777,5.111111111111111,0.0,4.0,21.666666666666668,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0,10.393333333333336,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
den,QB,0.8970588235294118,34,Zach Wilson,25.0,16.647058823529413,29.205882352941178,185.08823529411765,0.6764705882352942,0.7352941176470589,3.323529411764706,0.17647058823529413,227.97058823529412,88.73529411764706,8.5,0.058823529411764705,2.735294117647059,14.647058823529411,0.14705882352941177,0.08823529411764706,0.7058823529411765,0.058823529411764705,10.456470588235295,0.5051302288871349,0.969258589511754,0.1773879142300192,0.0720930232558139,0.1118618618618612
htx,QB,0.8757575757575757,33,Davis Mills,26.0,17.363636363636363,27.636363636363637,180.45454545454547,1.0606060606060606,0.7575757575757576,1.9393939393939394,0.09090909090909091,209.57575757575756,85.75757575757575,8.030303030303031,0.09090909090909091,1.5757575757575757,4.878787878787879,0.06060606060606061,0.030303030303030304,0.3939393939393939,0.030303030303030304,10.554545454545455,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
oti,QB,1.0,9,Will Levis,25.0,16.555555555555557,28.333333333333332,200.88888888888889,0.8888888888888888,0.4444444444444444,3.111111111111111,0.2222222222222222,298.6666666666667,82.88888888888889,9.0,0.1111111111111111,2.7777777777777777,6.333333333333333,0.1111111111111111,0.2222222222222222,0.7777777777777778,0.0,11.113333333333332,0.5406471981057615,0.4394213381555154,0.5614035087719298,0.2116279069767439,0.0
min,QB,0.7241379310344828,29,Nick Mullens,29.0,18.20689655172414,27.689655172413794,220.3793103448276,1.1724137931034482,1.0689655172413792,1.6551724137931034,0.13793103448275862,197.10344827586206,107.72413793103448,10.448275862068966,0.06896551724137931,1.5172413793103448,0.7586206896551724,0.0,0.0,0.2413793103448276,0.0,11.166896551724138,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
min,QB,0.7227272727272727,66,Sam Darnold,27.0,16.393939393939394,27.439393939393938,182.78787878787878,0.9545454545454546,0.8484848484848485,2.257575757575758,0.15151515151515152,224.6969696969697,90.66666666666667,8.803030303030303,0.07575757575757576,3.1515151515151514,11.469696969696969,0.19696969696969696,0.06060606060606061,1.0454545454545454,0.0,11.337272727272728,0.3938437253354379,0.9258589511754068,0.6179337231968809,0.5162790697674415,0.8295795795795788
crd,QB,0.9789473684210527,19,Desmond Ridder,25.0,16.94736842105263,26.473684210526315,186.52631578947367,0.7368421052631579,0.631578947368421,2.1052631578947367,0.2631578947368421,217.05263157894737,81.57894736842105,9.105263157894736,0.10526315789473684,3.6315789473684212,13.526315789473685,0.2631578947368421,0.10526315789473684,1.1578947368421053,0.0,11.339999999999998,0.0994475138121551,0.5678119349005424,0.9337231968810916,0.545348837209302,0.1283783783783763
htx,QB,0.29605263157894735,76,Case Keenum,36.0,18.31578947368421,29.38157894736842,199.67105263157896,1.0394736842105263,0.6710526315789473,1.7236842105263157,0.13157894736842105,221.0921052631579,96.14473684210526,9.5,0.013157894736842105,1.9736842105263157,5.934210526315789,0.07894736842105263,0.039473684210526314,0.6842105263157895,0.0,11.527631578947368,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
nyg,QB,0.7464285714285713,28,Drew Lock,28.0,16.75,28.071428571428573,188.67857142857142,1.0,0.8214285714285714,1.3928571428571428,0.10714285714285714,239.5,92.64285714285714,8.964285714285714,0.03571428571428571,2.75,10.678571428571429,0.17857142857142858,0.07142857142857142,0.8571428571428571,0.0,11.686428571428573,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
jax,QB,0.8857142857142858,42,Mac Jones,26.0,20.571428571428573,31.142857142857142,212.33333333333334,1.0952380952380953,0.8571428571428571,2.0,0.09523809523809523,238.73809523809524,104.80952380952381,9.619047619047619,0.07142857142857142,2.7857142857142856,7.785714285714286,0.023809523809523808,0.047619047619047616,1.0714285714285714,0.0,11.795714285714288,0.209944751381216,0.72875226039783,0.0740740740740744,0.3372093023255806,0.5683183183183171
ram,QB,0.5594936708860759,79,Jimmy Garoppolo,33.0,16.164556962025316,23.9873417721519,196.126582278481,1.1898734177215189,0.6455696202531646,1.7341772151898733,0.10126582278481013,175.1139240506329,103.82278481012658,9.329113924050633,0.06329113924050633,2.3417721518987342,3.3417721518987342,0.08860759493670886,0.0379746835443038,0.7088607594936709,0.0,11.900759493670884,0.5509076558800321,0.8824593128390597,0.7582846003898633,0.38953488372093,0.2695195195195197
buf,QB,0.5632352941176471,68,Mitchell Trubisky,30.0,17.647058823529413,27.529411764705884,184.35294117647058,1.0588235294117647,0.7058823529411765,1.8970588235294117,0.11764705882352941,230.01470588235293,80.38235294117646,9.323529411764707,0.11764705882352941,3.5,17.25,0.19117647058823528,0.04411764705882353,1.1911764705882353,0.014705882352941176,12.746176470588235,0.5074980268350431,0.9529837251356236,0.6569200779727091,0.3453488372093023,0.5195195195195188
gnb,QB,0.9407407407407408,27,Jordan Love,26.0,15.62962962962963,24.51851851851852,176.4814814814815,1.2962962962962963,0.5185185185185185,1.2222222222222223,0.07407407407407407,205.25925925925927,84.0,8.88888888888889,0.07407407407407407,2.3333333333333335,10.11111111111111,0.14814814814814814,0.07407407407407407,0.6296296296296297,0.037037037037037035,12.811111111111112,0.5161799526440412,0.7992766726943941,0.2962962962962963,0.3186046511627909,0.6021021021021014
nyj,QB,0.28933333333333333,75,Tyrod Taylor,35.0,14.0,22.666666666666668,159.17333333333335,0.8666666666666667,0.37333333333333335,2.2933333333333334,0.06666666666666667,209.04,65.16,7.1866666666666665,0.02666666666666667,5.1866666666666665,29.24,0.24,0.013333333333333334,1.6,0.02666666666666667,13.290933333333333,0.5564325177584846,0.0,0.3099415204678362,0.4639534883720926,0.963213213213212
atl,QB,0.8580645161290322,31,Taylor Heinicke,31.0,18.322580645161292,29.29032258064516,203.38709677419354,1.2258064516129032,0.8064516129032258,2.129032258064516,0.22580645161290322,235.93548387096774,99.29032258064517,9.903225806451612,0.0,3.4193548387096775,17.903225806451612,0.0967741935483871,0.0,1.064516129032258,0.03225806451612903,13.345161290322581,0.7355958958168909,0.8444846292947557,0.5165692007797271,0.0,0.4752252252252242
was,QB,0.36279069767441857,86,Marcus Mariota,31.0,15.430232558139535,24.627906976744185,183.95348837209303,1.0813953488372092,0.6395348837209303,2.1627906976744184,0.12790697674418605,221.34883720930233,76.87209302325581,8.720930232558139,0.05813953488372093,4.151162790697675,24.0,0.19767441860465115,0.08139534883720931,1.5348837209302326,0.0,13.572093023255814,0.5138121546961325,1.0,0.1949317738791425,0.0848837209302324,0.2907907907907914
sfo,QB,0.96875,16,Joshua Dobbs,29.0,19.125,30.625,179.8125,0.9375,0.75,2.25,0.4375,241.125,76.8125,9.4375,0.0625,5.4375,30.3125,0.375,0.0625,2.25,0.125,13.723749999999999,0.3520126282557223,0.867992766726944,0.6822612085769979,1.0,0.942942942942941
clt,QB,0.2212962962962963,108,Joe Flacco,39.0,23.12037037037037,37.166666666666664,243.5462962962963,1.3240740740740742,0.9166666666666666,1.962962962962963,0.14814814814814814,298.9259259259259,111.83333333333333,11.518518518518519,0.09259259259259259,1.6296296296296295,4.018518518518518,0.08333333333333333,0.009259259259259259,0.6018518518518519,0.0,13.791851851851852,0.7316495659037092,0.2314647377938518,0.130604288499025,0.2965116279069768,0.671171171171169
tam,QB,0.7505617977528091,89,Baker Mayfield,29.0,19.662921348314608,31.741573033707866,228.4494382022472,1.4606741573033708,0.8314606741573034,2.359550561797753,0.15730337078651685,269.02247191011236,104.73033707865169,10.820224719101123,0.07865168539325842,2.8202247191011236,9.247191011235955,0.07865168539325842,0.033707865168539325,0.8539325842696629,0.0,14.332359550561799,0.2865035516969221,0.6835443037974682,0.5886939571150096,0.1546511627906976,0.4121621621621623
car,QB,0.3088235294117647,136,Andy Dalton,37.0,20.433823529411764,32.4264705882353,231.2058823529412,1.463235294117647,0.8455882352941176,2.0441176470588234,0.11764705882352941,259.52941176470586,108.48529411764706,11.235294117647058,0.03676470588235294,2.8455882352941178,8.860294117647058,0.125,0.03676470588235294,0.8235294117647058,0.007352941176470588,14.737205882352942,0.3417521704814521,0.3001808318264014,0.8421052631578942,0.3825581395348836,0.3671171171171163
nyg,QB,0.7799999999999999,60,Daniel Jones,27.0,20.35,31.666666666666668,208.53333333333333,1.0333333333333334,0.6666666666666666,2.9833333333333334,0.2833333333333333,231.03333333333333,93.98333333333333,10.216666666666667,0.1,5.533333333333333,31.9,0.21666666666666667,0.1,2.1,0.03333333333333333,14.864666666666666,0.0,0.4267631103074141,0.1325536062378169,0.4593023255813953,0.3355855855855862
nor,QB,0.4584905660377358,159,Derek Carr,33.0,22.49056603773585,34.62893081761006,245.91194968553458,1.5220125786163523,0.6729559748427673,1.8553459119496856,0.16981132075471697,271.0943396226415,114.54716981132076,11.59748427672956,0.07547169811320754,1.949685534591195,5.566037735849057,0.03773584905660377,0.06289308176100629,0.49056603773584906,0.0,14.896226415094342,0.348066298342542,0.6835443037974682,0.1559454191033138,0.1802325581395347,0.5315315315315301
jax,QB,0.8980000000000001,50,Trevor Lawrence,25.0,22.32,35.0,235.4,1.16,0.78,1.88,0.3,272.78,108.56,11.24,0.12,4.1,19.28,0.22,0.12,1.44,0.0,14.904000000000002,0.209944751381216,0.72875226039783,0.0740740740740744,0.3372093023255806,0.5683183183183171
sea,QB,0.9944444444444444,18,Sam Howell,24.0,22.166666666666668,35.05555555555556,228.61111111111111,1.2222222222222223,1.2222222222222223,3.7777777777777777,0.05555555555555555,263.77777777777777,116.33333333333333,10.333333333333334,0.05555555555555555,2.9444444444444446,16.555555555555557,0.3333333333333333,0.05555555555555555,1.2777777777777777,0.05555555555555555,15.022222222222224,0.2091554853985795,0.786618444846293,0.539961013645224,0.3313953488372085,0.5510510510510498
cle,QB,0.34615384615384615,91,Jameis Winston,30.0,19.373626373626372,31.67032967032967,242.9010989010989,1.5494505494505495,1.0879120879120878,2.142857142857143,0.2087912087912088,326.2857142857143,85.78021978021978,12.043956043956044,0.08791208791208792,3.2747252747252746,13.340659340659341,0.12087912087912088,0.054945054945054944,0.978021978021978,0.02197802197802198,15.269890109890113,0.4530386740331487,0.5045207956600362,0.4756335282651065,0.2209302325581394,0.6771771771771764
mia,QB,0.869811320754717,53,Tua Tagovailoa,26.0,20.67924528301887,30.90566037735849,238.47169811320754,1.528301886792453,0.6981132075471698,1.6981132075471699,0.05660377358490566,246.03773584905662,102.52830188679245,11.716981132075471,0.03773584905660377,2.5849056603773586,7.188679245283019,0.11320754716981132,0.07547169811320754,0.660377358490566,0.0,15.389811320754717,0.3007103393843731,0.8589511754068717,1.0,0.6627906976744184,0.721471471471471
sea,QB,0.9243243243243244,37,Geno Smith,34.0,21.37837837837838,31.64864864864865,233.54054054054055,1.4864864864864864,0.5675675675675675,2.4594594594594597,0.13513513513513514,229.72972972972974,104.54054054054055,11.054054054054054,0.05405405405405406,3.135135135135135,15.162162162162161,0.08108108108108109,0.08108108108108109,1.0,0.0,15.722702702702703,0.2091554853985795,0.786618444846293,0.539961013645224,0.3313953488372085,0.5510510510510498
cin,QB,1.0,9,Jake Browning,28.0,19.0,27.0,215.11111111111111,1.3333333333333333,0.7777777777777778,2.6666666666666665,0.0,172.66666666666666,123.22222222222223,10.333333333333334,0.1111111111111111,3.0,14.11111111111111,0.3333333333333333,0.0,1.3333333333333333,0.0,15.793333333333335,0.4293606945540653,0.6962025316455696,0.1033138401559456,0.4302325581395343,0.2687687687687692
det,QB,0.6119658119658119,117,Jared Goff,30.0,22.70940170940171,35.1025641025641,260.0769230769231,1.5811965811965811,0.7008547008547008,1.8547008547008548,0.20512820512820512,254.74358974358975,130.5982905982906,12.7008547008547,0.09401709401709402,2.0598290598290596,4.230769230769231,0.10256410256410256,0.06837606837606838,0.37606837606837606,0.008547008547008548,15.81760683760684,1.0,0.8372513562386981,0.5925925925925921,0.5895348837209302,0.4339339339339343
sfo,QB,0.9640000000000001,25,Brock Purdy,25.0,16.88,24.56,226.16,1.76,0.6,1.56,0.08,190.12,109.6,10.32,0.0,2.44,6.28,0.12,0.0,0.8,0.0,16.0744,0.3520126282557223,0.867992766726944,0.6822612085769979,1.0,0.942942942942941
kan,QB,0.4819148936170212,94,Carson Wentz,32.0,22.0531914893617,35.191489361702125,237.14893617021278,1.627659574468085,0.7127659574468085,2.5425531914893615,0.22340425531914893,286.90425531914894,103.7127659574468,11.851063829787234,0.19148936170212766,3.765957446808511,15.085106382978724,0.11702127659574468,0.07446808510638298,1.3297872340425532,0.010638297872340425,16.18595744680851,0.5185477505919498,0.9240506329113922,0.3879142300194931,0.5546511627906976,0.2740240240240252
pit,QB,0.9025000000000001,40,Justin Fields,25.0,14.45,23.95,166.85,1.0,0.75,3.375,0.225,212.15,71.85,7.375,0.025,8.9,55.5,0.35,0.05,3.25,0.0,16.273999999999997,0.4925019731649569,0.6889692585895117,0.5692007797270953,0.1825581395348834,0.7087087087087065
ram,QB,0.3770186335403727,161,Matthew Stafford,36.0,23.1055900621118,35.93788819875776,268.57142857142856,1.720496894409938,0.782608695652174,2.3664596273291925,0.15527950310559005,282.9503105590062,130.51552795031057,13.192546583850932,0.062111801242236024,2.049689440993789,6.161490683229814,0.049689440993788817,0.037267080745341616,0.6024844720496895,0.0,16.588819875776398,0.5509076558800321,0.8824593128390597,0.7582846003898633,0.38953488372093,0.2695195195195197
atl,QB,0.43741496598639457,147,Kirk Cousins,36.0,23.346938775510203,34.89115646258504,265.34013605442175,1.8095238095238095,0.7278911564625851,2.0476190476190474,0.22448979591836735,274.38775510204084,120.02721088435374,12.687074829931973,0.09523809523809523,2.0476190476190474,6.36734693877551,0.1292517006802721,0.04081632653061224,0.7142857142857143,0.0,17.277551020408165,0.7355958958168909,0.8444846292947557,0.5165692007797271,0.0,0.4752252252252242
htx,QB,1.0,15,C.J. Stroud,23.0,21.266666666666666,33.266666666666666,273.8666666666667,1.5333333333333334,0.3333333333333333,2.533333333333333,0.2,298.73333333333335,117.46666666666667,12.533333333333333,0.0,2.6,10.466666666666667,0.2,0.06666666666666667,1.1333333333333333,0.06666666666666667,18.134666666666668,0.0276243093922654,0.7902350813743217,0.2241715399610138,0.8093023255813949,0.4684684684684672
phi,QB,0.8573770491803279,61,Jalen Hurts,26.0,16.39344262295082,25.868852459016395,192.85245901639345,1.098360655737705,0.5573770491803278,1.8524590163934427,0.06557377049180328,222.91803278688525,88.68852459016394,8.819672131147541,0.04918032786885246,8.59016393442623,41.032786885245905,0.6721311475409836,0.11475409836065574,3.540983606557377,0.03278688524590164,18.768196721311476,0.5240726124704027,0.8553345388788427,0.0,0.3720930232558137,0.3633633633633639
dal,QB,0.5412280701754386,114,Dak Prescott,31.0,22.763157894736842,33.973684210526315,258.4122807017544,1.7719298245614035,0.6491228070175439,2.06140350877193,0.18421052631578946,275.85087719298247,111.29824561403508,12.640350877192983,0.06140350877192982,3.5701754385964914,16.526315789473685,0.24561403508771928,0.05263157894736842,1.3070175438596492,0.02631578947368421,18.77859649122807,0.2336227308603002,0.91500904159132,0.1695906432748537,0.4058139534883715,1.0
cin,QB,0.8500000000000001,52,Joe Burrow,28.0,24.76923076923077,36.44230769230769,270.8269230769231,1.8653846153846154,0.7115384615384616,2.8461538461538463,0.17307692307692307,272.0576923076923,129.96153846153845,13.192307692307692,0.07692307692307693,3.519230769230769,11.634615384615385,0.19230769230769232,0.019230769230769232,1.2307692307692308,0.0,18.804230769230767,0.4293606945540653,0.6962025316455696,0.1033138401559456,0.4302325581395343,0.2687687687687692
pit,QB,0.39825581395348836,172,Russell Wilson,36.0,19.86046511627907,30.651162790697676,235.66860465116278,1.7906976744186047,0.5581395348837209,2.872093023255814,0.12209302325581395,271.4825581395349,106.25581395348837,10.732558139534884,0.05232558139534884,5.156976744186046,28.011627906976745,0.14534883720930233,0.046511627906976744,1.7383720930232558,0.0,18.809302325581395,0.4925019731649569,0.6889692585895117,0.5692007797270953,0.1825581395348834,0.7087087087087065
sdg,QB,0.8451612903225807,62,Justin Herbert,26.0,26.016129032258064,39.064516129032256,277.7903225806452,1.8387096774193548,0.6774193548387096,2.096774193548387,0.08064516129032258,281.2258064516129,139.74193548387098,13.709677419354838,0.14516129032258066,3.6129032258064515,14.693548387096774,0.1774193548387097,0.0,1.3064516129032258,0.0,19.484193548387097,0.4640883977900549,0.833634719710669,0.0331384015594542,0.2860465116279065,0.400150150150151
nyj,QB,0.39657534246575343,146,Aaron Rodgers,41.0,22.253424657534246,34.21917808219178,256.1232876712329,2.0821917808219177,0.4041095890410959,2.191780821917808,0.11643835616438356,280.3493150684931,127.71232876712328,12.342465753424657,0.0821917808219178,2.8493150684931505,13.863013698630137,0.11643835616438356,0.04794520547945205,1.0068493150684932,0.02054794520547945,19.52164383561644,0.5564325177584846,0.0,0.3099415204678362,0.4639534883720926,0.963213213213212
rav,QB,0.7430232558139536,86,Lamar Jackson,27.0,15.837209302325581,24.558139534883722,184.7325581395349,1.4534883720930232,0.5232558139534884,1.9651162790697674,0.11627906976744186,213.75581395348837,80.40697674418605,8.906976744186046,0.05813953488372093,10.174418604651162,61.13953488372093,0.3372093023255814,0.12790697674418605,3.6627906976744184,0.0,19.805581395348838,0.653512233622731,0.922242314647378,0.680311890838206,0.3395348837209302,0.7312312312312299
